,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Kyler Murray,1,17,21,81%,266,12.7,182,8.7,8,5,2,1,1,2.4,1,0,2,4,3,1,3,158
2,Jalen Hurts,1,23,30,77%,183,6.1,141,4.7,7,0,0,0,0,2.8,1,4,3,9,1,1,8,89
3,Derek Carr,1,11,16,69%,243,15.2,117,7.3,7,3,3,2,2,2.5,1,1,7,7,1,1,1,125
4,Sam Darnold,1,17,26,65%,268,10.3,142,5.5,10,2,1,1,1,2.5,3,2,3,3,3,0,4,109
5,Baker Mayfield,1,12,19,63%,185,9.7,103,5.4,10,2,1,1,0,2.0,5,0,3,11,3,1,1,91
6,Daniel Jones,1,16,28,57%,178,6.4,84,3.0,8,3,0,0,0,2.4,1,3,2,7,6,1,4,100
7,Geno Smith,1,33,44,75%,327,7.4,183,4.2,11,2,1,1,1,2.2,3,3,5,15,2,4,1,103
8,Kirk Cousins,1,20,29,69%,241,8.3,156,5.4,10,3,1,1,0,2.5,1,1,3,6,4,1,5,117
9,Lamar Jackson,1,21,34,62%,247,7.3,163,4.8,14,1,0,0,0,2.2,2,0,2,5,4,0,1,81
10,Joe Burrow,1,23,36,64%,258,7.2,140,3.9,10,2,2,1,0,2.2,3,3,0,15,5,3,10,104
11,Deshaun Watson,1,22,34,65%,186,5.5,139,4.1,6,3,1,0,0,2.8,2,6,4,9,3,5,1,79
12,Aaron Rodgers,1,18,30,60%,176,5.9,100,3.3,7,2,0,0,0,2.3,2,1,1,8,7,3,3,99
13,Brock Purdy,1,28,36,78%,319,8.9,237,6.6,15,5,0,0,0,2.7,6,3,7,21,4,0,6,101
14,Patrick Mahomes II,1,18,25,72%,151,6.0,63,2.5,6,1,1,1,0,2.0,2,2,0,5,4,0,4,81
15,Dak Prescott,1,27,39,69%,293,7.5,160,4.1,9,2,2,1,1,2.3,3,0,7,6,5,0,4,78
16,C.J. Stroud,1,23,36,64%,260,7.2,149,4.1,10,3,0,0,0,2.3,3,1,5,9,5,1,0,95
17,Gardner Minshew II,1,30,38,79%,276,7.3,198,5.2,11,5,1,0,0,2.3,5,4,3,10,3,1,4,95
18,Jayden Daniels,1,23,29,79%,226,7.8,117,4.0,9,4,1,0,0,2.1,5,2,3,12,3,0,4,99
19,Trevor Lawrence,1,14,30,47%,220,7.3,164,5.5,7,5,2,1,1,2.5,4,4,1,9,6,4,5,72
20,Malik Willis,1,12,14,86%,122,8.7,75,5.4,4,1,1,0,0,2.0,0,0,1,6,1,0,2,127
21,Anthony Richardson,1,17,34,50%,204,6.0,133,3.9,10,2,1,0,0,2.6,1,2,4,4,8,1,4,42
22,Will Levis,1,19,28,68%,192,6.9,124,4.4,7,2,1,1,0,2.7,4,2,0,4,3,1,4,84
23,Justin Herbert,1,14,20,70%,130,6.5,75,3.8,5,1,0,0,0,2.2,1,1,0,8,4,0,2,100
24,Justin Fields,1,13,20,65%,117,5.9,66,3.3,6,0,0,0,0,2.6,2,4,0,12,4,0,4,97
25,Jared Goff,1,34,55,62%,307,5.6,194,3.5,9,2,1,1,1,2.2,0,10,3,12,11,0,12,62
26,Jacoby Brissett,1,15,27,56%,149,5.5,72,2.7,5,1,1,0,0,2.4,3,4,7,7,5,2,6,84
27,Bo Nix,1,20,35,57%,246,7.0,134,3.8,8,4,1,1,0,2.4,2,4,2,8,10,2,5,55
28,Josh Allen,1,13,19,68%,139,7.3,74,3.9,5,2,1,0,0,2.6,0,0,2,4,3,0,2,107
29,Caleb Williams,1,23,37,62%,174,4.7,75,2.0,8,1,0,0,0,2.2,7,3,3,15,8,2,1,51
30,Tua Tagovailoa,1,17,25,68%,145,5.8,54,2.2,6,1,0,0,0,1.9,1,1,0,0,7,0,5,57
31,Matthew Stafford,1,19,27,70%,216,8.0,130,4.8,9,4,1,1,0,2.6,5,4,1,6,5,2,7,94
32,Skylar Thompson,1,8,14,57%,80,5.7,46,3.3,4,0,0,0,0,2.3,1,2,0,1,4,1,5,74
33,Bryce Young,1,18,26,69%,84,3.2,41,1.6,3,0,0,0,0,1.9,2,0,0,6,4,0,0,57
34,Jameis Winston,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
35,Cooper Rush,1,1,3,33%,6,2.0,0,0.0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,42
36,Feleipe Franks,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Mitchell Trubisky,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Jake Haener,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Clayton Tune,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Sam Howell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Tyson Bagent,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Spencer Rattler,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Jordan Travis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
