,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Justin Fields,1,22,34,65%,312,9.2,161,4.7,12,5,3,0,0,2.3,4,3,4,5,3,2,8,104
2,Jordan Love,1,32,54,59%,389,7.2,253,4.7,15,7,2,1,0,2.4,1,9,9,25,9,4,9,83
3,Baker Mayfield,1,30,47,64%,347,7.4,169,3.6,16,4,1,0,0,1.9,2,1,1,12,6,3,7,100
4,Jared Goff,1,18,18,100%,292,16.2,89,4.9,9,5,3,2,1,2.6,3,1,3,10,0,0,4,156
5,Jayden Daniels,1,26,30,87%,233,7.8,141,4.7,10,1,0,0,0,2.4,0,1,0,5,3,0,2,96
6,Lamar Jackson,1,13,18,72%,156,8.7,80,4.4,8,2,0,0,0,2.5,1,1,0,3,0,4,3,135
7,C.J. Stroud,1,27,40,68%,345,8.6,195,4.9,15,7,1,0,0,2.4,2,5,7,2,7,2,5,111
8,Geno Smith,1,38,56,68%,395,7.1,204,3.6,18,4,0,0,0,2.1,3,5,5,21,4,2,6,87
9,Sam Darnold,1,20,28,71%,275,9.8,171,6.1,11,4,1,0,0,2.7,2,1,6,7,6,0,5,123
10,Joe Burrow,1,22,31,71%,232,7.5,110,3.5,11,3,1,1,1,2.2,0,2,2,9,5,0,6,101
11,Dak Prescott,1,22,27,81%,221,8.2,115,4.3,7,1,1,1,1,2.4,1,2,1,6,2,0,1,126
12,Andy Dalton,1,25,40,63%,220,5.5,131,3.3,9,2,1,0,0,2.1,0,2,1,12,6,3,4,83
13,Jalen Hurts,1,18,30,60%,158,5.3,97,3.2,3,2,0,0,0,2.5,6,2,4,15,6,1,2,85
14,Brock Purdy,1,15,27,56%,288,10.7,197,7.3,12,5,4,2,1,2.9,1,3,2,9,5,1,6,90
15,Joe Flacco,1,16,26,62%,168,6.5,94,3.6,9,2,0,0,0,2.1,2,4,0,10,4,1,6,106
16,Trevor Lawrence,1,18,33,55%,169,5.1,132,4.0,8,2,1,0,0,3.0,1,2,3,13,7,2,3,89
17,Patrick Mahomes II,1,19,29,66%,245,8.4,162,5.6,8,3,2,1,1,2.8,3,1,2,6,4,1,1,89
18,Deshaun Watson,1,24,32,75%,176,5.5,111,3.5,8,0,0,0,0,2.5,3,7,1,7,2,3,2,85
19,Tyler Huntley,1,14,22,64%,96,4.4,58,2.6,4,0,0,0,0,2.1,2,3,1,0,5,1,1,73
20,Aaron Rodgers,1,24,42,57%,225,5.4,140,3.3,9,5,0,0,0,2.3,5,8,1,21,11,2,1,72
21,Caleb Williams,1,17,23,74%,157,6.8,68,3.0,5,2,0,0,0,2.5,3,1,2,9,6,0,4,107
22,Justin Herbert,1,16,27,59%,179,6.6,69,2.6,6,3,1,0,0,2.6,2,8,1,8,5,4,4,91
23,Daniel Jones,1,29,40,73%,281,7.0,177,4.4,10,2,1,0,0,2.9,1,2,0,11,3,2,2,81
24,Kyler Murray,1,16,22,73%,142,6.5,87,4.0,6,1,0,0,0,2.2,4,1,2,6,2,3,2,105
25,Derek Carr,1,28,36,78%,239,6.6,143,4.0,9,1,0,0,0,2.2,1,2,1,10,4,2,5,83
26,Kirk Cousins,1,21,35,60%,238,6.8,143,4.1,12,3,1,0,0,2.8,1,3,1,4,3,3,0,69
27,Jacoby Brissett,1,19,32,59%,168,5.3,76,2.4,4,2,1,1,1,2.4,6,6,4,13,5,3,3,71
28,Josh Allen,1,16,29,55%,180,6.2,127,4.4,4,4,1,1,1,2.2,3,6,0,9,4,5,0,74
29,Bo Nix,1,12,25,48%,60,2.4,51,2.0,2,2,0,0,0,2.6,0,2,5,7,10,2,2,68
30,Matthew Stafford,1,20,29,69%,224,7.7,156,5.4,10,2,0,0,0,2.4,3,4,1,11,6,0,5,77
31,Anthony Richardson,1,3,4,75%,71,17.8,48,12.0,3,2,1,0,0,2.6,0,0,0,1,1,0,0,117
32,Gardner Minshew II,1,14,24,58%,130,5.4,61,2.5,6,0,0,0,0,2.0,2,2,1,15,6,3,2,73
33,Mason Rudolph,1,9,17,53%,85,5.0,59,3.5,4,1,0,0,0,2.1,1,2,1,2,0,2,1,67
34,Will Levis,1,3,4,75%,25,6.3,16,4.0,1,0,0,0,0,1.6,0,0,1,0,1,0,0,51
35,Mitchell Trubisky,1,1,2,50%,2,1.0,2,1.0,0,0,0,0,0,2.1,0,0,0,1,1,0,0,56
36,Josh Johnson,1,1,1,100%,1,1.0,0,0.0,0,0,0,0,0,2.6,0,1,0,0,0,0,0,79
37,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Drake Maye,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Mac Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Aidan O'Connell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Sam Howell,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Jordan Travis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Tyson Bagent,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Spencer Rattler,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Bryce Young,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Jeff Driskel,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Cooper Rush,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Feleipe Franks,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Clayton Tune,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Malik Willis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Sam Hartman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Jake Haener,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Austin Reed,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Skylar Thompson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Hendon Hooker,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
