,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Josh Allen,1,18,23,78%,232,10.1,123,5.3,12,3,0,0,0,2.7,2,1,1,7,3,0,4,138
2,Baker Mayfield,1,24,30,80%,289,9.6,142,4.7,11,4,2,0,0,1.9,1,3,5,14,3,1,5,146
3,Jayden Daniels,1,17,24,71%,184,7.7,55,2.3,9,2,1,0,0,2.1,2,1,3,11,4,1,1,93
4,Anthony Richardson,1,9,19,47%,212,11.2,163,8.6,4,3,3,3,3,2.5,2,0,2,2,5,0,1,101
5,Lamar Jackson,1,26,41,63%,273,6.7,135,3.3,8,2,2,1,0,2.4,1,1,10,13,11,0,8,91
6,Derek Carr,1,19,23,83%,200,8.7,128,5.6,9,2,1,1,1,2.5,1,0,1,8,2,0,2,143
7,Geno Smith,1,18,25,72%,171,6.8,124,5.0,8,1,1,0,0,2.1,2,5,3,10,7,0,3,87
8,C.J. Stroud,1,24,32,75%,234,7.3,172,5.4,9,2,1,1,1,2.4,4,4,5,9,5,1,4,116
9,Tua Tagovailoa,1,23,37,62%,338,9.1,142,3.8,12,5,3,2,2,2.2,3,1,2,11,7,1,4,101
10,Jalen Hurts,1,20,34,59%,278,8.2,119,3.5,11,4,1,1,1,2.2,2,3,4,7,5,0,4,80
11,Jordan Love,1,17,34,50%,260,7.6,141,4.1,8,4,2,1,1,2.1,1,3,2,10,6,4,9,83
12,Matthew Stafford,1,34,49,69%,317,6.5,158,3.2,12,4,1,1,1,2.3,2,9,5,14,6,4,6,85
13,Sam Darnold,1,19,24,79%,208,8.7,148,6.2,7,3,1,1,0,2.7,1,1,3,5,2,0,3,113
14,Patrick Mahomes II,1,20,28,71%,291,10.4,120,4.3,16,5,2,0,0,2.2,2,4,5,4,2,2,4,102
15,Kyler Murray,1,21,31,68%,162,5.2,73,2.4,4,2,0,0,0,2.8,4,2,4,9,3,4,4,91
16,Bo Nix,1,26,42,62%,138,3.3,101,2.4,3,1,0,0,0,2.4,2,7,4,10,9,2,5,48
17,Deshaun Watson,1,24,45,53%,169,3.8,84,1.9,5,2,0,0,0,2.3,6,12,7,12,10,5,5,51
