RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Mark Andrews,1,4,41,10.3,32.0,8.0,32.0,8.0,9,2.3,1,0.3,0,4,0.19,4,0,2,1,1,0,0,0,2,0,0,0,0,16.1
2,Jonnu Smith,1,7,96,13.7,46.0,6.6,46.0,6.6,50,7.1,12,1.7,0,7,0.318,7,0,1,7,0,0,0,0,1,0,0,0,0,15.6
3,David Njoku,1,10,76,7.6,44.0,4.4,61.0,6.1,32,3.2,6,0.6,0,14,0.292,11,1,3,2,0,0,0,0,1,0,0,0,0,13.6
4,Zach Ertz,1,4,40,10.0,28.0,7.0,41.0,10.3,12,3.0,5,1.3,0,5,0.2,5,1,2,2,0,0,0,0,1,0,0,0,0,10.0
5,Cade Otton,1,8,100,12.5,63.0,7.9,90.0,11.3,37,4.6,13,1.6,0,10,0.222,8,0,1,4,2,0,0,0,0,0,0,0,0,10.0
6,Brock Bowers,1,10,93,9.3,48.0,4.8,70.0,7.0,45,4.5,9,0.9,0,14,0.4,10,0,2,4,1,0,0,0,0,0,0,0,0,9.3
7,Tucker Kraft,1,3,33,11.0,21.0,7.0,23.0,7.7,12,4.0,9,3.0,1,4,0.121,3,0,1,2,0,0,0,0,1,0,0,0,0,9.3
8,George Kittle,1,6,92,15.3,66.0,11.0,77.0,12.8,26,4.3,8,1.3,0,7,0.226,6,0,1,3,2,1,1,1,0,0,0,0,0,9.2
9,Hunter Henry,1,8,92,11.5,61.0,7.6,103.0,12.9,31,3.9,14,1.8,0,9,0.25,8,0,0,5,1,1,0,0,0,0,0,0,0,9.2
10,Will Dissly,1,8,81,10.1,36.0,4.5,65.0,8.1,45,5.6,18,2.3,2,11,0.297,10,2,1,5,0,0,0,0,0,0,0,0,0,8.1
11,Tyler Conklin,1,4,7,1.8,-1.0,-0.3,-1.0,-0.3,8,2.0,3,0.8,0,4,0.10300000000000001,4,0,1,0,0,0,0,0,1,0,0,0,0,6.7
12,Ben Sinnott,1,2,6,3.0,0.0,0.0,0.0,0.0,6,3.0,2,1.0,0,2,0.08,2,0,1,0,0,0,0,0,1,0,0,0,0,6.6
13,Noah Gray,1,4,66,16.5,41.0,10.3,41.0,10.3,25,6.3,3,0.8,0,4,0.16,4,0,0,3,2,0,0,0,0,0,0,0,0,6.6
14,Noah Fant,1,4,65,16.3,30.0,7.5,30.0,7.5,35,8.8,9,2.3,0,4,0.14300000000000002,4,0,0,3,2,0,0,0,0,0,0,0,0,6.5
15,Kyle Pitts,1,7,65,9.3,41.0,5.9,71.0,10.1,24,3.4,6,0.9,0,9,0.25,7,0,0,4,0,0,0,0,0,0,0,0,0,6.5
16,Ja'Tavion Sanders,1,6,61,10.2,31.0,5.2,31.0,5.2,30,5.0,4,0.7,0,6,0.353,6,0,0,2,1,0,0,0,0,0,0,0,0,6.1
17,Dalton Kincaid,1,3,52,17.3,47.0,15.7,77.0,25.7,5,1.7,2,0.7,0,6,0.188,3,0,1,3,1,0,0,0,0,0,0,0,0,5.2
18,Trey McBride,1,5,51,10.2,30.0,6.0,36.0,7.2,21,4.2,5,1.0,0,7,0.28,5,0,1,4,0,0,0,0,0,0,0,0,0,5.1
19,Pat Freiermuth,1,2,51,25.5,22.0,11.0,22.0,11.0,29,14.5,12,6.0,0,3,0.111,2,0,0,2,2,1,0,0,0,0,0,0,0,5.1
20,Chig Okonkwo,1,4,50,12.5,40.0,10.0,40.0,10.0,10,2.5,2,0.5,0,4,0.105,4,0,0,2,1,0,0,0,0,0,0,0,0,5.0
21,Jordan Akins,1,4,42,10.5,28.0,7.0,28.0,7.0,14,3.5,2,0.5,1,4,0.083,4,0,0,1,1,0,0,0,0,0,0,0,0,4.2
