RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,George Kittle,1,7,76,10.9,31.0,4.4,58.0,8.3,45,6.4,10,1.4,0,8,0.222,7,0,2,4,1,0,0,0,1,0,0.0,0,0,13.6
2,Trey McBride,1,6,67,11.2,33.0,5.5,33.0,5.5,34,5.7,21,3.5,1,6,0.28600000000000003,6,0,0,2,1,0,0,0,0,0,0.0,0,0,12.7
3,Hunter Henry,1,8,109,13.6,45.0,5.6,69.0,8.6,64,8.0,19,2.4,0,12,0.5,9,1,1,5,1,1,0,0,0,0,0.0,0,0,10.9
4,Brock Bowers,1,9,98,10.9,56.0,6.2,56.0,6.2,42,4.7,10,1.1,0,9,0.25,9,0,0,5,2,0,0,0,0,0,0.0,0,0,9.8
5,Mike Gesicki,1,7,91,13.0,39.0,5.6,62.0,8.9,52,7.4,8,1.1,0,9,0.265,8,1,1,4,1,1,0,0,0,0,0.0,0,0,9.1
6,Elijah Higgins,1,1,18,18.0,18.0,18.0,18.0,18.0,0,0.0,0,0.0,0,1,0.048,1,0,1,1,0,0,0,0,1,0,0.0,0,0,7.8
7,Brenton Strange,1,3,65,21.7,54.0,18.0,82.0,27.3,11,3.7,8,2.7,0,6,0.222,5,2,1,2,2,1,0,0,0,0,0.0,0,0,6.5
8,Darnell Washington,1,1,5,5.0,5.0,5.0,5.0,5.0,0,0.0,0,0.0,0,1,0.055999999999999994,1,0,1,0,0,0,0,0,1,0,0.0,0,0,6.5
9,Zach Ertz,1,4,62,15.5,51.0,12.8,51.0,12.8,11,2.8,1,0.3,0,4,0.138,4,0,0,3,2,0,0,0,0,0,0.0,0,0,6.2
10,Jonnu Smith,1,6,53,8.8,17.0,2.8,39.0,6.5,36,6.0,10,1.7,1,7,0.18899999999999997,6,0,1,2,0,0,0,0,0,0,0.0,0,0,5.3
11,Mark Andrews,1,4,51,12.8,38.0,9.5,67.0,16.8,13,3.3,10,2.5,0,5,0.161,4,0,0,4,0,0,0,0,0,0,0.0,0,0,5.1
12,Luke Schoonmaker,1,6,43,7.2,15.0,2.5,15.0,2.5,28,4.7,8,1.3,0,6,0.146,6,0,0,1,0,0,0,0,0,0,0.0,0,0,4.3
13,Pat Freiermuth,1,4,39,9.8,22.0,5.5,22.0,5.5,17,4.3,3,0.8,0,4,0.222,4,0,1,2,0,0,0,0,0,0,0.0,0,0,3.9
14,Dallas Goedert,1,3,38,12.7,29.0,9.7,38.0,12.7,9,3.0,4,1.3,0,4,0.138,3,0,1,2,0,0,0,0,0,0,0.0,0,0,3.8
15,Dalton Kincaid,1,4,33,8.3,-8.0,-2.0,-8.0,-2.0,41,10.3,20,5.0,2,4,0.222,4,0,0,0,0,0,0,0,0,0,0.0,0,0,3.3
16,Erick All Jr.,1,4,32,8.0,18.0,4.5,18.0,4.5,14,3.5,5,1.3,0,4,0.11800000000000001,4,0,0,1,0,0,0,0,0,0,0.0,0,0,3.2
17,Will Dissly,1,3,29,9.7,11.0,3.7,11.0,3.7,18,6.0,7,2.3,1,3,0.158,3,0,0,1,0,0,0,0,0,0,0.0,0,0,2.9
18,Drew Sample,1,3,28,9.3,10.0,3.3,10.0,3.3,18,6.0,2,0.7,0,3,0.08800000000000001,3,0,0,1,0,0,0,0,0,0,0.0,0,0,2.8
19,Cole Kmet,1,4,27,6.8,17.0,4.3,44.0,11.0,10,2.5,1,0.3,0,5,0.147,4,0,0,1,0,0,0,0,0,0,0.0,0,0,2.7
20,Eric Saubert,1,2,26,13.0,15.0,7.5,15.0,7.5,11,5.5,2,1.0,0,2,0.055999999999999994,2,0,0,2,0,0,0,0,0,0,0.0,0,0,2.6
21,Isaiah Likely,1,2,26,13.0,2.0,1.0,26.0,13.0,24,12.0,18,9.0,0,3,0.09699999999999999,2,0,0,2,0,0,0,0,0,0,0.0,0,0,2.6
22,Tommy Tremble,1,3,23,7.7,5.0,1.7,15.0,5.0,18,6.0,6,2.0,0,4,0.154,3,0,0,1,0,0,0,0,0,0,0.0,0,0,2.3
23,Mo Alie-Cox,1,1,22,22.0,13.0,13.0,13.0,13.0,9,9.0,0,0.0,0,1,0.032,1,0,0,1,1,0,0,0,0,0,0.0,0,0,2.2
24,Dalton Schultz,1,2,21,10.5,9.0,4.5,26.0,13.0,12,6.0,1,0.5,0,3,0.08800000000000001,2,0,0,1,0,0,0,0,0,0,0.0,0,0,2.1
25,Kyle Pitts,1,3,20,6.7,11.0,3.7,15.0,5.0,9,3.0,8,2.7,1,4,0.138,3,0,1,1,0,0,0,0,0,0,0.0,0,0,2.0
26,Taysom Hill,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,2,2.0,1,1.0,0,1,0.067,1,0,0,0,0,0,0,0,0,3,18.0,0,0,1.9
27,Grant Calcaterra,1,2,19,9.5,14.0,7.0,14.0,7.0,5,2.5,4,2.0,0,2,0.069,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1.9
28,Cade Stover,1,1,18,18.0,0.0,0.0,0.0,0.0,18,18.0,0,0.0,0,1,0.028999999999999998,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1.8
29,Greg Dulcich,1,3,16,5.3,6.0,2.0,63.0,21.0,10,3.3,0,0.0,0,8,0.242,5,2,1,0,0,0,0,0,0,0,0.0,0,0,1.6
30,Chig Okonkwo,1,3,16,5.3,1.0,0.3,1.0,0.3,15,5.0,6,2.0,0,3,0.111,3,0,0,0,0,0,0,0,0,0,0.0,0,0,1.6
31,Tucker Kraft,1,2,16,8.0,1.0,0.5,1.0,0.5,15,7.5,4,2.0,0,2,0.154,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1.6
32,Noah Fant,1,1,14,14.0,7.0,7.0,16.0,16.0,7,7.0,2,2.0,0,3,0.07,2,1,0,1,0,0,0,0,0,0,0.0,0,0,1.4
33,Josh Whyle,1,2,13,6.5,5.0,2.5,5.0,2.5,8,4.0,0,0.0,1,2,0.07400000000000001,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1.3
34,Luke Farrell,1,2,13,6.5,7.0,3.5,7.0,3.5,6,3.0,0,0.0,0,2,0.07400000000000001,2,0,0,0,0,0,0,0,0,0,0.0,0,0,1.3
35,Sam LaPorta,1,2,13,6.5,8.0,4.0,2.0,1.0,5,2.5,2,1.0,0,3,0.057,2,0,0,0,0,0,0,0,0,0,0.0,0,0,1.3
36,Colby Parkinson,1,1,12,12.0,6.0,6.0,15.0,15.0,6,6.0,2,2.0,0,2,0.07400000000000001,2,1,1,1,0,0,0,0,0,0,0.0,0,0,1.2
37,Drew Ogletree,1,1,12,12.0,7.0,7.0,26.0,26.0,5,5.0,4,4.0,0,2,0.065,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1.2
38,Johnny Mundt,1,2,12,6.0,6.0,3.0,7.0,3.5,6,3.0,0,0.0,0,3,0.125,2,0,0,0,0,0,0,0,0,0,0.0,0,0,1.2
39,Michael Mayer,1,1,11,11.0,6.0,6.0,6.0,6.0,5,5.0,2,2.0,0,1,0.027999999999999997,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1.1
40,Tyler Conklin,1,1,10,10.0,5.0,5.0,1.0,1.0,5,5.0,1,1.0,0,2,0.069,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1.0
41,Jordan Akins,1,1,10,10.0,-4.0,-4.0,-4.0,-4.0,14,14.0,0,0.0,0,1,0.03,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1.0
