RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Mark Andrews,1,6,68,11.3,42.0,7.0,69.0,11.5,26,4.3,5,0.8,0,7,0.21899999999999997,6,0,1,4,0,0,0,0,1,0,0,0,0,12.8
2,Sam LaPorta,1,3,66,22.0,57.0,19.0,87.0,29.0,9,3.0,2,0.7,0,6,0.25,3,0,0,2,2,1,0,0,1,0,0,0,0,12.6
3,Travis Kelce,1,8,64,8.0,43.0,5.4,55.0,6.9,21,2.6,8,1.0,0,12,0.3,8,0,3,2,1,0,0,0,1,0,0,0,0,12.4
4,George Kittle,1,3,57,19.0,24.0,8.0,34.0,11.3,33,11.0,21,7.0,1,4,0.11800000000000001,3,0,2,3,1,1,0,0,1,0,0,0,0,11.7
5,Tanner Hudson,1,6,42,7.0,15.0,2.5,20.0,3.3,27,4.5,9,1.5,0,7,0.13,7,1,1,1,0,0,0,0,1,1,1,0,0,10.3
6,Dallas Goedert,1,2,25,12.5,18.0,9.0,38.0,19.0,7,3.5,0,0.0,0,3,0.15,2,0,2,2,0,0,0,0,1,0,0,0,0,8.5
7,Pat Freiermuth,1,3,17,5.7,5.0,1.7,5.0,1.7,12,4.0,3,1.0,0,3,0.115,3,0,2,0,0,0,0,0,1,0,0,0,0,7.7
8,T.J. Hockenson,1,8,72,9.0,48.0,6.0,67.0,8.4,24,3.0,3,0.4,0,9,0.243,8,0,1,1,1,0,0,0,0,0,0,0,0,7.2
9,Trey McBride,1,4,71,17.8,46.0,11.5,47.0,11.8,25,6.3,18,4.5,1,5,0.20800000000000002,5,1,1,4,1,0,0,0,0,0,0,0,0,7.1
10,Ja'Tavion Sanders,1,2,8,4.0,8.0,4.0,8.0,4.0,0,0.0,0,0.0,0,2,0.08,2,0,2,0,0,0,0,0,1,0,0,0,0,6.8
11,Dalton Schultz,1,3,66,22.0,41.0,13.7,48.0,16.0,25,8.3,5,1.7,0,4,0.125,3,0,0,3,1,1,0,0,0,0,0,0,0,6.6
12,Austin Hooper,1,3,64,21.3,48.0,16.0,55.0,18.3,16,5.3,3,1.0,0,4,0.174,3,0,0,3,2,0,0,0,0,0,0,0,0,6.4
13,Kyle Pitts,1,4,55,13.8,41.0,10.3,69.0,17.3,14,3.5,3,0.8,0,6,0.162,4,0,1,2,1,0,0,0,0,0,0,0,0,5.5
14,Josh Oliver,1,4,52,13.0,41.0,10.3,77.0,19.3,11,2.8,3,0.8,0,6,0.162,5,1,0,2,1,0,0,0,0,0,0,0,0,5.2
15,Taysom Hill,1,2,36,18.0,0.0,0.0,0.0,0.0,36,18.0,24,12.0,0,2,0.095,2,0,0,1,1,1,0,0,0,4,14,0,0,5.0
16,Jonnu Smith,1,3,45,15.0,9.0,3.0,16.0,5.3,36,12.0,23,7.7,2,4,0.14300000000000002,3,0,0,2,1,1,0,0,0,0,0,0,0,4.5
17,Dawson Knox,1,2,40,20.0,32.0,16.0,31.0,15.5,8,4.0,6,3.0,0,3,0.086,2,0,0,1,1,1,0,0,0,0,0,0,0,4.0
18,Evan Engram,1,6,40,6.7,25.0,4.2,53.0,8.8,15,2.5,5,0.8,0,8,0.381,8,2,0,3,0,0,0,0,0,0,0,0,0,4.0
19,Theo Johnson,1,4,37,9.3,33.0,8.3,47.0,11.8,4,1.0,2,0.5,0,6,0.188,4,0,0,3,0,0,0,0,0,0,0,0,0,3.7
20,Cade Otton,1,5,35,7.0,19.0,3.8,33.0,6.6,16,3.2,3,0.6,0,8,0.276,6,1,1,1,0,0,0,0,0,0,0,0,0,3.5
21,Davis Allen,1,5,34,6.8,16.0,3.2,16.0,3.2,18,3.6,4,0.8,0,6,0.136,6,1,1,2,0,0,0,0,0,0,0,0,0,3.4
22,Adam Trautman,1,1,34,34.0,5.0,5.0,5.0,5.0,29,29.0,0,0.0,0,1,0.036000000000000004,1,0,0,1,1,1,0,0,0,0,0,0,0,3.4
23,Zach Ertz,1,4,31,7.8,21.0,5.3,25.0,6.3,10,2.5,2,0.5,0,8,0.25,5,1,1,0,0,0,0,0,0,0,0,0,0,3.1
24,Mike Gesicki,1,4,30,7.5,25.0,6.3,86.0,21.5,5,1.3,5,1.3,0,9,0.16699999999999998,5,1,2,1,0,0,0,0,0,0,0,0,0,3.0
25,Will Dissly,1,5,30,6.0,20.0,4.0,39.0,7.8,10,2.0,6,1.2,0,6,0.33299999999999996,5,0,2,1,0,0,0,0,0,0,0,0,0,3.0
26,Brenton Strange,1,2,25,12.5,1.0,0.5,9.0,4.5,24,12.0,11,5.5,0,3,0.14300000000000002,2,0,0,1,1,0,0,0,0,0,0,0,0,2.5
27,Dalton Kincaid,1,2,24,12.0,5.0,2.5,17.0,8.5,19,9.5,5,2.5,0,5,0.14300000000000002,2,0,0,2,0,0,0,0,0,0,0,0,0,2.4
28,Juwan Johnson,1,2,22,11.0,15.0,7.5,26.0,13.0,7,3.5,2,1.0,1,3,0.14300000000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,2.2
29,Lucas Krull,1,2,21,10.5,16.0,8.0,16.0,8.0,5,2.5,3,1.5,0,2,0.071,2,0,0,2,0,0,0,0,0,0,0,0,0,2.1
30,Noah Gray,1,2,18,9.0,-1.0,-0.5,-1.0,-0.5,19,9.5,7,3.5,0,2,0.05,2,0,0,1,0,0,0,0,0,0,0,0,0,1.8
31,Jeremy Ruckert,1,2,17,8.5,13.0,6.5,13.0,6.5,4,2.0,2,1.0,0,2,0.061,2,0,1,1,0,0,0,0,0,0,0,0,0,1.7
32,Luke Farrell,1,2,16,8.0,8.0,4.0,8.0,4.0,8,4.0,4,2.0,0,2,0.095,2,0,0,0,0,0,0,0,0,0,0,0,0,1.6
33,Kylen Granson,1,2,15,7.5,12.0,6.0,12.0,6.0,3,1.5,1,0.5,0,2,0.057,2,0,1,1,0,0,0,0,0,0,0,0,0,1.5
34,Chig Okonkwo,1,1,14,14.0,5.0,5.0,5.0,5.0,9,9.0,0,0.0,0,1,0.043,1,0,0,1,0,0,0,0,0,0,0,0,0,1.4
35,Hunter Henry,1,1,14,14.0,4.0,4.0,11.0,11.0,10,10.0,3,3.0,0,4,0.174,1,0,1,1,0,0,0,0,0,0,0,0,0,1.4
36,Cole Kmet,1,2,13,6.5,12.0,6.0,19.0,9.5,1,0.5,1,0.5,0,4,0.154,2,0,0,0,0,0,0,0,0,0,0,0,0,1.3
37,Elijah Higgins,1,2,13,6.5,13.0,6.5,13.0,6.5,0,0.0,0,0.0,0,2,0.083,2,0,0,1,0,0,0,0,0,0,0,0,0,1.3
38,Will Mallory,1,1,10,10.0,6.0,6.0,6.0,6.0,4,4.0,1,1.0,0,1,0.028999999999999998,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0
39,Tyler Conklin,1,1,8,8.0,4.0,4.0,8.0,8.0,4,4.0,0,0.0,0,2,0.061,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8
40,Durham Smythe,1,1,6,6.0,6.0,6.0,6.0,6.0,0,0.0,0,0.0,0,1,0.036000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6
41,Peyton Hendershot,1,1,6,6.0,0.0,0.0,0.0,0.0,6,6.0,4,4.0,0,1,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6
42,Darnell Washington,1,1,6,6.0,0.0,0.0,5.0,5.0,6,6.0,3,3.0,0,3,0.115,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6
43,Charlie Kolar,1,1,4,4.0,4.0,4.0,7.0,7.0,0,0.0,0,0.0,0,1,0.031,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4
44,Jake Ferguson,1,4,24,6.0,3.0,0.8,0.0,0.0,21,5.3,7,1.8,2,5,0.172,4,0,0,2,0,0,0,0,0,0,0,0,1,0.4
45,Kenny Yeboah,1,1,4,4.0,-3.0,-3.0,-3.0,-3.0,7,7.0,1,1.0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4
46,Ian Thomas,1,1,3,3.0,2.0,2.0,2.0,2.0,1,1.0,0,0.0,0,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3
47,Drew Ogletree,1,1,2,2.0,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,1,0.028999999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2
48,Cade Stover,1,1,2,2.0,1.0,1.0,20.0,20.0,1,1.0,0,0.0,0,2,0.063,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2
49,John Samuel Shenker,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50,Dallin Holker,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,Jaheim Bell,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,Blake Whiteheart,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
53,Zach Davidson,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
54,Tommy Tremble,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,Anthony Firkser,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
