RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Taysom Hill,1,8,50,6.3,19.0,2.4,32.0,4.0,31,3.9,6,0.8,1,10,0.35700000000000004,8,0,2,1,0,0,0,0,0,7,138.0,3,1,34.5
2,Jonnu Smith,1,6,101,16.8,42.0,7.0,43.0,7.2,59,9.8,7,1.2,0,8,0.22899999999999998,7,1,2,3,1,1,1,1,2,0,0.0,0,0,22.1
3,Brock Bowers,1,13,126,9.7,48.0,3.7,64.0,4.9,78,6.0,35,2.7,1,16,0.41,14,1,2,6,1,0,0,0,1,1,-3.0,0,0,18.3
4,Noah Gray,1,4,23,5.8,3.0,0.8,21.0,5.3,20,5.0,2,0.5,0,5,0.161,4,0,2,1,0,0,0,0,2,0,0.0,0,0,14.3
5,Will Dissly,1,4,80,20.0,57.0,14.3,61.0,15.3,23,5.8,8,2.0,0,6,0.182,5,1,0,3,3,0,0,0,1,0,0.0,0,0,14.0
6,Zach Ertz,1,6,47,7.8,32.0,5.3,35.0,5.8,15,2.5,4,0.7,0,7,0.21899999999999997,6,0,2,1,0,0,0,0,1,0,0.0,0,0,12.7
7,David Njoku,1,9,81,9.0,21.0,2.3,26.0,2.9,60,6.7,21,2.3,1,9,0.2,9,0,0,3,0,0,0,0,0,0,0.0,0,0,10.1
8,Juwan Johnson,1,3,30,10.0,18.0,6.0,18.0,6.0,12,4.0,2,0.7,0,3,0.107,3,0,1,1,1,0,0,0,1,0,0.0,0,0,9.0
9,Colby Parkinson,1,1,19,19.0,19.0,19.0,19.0,19.0,0,0.0,0,0.0,0,1,0.037000000000000005,1,0,1,1,0,0,0,0,1,0,0.0,0,0,7.9
10,Nate Adkins,1,1,12,12.0,6.0,6.0,6.0,6.0,6,6.0,0,0.0,0,1,0.031,1,0,1,1,0,0,0,0,1,0,0.0,0,0,7.2
11,Kenny Yeboah,1,1,11,11.0,1.0,1.0,1.0,1.0,10,10.0,0,0.0,0,1,0.034,1,0,1,1,0,0,0,0,1,0,0.0,0,0,7.1
12,Brock Wright,1,1,5,5.0,5.0,5.0,5.0,5.0,0,0.0,0,0.0,0,1,0.032,1,0,1,0,0,0,0,0,1,0,0.0,0,0,6.5
13,Hunter Henry,1,6,63,10.5,47.0,7.8,56.0,9.3,16,2.7,9,1.5,0,9,0.243,6,0,2,3,0,0,0,0,0,0,0.0,0,0,6.3
14,Dallas Goedert,1,5,61,15.8,53.0,8.8,53.0,8.8,42,7.0,7,1.2,0,5,0.2,6,0,1,4,2,2,0,0,0,0,0.0,0,0,6.1
15,Luke Schoonmaker,1,6,56,9.3,43.0,7.2,86.0,14.3,13,2.2,11,1.8,0,10,0.185,6,0,0,2,1,0,0,0,0,0,0.0,0,0,5.6
16,Isaiah Likely,1,4,75,18.8,33.0,8.3,49.0,12.3,42,10.5,15,3.8,0,5,0.161,4,0,0,3,1,1,1,1,0,0,0.0,0,1,5.5
17,Foster Moreau,1,3,50,16.7,39.0,13.0,73.0,24.3,11,3.7,5,1.7,0,4,0.14300000000000002,3,0,0,2,1,0,0,0,0,0,0.0,0,0,5.0
18,Brevyn Spann-Ford,1,4,42,10.5,8.0,2.0,22.0,5.5,34,8.5,8,2.0,0,5,0.09300000000000001,4,0,0,2,0,0,0,0,0,0,0.0,0,0,4.2
19,Darnell Washington,1,2,42,21.0,25.0,12.5,24.0,12.0,17,8.5,3,1.5,0,4,0.125,2,0,1,2,1,0,0,0,0,0,0.0,0,0,4.2
20,Cole Kmet,1,3,42,14.0,28.0,9.3,28.0,9.3,14,4.7,3,1.0,0,3,0.09699999999999999,3,0,0,2,1,0,0,0,0,0,0.0,0,0,4.2
21,Dawson Knox,1,4,40,10.0,29.0,7.3,69.0,17.3,11,2.8,1,0.3,0,6,0.158,4,0,0,1,1,0,0,0,0,0,0.0,0,0,4.0
22,Austin Hooper,1,4,35,8.8,4.0,1.0,4.0,1.0,31,7.8,6,1.5,0,4,0.10800000000000001,4,0,0,1,0,0,0,0,0,0,0.0,0,0,3.5
23,Josh Oliver,1,3,34,11.3,12.0,4.0,12.0,4.0,22,7.3,0,0.0,0,3,0.1,3,0,0,1,1,0,0,0,0,0,0.0,0,0,3.4
24,Dalton Schultz,1,5,33,6.6,19.0,3.8,28.0,5.6,14,2.8,5,1.0,0,7,0.212,5,0,1,1,0,0,0,0,0,0,0.0,0,0,3.3
25,Julian Hill,1,2,28,14.0,12.0,6.0,30.0,15.0,16,8.0,5,2.5,0,3,0.086,2,0,0,2,0,0,0,0,0,0,0.0,0,0,2.8
26,Evan Engram,1,5,28,5.6,22.0,4.4,57.0,11.4,6,1.2,0,0.0,0,7,0.25,5,0,0,0,0,0,0,0,0,0,0.0,0,0,2.8
27,Mark Andrews,1,2,22,11.0,18.0,9.0,37.0,18.5,4,2.0,3,1.5,0,3,0.09699999999999999,2,0,0,1,0,0,0,0,0,0,0.0,0,0,2.2
28,Shane Zylstra,1,1,22,22.0,9.0,9.0,9.0,9.0,13,13.0,3,3.0,0,1,0.032,1,0,0,1,1,0,0,0,0,0,0.0,0,0,2.2
29,Chig Okonkwo,1,2,19,9.5,1.0,0.5,3.0,1.5,18,9.0,0,0.0,0,4,0.138,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1.9
30,Jordan Akins,1,1,19,19.0,12.0,12.0,24.0,24.0,7,7.0,3,3.0,0,4,0.08900000000000001,1,0,2,1,0,0,0,0,0,0,0.0,0,0,1.9
