,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Gus Edwards,1,19,80.0,4.2,49.0,2.6,31,1.6,0,1,-3.0,7,1,0,0,0,0,10,2,2,0,0
2,Jahmyr Gibbs,1,26,152.0,5.8,73.0,2.8,79,3.0,3,1,-1.0,27,4,2,0,0,0,27,5,5,0,23
3,Christian McCaffrey,1,12,54.0,4.5,37.0,3.1,17,1.4,0,0,0.0,2,1,0,0,0,0,16,6,7,1,4
4,Alvin Kamara,1,17,59.0,3.5,51.0,3.0,8,0.5,0,2,-3.0,16,2,0,0,0,0,16,4,5,1,4
5,Travis Etienne Jr.,1,24,79.0,3.3,54.0,2.3,25,1.0,0,3,-8.0,0,3,0,0,0,0,13,3,6,0,5
6,Joe Mixon,1,16,87.0,5.4,67.0,4.2,20,1.3,1,1,-2.0,5,3,1,0,0,0,20,3,3,2,0
7,Austin Ekeler,1,15,29.0,1.9,16.0,1.1,13,0.9,0,4,-8.0,0,0,0,0,0,0,7,7,8,1,47
8,Javonte Williams,1,27,85.0,3.1,69.0,2.6,16,0.6,2,3,-8.0,0,2,0,0,0,0,15,3,3,1,0
9,Breece Hall,1,12,17.0,1.4,4.0,0.3,13,1.1,0,3,-5.0,0,0,0,0,0,0,5,6,9,0,55
10,Josh Jacobs,1,15,61.0,4.1,30.0,2.0,31,2.1,1,1,-1.0,3,0,0,0,0,0,9,2,4,0,12
11,Zack Moss,1,11,66.0,6.0,54.0,4.9,12,1.1,0,1,-1.0,1,1,1,1,1,0,41,1,1,0,0
12,Saquon Barkley,1,36,128.0,3.6,42.0,1.2,86,2.4,1,7,-15.0,0,1,1,1,0,0,34,3,5,0,0
13,Kareem Hunt,1,14,55.0,3.9,34.0,2.4,21,1.5,0,1,-1.0,1,0,0,0,0,0,9,1,1,0,0
14,D'Andre Swift,1,16,57.0,3.6,30.0,1.9,27,1.7,0,1,-1.0,7,0,0,0,0,0,9,2,3,0,2
15,Derrick Henry,1,22,101.0,4.6,56.0,2.5,45,2.0,0,1,-1.0,0,1,0,0,0,0,14,4,4,0,3
16,Bijan Robinson,1,11,62.0,5.6,43.0,3.9,19,1.7,0,1,-3.0,13,2,1,0,0,0,25,0,5,0,0
17,Rachaad White,1,9,39.0,4.3,20.0,2.2,19,2.1,1,0,0.0,0,1,0,0,0,0,15,7,7,0,21
18,Raheem Mostert,1,13,46.0,3.5,38.0,2.9,8,0.6,0,1,-3.0,1,1,0,0,0,0,10,0,0,0,0
19,Royce Freeman,1,9,44.0,4.9,19.0,2.1,25,2.8,0,1,-2.0,1,2,0,0,0,0,10,0,0,0,0
20,Darrynton Evans,1,4,18.0,4.5,16.0,4.0,2,0.5,0,0,0.0,11,1,0,0,0,0,11,3,4,1,6
21,Jonathan Taylor,1,12,95.0,7.9,44.0,3.7,51,4.3,6,0,0.0,0,3,1,1,1,0,42,1,2,0,0
22,Cam Akers,1,9,19.0,2.1,0.0,0.0,0,0.0,0,2,-4.0,6,0,0,0,0,0,9,1,1,0,0
23,Darrell Henderson Jr.,1,12,31.0,2.6,10.0,0.8,21,1.8,0,2,-3.0,0,0,0,0,0,0,7,3,3,0,11
24,Pierre Strong Jr.,1,10,41.0,4.1,33.0,3.3,8,0.8,0,2,-2.0,0,1,0,0,0,0,12,1,1,0,0
25,Emari Demercado,1,20,78.0,3.9,53.0,2.7,25,1.3,0,2,-2.0,0,1,0,0,0,0,13,1,1,0,0
26,Brian Robinson Jr.,1,10,59.0,5.9,39.0,3.9,20,2.0,0,2,-2.0,0,2,1,0,0,0,29,2,2,0,8
27,James Cook,1,14,67.0,4.8,44.0,3.1,23,1.6,0,1,-2.0,0,1,0,0,0,0,18,1,1,0,1
28,Kenneth Walker III,1,8,66.0,8.3,57.0,7.1,9,1.1,0,0,0.0,0,1,1,1,1,0,45,1,2,0,4
29,Craig Reynolds,1,14,74.0,5.3,43.0,3.1,31,2.2,0,0,0.0,0,3,0,0,0,0,13,1,1,0,3
30,Zach Charbonnet,1,5,53.0,10.6,27.0,5.4,26,5.2,1,1,-1.0,0,3,2,0,0,0,21,2,2,0,0
31,Justice Hill,1,4,15.0,3.8,11.0,2.8,4,1.0,0,0,0.0,0,0,0,0,0,0,7,4,4,0,3
32,Tony Pollard,1,12,53.0,4.4,33.0,2.8,20,1.7,0,1,-1.0,0,1,0,0,0,0,13,1,1,1,1
33,Najee Harris,1,7,13.0,1.9,5.0,0.7,8,1.1,0,0,0.0,0,0,0,0,0,0,3,5,5,0,6
34,Chuba Hubbard,1,15,28.0,1.9,10.0,0.7,18,1.2,2,3,-6.0,0,0,0,0,0,0,8,2,2,0,6
35,AJ Dillon,1,6,11.0,1.8,9.0,1.5,2,0.3,0,0,0.0,0,0,0,0,0,0,7,5,5,0,4
