,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
12,Justice Hill,1,8,9.0,1.1,4.0,0.5,5,0.6,2,1,-4.0,2,0,0,0,0,0,4,0,0,0,0
13,Nick Chubb,1,18,106.0,5.9,69.0,3.8,37,2.1,1,0,0.0,0,5,0,0,0,0,17,4,4,0,6
14,Brian Robinson Jr.,1,19,59.0,3.1,54.0,2.8,5,0.3,1,2,-4.0,0,0,0,0,0,0,7,1,2,1,0
15,Derrick Henry,1,15,63.0,4.2,44.0,2.9,19,1.3,0,1,-2.0,0,1,0,0,0,0,18,2,3,0,6
16,Roschon Johnson,1,5,20.0,4.0,9.0,1.8,11,2.2,0,0,0.0,2,1,0,0,0,0,11,6,7,2,9
17,Raheem Mostert,1,10,37.0,3.7,25.0,2.5,12,1.2,2,1,-3.0,2,2,0,0,0,0,12,2,2,1,5
18,Alexander Mattison,1,11,34.0,3.1,13.0,1.2,21,1.9,0,2,-4.0,0,0,0,0,0,0,9,3,4,2,4
19,J.K. Dobbins,1,8,22.0,2.8,18.0,2.3,4,0.5,0,0,0.0,4,0,0,0,0,0,4,2,3,1,13
20,Cam Akers,1,22,29.0,1.3,15.0,0.7,14,0.6,4,5,-17.0,1,1,0,0,0,0,12,0,0,0,0
21,Rhamondre Stevenson,1,12,25.0,2.1,23.0,1.9,2,0.2,0,1,-1.0,0,0,0,0,0,0,5,6,6,0,9
22,Khalil Herbert,1,9,27.0,3.0,16.0,1.8,11,1.2,0,1,-2.0,0,1,0,0,0,0,12,3,5,0,18
23,Samaje Perine,1,8,41.0,5.1,7.0,0.9,34,4.3,0,0,0.0,0,3,0,0,0,0,12,4,4,0,29
24,Miles Sanders,1,18,72.0,4.0,48.0,2.7,24,1.3,1,2,-2.0,0,2,0,0,0,0,10,4,6,0,10
25,Kenneth Gainwell,1,14,54.0,3.9,43.0,3.1,11,0.8,2,0,0.0,0,1,0,0,0,0,16,4,4,0,0
26,Joe Mixon,1,13,56.0,4.3,15.0,1.2,41,3.2,1,1,-3.0,0,2,1,0,0,0,22,3,5,0,5
27,Josh Jacobs,1,19,48.0,2.5,11.0,0.6,37,1.9,1,1,-3.0,0,0,0,0,0,0,7,2,3,0,21
28,James Conner,1,14,62.0,4.4,51.0,3.6,11,0.8,2,2,-2.0,0,1,0,0,0,0,12,5,5,1,4
29,Chuba Hubbard,1,9,60.0,6.7,22.0,2.4,38,4.2,4,1,-1.0,0,3,1,0,0,0,21,2,2,0,0
30,Kenneth Walker III,1,12,64.0,5.3,55.0,4.6,9,0.8,1,0,0.0,0,2,0,0,0,0,15,4,5,1,1
31,Saquon Barkley,1,12,51.0,4.3,21.0,1.8,30,2.5,0,1,-2.0,0,1,0,0,0,0,18,3,4,0,5
32,James Cook,1,12,46.0,3.8,8.0,0.7,38,3.2,0,3,-7.0,0,2,0,0,0,0,13,4,6,0,2
33,Jahmyr Gibbs,1,7,42.0,6.0,19.0,2.7,23,3.3,6,1,-2.0,0,2,0,0,0,0,18,2,2,0,2
34,Dalvin Cook,1,13,33.0,2.5,14.0,1.1,19,1.5,1,3,-8.0,0,1,0,0,0,0,10,3,3,0,3
35,Javonte Williams,1,13,52.0,4.0,6.0,0.5,46,3.5,2,2,-3.0,0,1,0,0,0,0,11,4,6,0,0
36,Isiah Pacheco,1,8,23.0,2.9,13.0,1.6,10,1.3,0,0,0.0,0,0,0,0,0,0,7,4,4,0,11
37,Tank Bigsby,1,7,13.0,1.9,5.0,0.7,8,1.1,2,1,-2.0,1,0,0,0,0,0,4,0,1,0,0
38,Gus Edwards,1,8,32.0,4.0,26.0,3.3,6,0.8,0,0,0.0,0,1,0,0,0,0,13,0,0,0,0
39,Jamaal Williams,1,18,45.0,2.5,30.0,1.7,15,0.8,0,2,-4.0,0,1,0,0,0,0,11,2,2,0,0
40,Rachaad White,1,17,39.0,2.3,20.0,1.2,19,1.1,0,1,-1.0,0,0,0,0,0,0,6,2,2,0,0
41,Dameon Pierce,1,11,38.0,3.5,23.0,2.1,15,1.4,2,0,0.0,0,0,0,0,0,0,7,2,3,0,3
42,AJ Dillon,1,13,19.0,1.5,4.0,0.3,15,1.2,0,3,-10.0,0,0,0,0,0,0,7,2,3,0,11
43,Alec Ingold,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,3
44,Najee Harris,1,6,31.0,5.2,24.0,4.0,7,1.2,0,1,-2.0,0,1,1,0,0,0,24,2,2,0,0
45,Clyde Edwards-Helaire,1,6,22.0,3.7,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,5,1,1,0,3
46,Tyjae Spears,1,3,27.0,9.0,22.0,7.3,5,1.7,0,0,0.0,0,1,0,0,0,0,17,1,4,1,0
47,Sean Tucker,1,5,15.0,3.0,9.0,1.8,6,1.2,0,0,0.0,0,0,0,0,0,0,5,2,2,0,1
48,D'Onta Foreman,1,5,16.0,3.2,7.0,1.4,9,1.8,0,1,-7.0,0,1,0,0,0,0,11,2,3,0,2
49,Rico Dowdle,1,6,24.0,4.0,14.0,2.3,10,1.7,0,0,0.0,0,1,0,0,0,0,10,0,0,0,0
50,Ezekiel Elliott,1,7,29.0,4.1,26.0,3.7,3,0.4,0,1,-1.0,0,1,0,0,0,0,11,5,7,1,5
51,Patrick Taylor Jr.,1,5,22.0,4.4,5.0,1.0,17,3.4,2,0,0.0,0,1,0,0,0,0,10,0,0,0,0
52,Jake Funk,1,2,10.0,5.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,7,1,1,0,0
53,Damien Harris,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,2,2,0,3
54,Mike Boone,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,4,0,1
55,Ty Chandler,1,3,0.0,0.0,-1.0,-0.3,1,0.3,0,1,-3.0,0,0,0,0,0,0,2,1,1,0,2
56,DeeJay Dallas,1,2,4.0,2.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,5,1,1,0,1
57,Michael Carter,1,1,6.0,6.0,2.0,2.0,4,4.0,0,0,0.0,0,0,0,0,0,0,6,2,2,0,3
58,Jaylen Warren,1,3,6.0,2.0,3.0,1.0,3,1.0,0,0,0.0,0,0,0,0,0,0,3,5,6,1,2
59,Latavius Murray,1,2,8.0,4.0,2.0,1.0,6,3.0,0,0,0.0,0,0,0,0,0,0,6,1,2,0,2
60,Ty Montgomery II,1,1,7.0,7.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,7,2,3,0,0
61,Jerome Ford,1,15,36.0,2.4,18.0,1.2,18,1.2,0,3,-8.0,0,1,0,0,0,0,17,0,0,0,0
62,Devin Singletary,1,7,15.0,2.1,10.0,1.4,5,0.7,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
63,Gary Brightwell,1,1,5.0,5.0,2.0,2.0,3,3.0,0,0,0.0,0,0,0,0,0,0,5,2,2,0,3
64,Chris Evans,1,2,12.0,6.0,7.0,3.5,5,2.5,0,0,0.0,0,0,0,0,0,0,7,1,1,0,0
65,Zach Charbonnet,1,3,11.0,3.7,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
66,Anthony McFarland Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,2,0
67,Salvon Ahmed,1,3,11.0,3.7,3.0,1.0,8,2.7,1,1,-2.0,0,0,0,0,0,0,8,0,3,0,0
68,Elijah Mitchell,1,5,10.0,2.0,2.0,0.4,8,1.6,0,1,-1.0,0,0,0,0,0,0,4,0,1,0,0
69,Jerick McKinnon,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,0
70,Boston Scott,1,1,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0
71,Chase Edmonds,1,2,8.0,4.0,7.0,3.5,1,0.5,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
72,Deuce Vaughn,1,6,8.0,1.3,6.0,1.0,2,0.3,0,1,-5.0,0,0,0,0,0,0,5,0,0,0,0
73,C.J. Ham,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,1
74,Chris Rodriguez Jr.,1,3,7.0,2.3,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
75,Zamir White,1,1,2.0,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,2
76,Evan Hull,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0
77,Trayveon Williams,1,2,7.0,3.5,2.0,1.0,5,2.5,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
78,Matt Breida,1,2,9.0,4.5,2.0,1.0,7,3.5,0,0,0.0,0,0,0,0,0,0,6,1,1,0,0
79,Tony Jones Jr.,1,1,5.0,5.0,3.0,3.0,2,2.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
80,Michael Burton,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
81,D'Andre Swift,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,1,2,0,0
82,Malik Davis,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Raheem Blackshear,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Ty Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Jordan Mims,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Cordarrelle Patterson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Jonathan Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Marlon Mack,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Tyrion Davis-Price,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Keaton Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Israel Abanikanda,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Brittain Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Jeremy McNichols,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Kevin Harris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Tyler Goodson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Kene Nwangwu,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Jeff Wilson Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Kyle Juszczyk,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Antonio Gibson,1,3,9.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0
104,Jaleel McLaughlin,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
105,Elijah Dotson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Khari Blasingame,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
107,D'Ernest Johnson,1,1,-4.0,-4.0,0.0,0.0,0,0.0,0,1,-4.0,0,0,0,0,0,0,0,0,0,0,0
108,Keaontay Ingram,1,5,-4.0,-0.8,-7.0,-1.4,3,0.6,3,4,-10.0,0,0,0,0,0,0,6,0,0,0,0
109,Deon Jackson,1,13,14.0,1.1,2.0,0.2,12,0.9,0,2,-5.0,0,0,0,0,0,0,7,5,6,0,5
110,Zack Moss,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Dare Ogunbowale,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Travis Homer,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Julius Chestnut,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Jordan Mason,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Brandon Bolden,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Ameer Abdullah,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
117,Chase Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Reggie Gilliam,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Emanuel Wilson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Keith Smith,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Eric Gray,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Craig Reynolds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,De'Von Achane,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Emari Demercado,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Alvin Kamara,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,JaMycal Hasty,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,Chris Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
128,Jakob Johnson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
129,Kareem Hunt,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
130,Trey Sermon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
131,Hunter Luepke,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
132,Kendre Miller,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
133,Adam Prentice,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
134,Nick Bawden,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
135,Pierre Strong Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
136,Ronnie Rivers,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
137,Ke'Shawn Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
