,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Kyren Williams,1,16,143,8.9,108.0,6.8,35,2.2,2,0,0.0,0,2,2,1,1,1,56,6,6,3,24
2,Christian McCaffrey,1,19,114,6.0,89.0,4.7,25,1.3,0,1,-1.0,8,3,1,0,0,0,27,5,6,1,0
3,Bijan Robinson,1,16,91,5.7,53.0,3.3,38,2.4,0,0,0.0,10,3,0,0,0,0,17,3,6,1,2
4,Raheem Mostert,1,20,94,4.7,66.0,3.3,28,1.4,1,2,-5.0,34,2,1,1,0,0,34,0,1,0,0
5,Jonathan Taylor,1,15,91,6.1,47.0,3.1,44,2.9,0,2,-3.0,4,4,0,0,0,0,17,0,0,0,0
6,Isiah Pacheco,1,15,55,3.7,41.0,2.7,14,0.9,0,0,0.0,1,0,0,0,0,0,8,5,5,1,8
7,Derrick Henry,1,18,76,4.2,9.0,0.5,67,3.7,5,1,-4.0,10,3,0,0,0,0,18,1,2,0,0
8,Josh Jacobs,1,20,110,5.5,58.0,2.9,52,2.6,0,2,-4.0,63,1,1,1,1,1,63,4,6,0,2
9,Rhamondre Stevenson,1,21,98,4.7,45.0,2.1,53,2.5,2,1,-1.0,7,3,0,0,0,0,15,5,5,0,4
10,Tony Pollard,1,13,79,6.1,48.0,3.7,31,2.4,1,3,-5.0,7,2,1,0,0,0,27,6,6,0,0
11,Najee Harris,1,15,99,6.6,27.0,1.8,72,4.8,2,1,-1.0,5,3,2,0,0,0,22,0,0,0,0
12,Chuba Hubbard,1,14,45,3.2,19.0,1.4,26,1.9,0,2,-5.0,5,1,0,0,0,0,15,5,5,0,8
13,David Montgomery,1,15,71,4.7,44.0,2.9,27,1.8,1,0,0.0,6,1,0,0,0,0,15,0,1,0,0
14,Royce Freeman,1,13,77,5.9,41.0,3.2,36,2.8,2,1,-2.0,23,2,1,0,0,0,23,0,0,0,0
15,Samaje Perine,1,7,55,7.9,31.0,4.4,24,3.4,1,1,-3.0,3,2,1,0,0,0,24,1,1,0,0
16,Alvin Kamara,1,15,69,4.6,31.0,2.1,38,2.5,0,2,-3.0,0,1,0,0,0,0,16,4,5,1,24
17,Rachaad White,1,15,100,6.7,62.0,4.1,38,2.5,0,1,-2.0,0,3,1,1,0,0,38,2,2,0,4
18,James Cook,1,16,43,2.7,40.0,2.5,3,0.2,0,2,-7.0,0,2,0,0,0,0,11,6,7,0,0
19,Keaton Mitchell,1,9,64,7.1,27.0,3.0,37,4.1,3,1,-1.0,0,2,1,0,0,0,29,2,2,0,0
20,Travis Etienne Jr.,1,20,56,2.8,38.0,1.9,18,0.9,4,4,-9.0,0,1,1,0,0,0,20,4,6,0,11
21,Rico Dowdle,1,3,11,3.7,9.0,3.0,2,0.7,0,0,0.0,0,0,0,0,0,0,7,1,1,1,0
22,D'Andre Swift,1,14,80,5.7,70.0,5.0,10,0.7,0,1,-4.0,0,2,1,1,0,0,36,1,1,0,0
23,AJ Dillon,1,14,43,3.1,32.0,2.3,11,0.8,0,2,-2.0,0,1,0,0,0,0,17,3,3,0,13
24,Jerome Ford,1,9,65,7.2,52.0,5.8,13,1.4,0,0,0.0,0,3,0,0,0,0,19,4,7,1,11
25,Roschon Johnson,1,10,35,3.5,28.0,2.8,7,0.7,1,1,-2.0,0,0,0,0,0,0,7,5,5,1,7
26,Jahmyr Gibbs,1,11,54,4.9,45.0,4.1,9,0.8,0,0,0.0,0,1,1,0,0,0,23,4,8,0,0
27,Jeff Wilson Jr.,1,11,56,5.1,27.0,2.5,29,2.6,0,0,0.0,0,1,0,0,0,0,14,3,3,0,5
28,Devin Singletary,1,6,18,3.0,10.0,1.7,8,1.3,1,1,-2.0,0,1,0,0,0,0,14,6,7,1,15
29,Javonte Williams,1,18,65,3.6,45.0,2.5,20,1.1,1,3,-6.0,0,3,0,0,0,0,15,3,6,0,2
30,Zack Moss,1,8,55,6.9,28.0,3.5,27,3.4,0,0,0.0,0,2,0,0,0,0,16,2,3,0,3
31,Brian Robinson Jr.,1,15,53,3.5,38.0,2.5,15,1.0,0,1,-2.0,0,2,0,0,0,0,14,2,3,1,0
32,Tyler Allgeier,1,10,64,6.4,37.0,3.7,27,2.7,0,0,0.0,0,3,0,0,0,0,14,0,0,0,0
33,Alexander Mattison,1,10,52,5.2,40.0,4.0,12,1.2,1,1,-2.0,0,2,1,0,0,0,21,2,2,0,3
34,D'Ernest Johnson,1,7,19,2.7,0.0,0.0,0,0.0,0,1,-3.0,0,0,0,0,0,0,7,1,2,0,0
35,Joe Mixon,1,8,16,2.0,6.0,0.8,10,1.3,0,0,0.0,0,0,0,0,0,0,4,2,2,1,25
36,Zach Charbonnet,1,14,47,3.4,20.0,1.4,27,1.9,1,1,-1.0,0,1,0,0,0,0,10,4,4,0,3
37,Ezekiel Elliott,1,9,46,5.1,29.0,3.2,17,1.9,0,1,-1.0,0,1,0,0,0,0,13,2,2,0,3
38,Saquon Barkley,1,12,46,3.8,33.0,2.8,13,1.1,0,2,-3.0,0,2,0,0,0,0,19,1,3,0,1
39,Breece Hall,1,7,25,3.6,4.0,0.6,21,3.0,1,1,-2.0,0,1,0,0,0,0,11,7,9,1,10
40,Latavius Murray,1,9,30,3.3,22.0,2.4,8,0.9,0,0,0.0,0,1,0,0,0,0,13,3,5,0,0
41,Austin Ekeler,1,10,32,3.2,29.0,2.9,3,0.3,2,1,-1.0,0,0,0,0,0,0,6,5,6,2,0
42,Cordarrelle Patterson,1,8,43,5.4,22.0,2.8,21,2.6,0,0,0.0,0,2,0,0,0,0,12,0,0,0,0
