,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Jahmyr Gibbs,1,14,77.0,5.5,30.0,2.1,47,3.4,0,2,-4.0,1,3,1,1,0,0,35,3,5,1,8
2,Devin Singletary,1,30,150.0,5.0,117.0,3.9,33,1.1,0,1,-3.0,6,5,1,0,0,0,22,1,2,1,1
3,Brian Robinson Jr.,1,8,38.0,4.8,13.0,1.6,25,3.1,4,0,0.0,0,2,0,0,0,0,15,6,6,0,7
4,Kenneth Walker III,1,19,63.0,3.3,59.0,3.1,4,0.2,0,3,-6.0,0,1,0,0,0,0,13,1,2,0,50
5,David Montgomery,1,12,116.0,9.7,48.0,4.0,68,5.7,0,1,-1.0,75,1,1,1,1,1,75,0,0,0,0
6,Austin Ekeler,1,19,67.0,3.5,55.0,2.9,12,0.6,0,0,0.0,2,1,0,0,0,0,17,4,7,0,20
7,Javonte Williams,1,21,79.0,3.8,42.0,2.0,37,1.8,0,0,0.0,0,1,0,0,0,0,11,4,4,1,4
8,Jaylen Warren,1,15,101.0,6.7,52.0,3.5,49,3.3,4,1,-1.0,16,5,1,0,0,0,20,2,4,1,6
9,Bijan Robinson,1,22,95.0,4.3,52.0,2.4,43,2.0,1,0,0.0,5,4,0,0,0,0,17,1,2,0,3
10,Rachaad White,1,20,51.0,2.6,23.0,1.2,28,1.4,0,0,0.0,0,1,0,0,0,0,11,2,3,1,2
11,Najee Harris,1,16,82.0,5.1,56.0,3.5,26,1.6,1,0,0.0,4,2,1,0,0,0,24,3,4,0,2
