,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Travis Etienne Jr.,1,26,136.0,5.2,66.0,2.5,70,2.7,6,4,-4.0,35,4,2,2,0,0,35,4,5,0,8
2,Zack Moss,1,23,165.0,7.2,89.0,3.9,76,3.3,0,0,0.0,56,5,1,1,1,1,56,2,2,0,22
3,Breece Hall,1,22,177.0,8.0,133.0,6.0,44,2.0,2,1,-1.0,72,3,1,1,1,1,72,3,3,0,2
4,De'Von Achane,1,11,151.0,13.7,74.0,6.7,77,7.0,1,0,0.0,76,4,2,1,1,1,76,1,1,0,3
5,David Montgomery,1,19,109.0,5.7,70.0,3.7,39,2.1,0,0,0.0,42,2,1,1,1,0,42,2,6,0,6
6,Alvin Kamara,1,22,80.0,3.6,63.0,2.9,17,0.8,0,0,0.0,2,1,0,0,0,0,10,3,3,1,9
7,Josh Jacobs,1,20,69.0,3.5,38.0,1.9,31,1.6,0,4,-7.0,2,1,1,0,0,0,24,5,5,1,5
8,Jaleel McLaughlin,1,9,68.0,7.6,36.0,4.0,32,3.6,1,1,-3.0,0,2,2,1,0,0,38,3,4,0,17
9,Raheem Mostert,1,10,65.0,6.5,14.0,1.4,51,5.1,0,0,0.0,2,2,1,0,0,0,23,2,2,1,6
10,AJ Dillon,1,20,76.0,3.8,35.0,1.8,41,2.1,1,2,-3.0,5,1,0,0,0,0,11,0,1,0,0
11,Tyjae Spears,1,7,34.0,4.9,19.0,2.7,15,2.1,1,1,-1.0,19,1,0,0,0,0,19,4,5,1,6
12,Jordan Mason,1,10,69.0,6.9,52.0,5.2,17,1.7,0,1,-4.0,26,1,1,0,0,0,26,0,1,0,0
13,Isiah Pacheco,1,16,55.0,3.4,24.0,1.5,31,1.9,1,0,0.0,1,1,0,0,0,0,11,1,1,0,4
14,Christian McCaffrey,1,19,51.0,2.7,45.0,2.4,6,0.3,0,2,-7.0,1,0,0,0,0,0,8,2,3,0,3
15,Emari Demercado,1,10,45.0,4.5,21.0,2.1,24,2.4,2,1,-1.0,11,1,0,0,0,0,11,1,3,0,0
16,Craig Reynolds,1,7,52.0,7.4,25.0,3.6,27,3.9,0,0,0.0,5,2,0,0,0,0,19,0,0,0,0
17,D'Andre Swift,1,17,70.0,4.1,52.0,3.1,18,1.1,0,3,-4.0,0,1,0,0,0,0,17,6,6,1,5
18,Alexander Mattison,1,8,26.0,3.3,15.0,1.9,11,1.4,0,1,-3.0,0,0,0,0,0,0,7,2,3,2,3
19,Bijan Robinson,1,14,46.0,3.3,14.0,1.0,32,2.3,3,4,-7.0,0,2,0,0,0,0,13,2,2,1,0
20,Joe Mixon,1,25,81.0,3.2,59.0,2.4,22,0.9,0,3,-5.0,0,1,0,0,0,0,10,4,4,2,4
