,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Breece Hall,1,37,178.0,4.8,87.0,2.4,91,2.5,6,4,-9.0,50,4,1,1,1,1,50,2,2,0,1
2,James Conner,1,27,150.0,5.6,94.0,3.5,56,2.1,0,3,-3.0,29,5,3,0,0,0,29,4,4,0,37
3,Jonathan Taylor,1,30,188.0,6.3,34.0,1.1,154,5.1,4,3,-6.0,49,8,2,1,1,0,49,2,2,0,7
4,Joe Mixon,1,14,111.0,7.9,81.0,5.8,30,2.1,1,3,-10.0,1,5,1,1,1,0,44,1,2,1,4
5,Saquon Barkley,1,18,46.0,2.6,9.0,0.5,37,2.1,0,3,-7.0,3,1,0,0,0,0,11,2,2,0,5
6,Derrick Henry,1,19,153.0,8.1,47.0,2.5,106,5.6,2,2,-5.0,18,4,1,1,1,1,69,0,0,0,0
7,Najee Harris,1,26,112.0,4.3,82.0,3.2,30,1.2,2,3,-7.0,6,3,0,0,0,0,15,5,5,2,0
8,Bijan Robinson,1,11,28.0,2.5,13.0,1.2,15,1.4,1,1,-1.0,0,0,0,0,0,0,7,7,8,2,15
9,Tyjae Spears,1,3,25.0,8.3,18.0,6.0,7,2.3,0,0,0.0,3,1,1,0,0,0,22,3,3,0,32
10,Tony Pollard,1,17,70.0,4.1,23.0,1.4,47,2.8,1,2,-2.0,1,1,0,0,0,0,12,2,2,1,0
11,Aaron Jones,1,22,111.0,5.0,40.0,1.8,71,3.2,5,2,-5.0,0,4,0,0,0,0,17,5,5,1,10
12,Kendre Miller,1,13,73.0,5.6,35.0,2.7,38,2.9,2,0,0.0,3,3,0,0,0,0,18,1,1,0,2
13,Javonte Williams,1,9,32.0,3.6,17.0,1.9,15,1.7,1,1,-3.0,2,1,0,0,0,0,11,7,9,1,5
14,Elijah Mitchell,1,14,52.0,3.7,33.0,2.4,19,1.4,1,1,-1.0,1,1,0,0,0,0,14,2,2,0,2
15,Devin Singletary,1,24,63.0,2.6,20.0,0.8,43,1.8,2,2,-4.0,3,0,0,0,0,0,7,1,1,0,1
16,De'Von Achane,1,10,56.0,5.6,40.0,4.0,16,1.6,3,3,-9.0,25,3,1,0,0,0,25,1,1,0,0
17,Zamir White,1,25,112.0,4.5,81.0,3.2,31,1.2,3,2,-2.0,0,3,1,0,0,0,25,1,2,0,3
18,La'Mical Perine,1,21,76.0,3.6,33.0,1.6,43,2.0,1,1,-3.0,0,1,0,0,0,0,10,3,4,0,7
19,David Montgomery,1,10,40.0,4.0,16.0,1.6,24,2.4,0,0,0.0,1,0,0,0,0,0,8,0,0,0,0
20,Rico Dowdle,1,9,46.0,5.1,13.0,1.4,33,3.7,1,1,-2.0,0,1,1,0,0,0,20,3,4,0,6
21,Jamaal Williams,1,14,26.0,1.9,8.0,0.6,18,1.3,0,3,-4.0,1,0,0,0,0,0,8,3,3,0,0
22,Rachaad White,1,19,75.0,3.9,42.0,2.2,33,1.7,1,0,0.0,0,1,0,0,0,0,13,4,4,0,2
23,Chuba Hubbard,1,23,83.0,3.6,50.0,2.2,33,1.4,2,2,-4.0,0,3,0,0,0,0,17,2,2,0,2
24,Jahmyr Gibbs,1,13,30.0,2.3,4.0,0.3,26,2.0,1,2,-7.0,3,0,0,0,0,0,8,0,1,0,0
25,Ty Chandler,1,12,69.0,5.8,27.0,2.3,42,3.5,2,0,0.0,0,2,0,0,0,0,19,2,3,0,9
26,Travis Etienne Jr.,1,16,57.0,3.6,33.0,2.1,24,1.5,1,1,-1.0,0,1,0,0,0,0,12,5,6,0,12
27,Ezekiel Elliott,1,13,54.0,4.2,36.0,2.8,18,1.4,0,0,0.0,0,0,0,0,0,0,9,5,7,0,1
28,Kenneth Walker III,1,17,78.0,4.6,35.0,2.1,43,2.5,1,2,-6.0,0,4,0,0,0,0,16,1,1,0,2
29,Brian Robinson Jr.,1,9,25.0,2.8,8.0,0.9,17,1.9,1,0,0.0,0,0,0,0,0,0,9,3,3,1,3
30,Pierre Strong Jr.,1,14,65.0,4.6,31.0,2.2,34,2.4,0,2,-4.0,0,2,1,0,0,0,20,0,1,0,0
31,Kenneth Gainwell,1,7,62.0,8.9,32.0,4.6,30,4.3,2,1,-2.0,0,3,1,1,0,0,32,0,1,0,0
32,Zach Charbonnet,1,5,32.0,6.4,19.0,3.8,13,2.6,0,1,-1.0,0,1,0,0,0,0,14,2,2,0,4
33,Chase Brown,1,11,43.0,3.9,-1.0,-0.1,44,4.0,0,4,-7.0,0,2,1,0,0,0,27,1,2,0,9
34,James Cook,1,13,36.0,2.8,19.0,1.5,17,1.3,2,2,-5.0,0,1,0,0,0,0,14,3,4,0,2
35,Ronnie Rivers,1,13,52.0,4.0,27.0,2.1,25,1.9,1,1,-1.0,0,1,0,0,0,0,10,0,0,0,0
36,Austin Ekeler,1,10,11.0,1.1,-2.0,-0.2,13,1.3,0,3,-10.0,0,0,0,0,0,0,6,7,8,0,14
