,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,De'Von Achane,1,18,203,11.3,156,8.7,47,2.6,0,1,-2.0,67,4,3,2,2,1,67,4,4,2,14
2,Raheem Mostert,1,13,82,6.3,50,3.8,32,2.5,1,2,-7.0,20,3,1,0,0,0,20,7,7,1,30
3,Kenneth Walker III,1,18,97,5.4,62,3.4,35,1.9,3,0,0.0,7,2,1,1,0,0,36,3,3,0,18
4,Zack Moss,1,30,122,4.1,74,2.5,48,1.6,0,2,-2.0,0,4,2,0,0,0,24,2,3,2,2
5,Christian McCaffrey,1,18,85,4.7,66,3.7,19,1.1,3,1,-4.0,4,3,0,0,0,0,12,5,5,0,3
6,James Conner,1,14,98,7.0,71,5.1,27,1.9,0,0,0.0,5,3,2,0,0,0,26,2,2,1,11
7,Jerome Ford,1,10,18,1.8,0,0.0,18,1.8,5,2,-7.0,3,0,0,0,0,0,9,2,3,1,2
8,Jerick McKinnon,1,2,9,4.5,7,3.5,2,1.0,0,1,-1.0,0,1,0,0,0,0,10,3,3,2,1
9,Travis Etienne Jr.,1,19,88,4.6,45,2.4,43,2.3,3,1,-2.0,0,2,0,0,0,0,16,4,5,0,12
10,D'Andre Swift,1,16,130,8.1,99,6.2,31,1.9,2,0,0.0,0,4,2,0,0,0,29,1,2,0,2
11,Isiah Pacheco,1,15,62,4.1,29,1.9,33,2.2,3,3,-7.0,1,2,0,0,0,0,18,2,3,2,4
12,Joe Mixon,1,19,65,3.4,29,1.5,36,1.9,1,3,-5.0,14,2,0,0,0,0,14,1,2,0,5
13,Alexander Mattison,1,20,93,4.7,48,2.4,45,2.3,0,3,-4.0,0,4,0,0,0,0,15,5,7,3,0
14,Miles Sanders,1,9,24,2.7,8,0.9,16,1.8,2,1,-1.0,1,1,0,0,0,0,15,5,9,0,14
15,Tony Pollard,1,23,122,5.3,56,2.4,66,2.9,1,1,-2.0,0,1,1,1,0,0,31,3,3,0,0
16,Dameon Pierce,1,14,31,2.2,18,1.3,13,0.9,1,3,-7.0,1,1,0,0,0,0,10,3,3,0,6
17,Clyde Edwards-Helaire,1,15,55,3.7,34,2.3,21,1.4,0,1,-1.0,1,2,0,0,0,0,16,1,1,0,2
18,James Cook,1,15,98,6.5,81,5.4,17,1.1,1,0,0.0,0,3,1,1,0,0,34,2,3,0,0
19,Rico Dowdle,1,4,21,5.3,10,2.5,11,2.8,0,0,0.0,0,1,0,0,0,0,10,3,3,1,12
20,Ezekiel Elliott,1,16,80,5.0,50,3.1,30,1.9,0,1,-1.0,0,3,0,0,0,0,14,1,1,0,1
21,Jahmyr Gibbs,1,17,80,4.7,46,2.7,34,2.0,0,2,-2.0,0,3,1,0,0,0,21,1,2,0,0
22,Latavius Murray,1,5,15,3.0,0,0.0,0,0.0,0,0,0.0,2,0,0,0,0,0,7,1,1,1,1
23,Josh Jacobs,1,17,62,3.6,39,2.3,23,1.4,0,1,-1.0,0,1,0,0,0,0,10,3,5,1,3
24,Matt Breida,1,4,17,4.3,12,3.0,5,1.3,1,0,0.0,8,0,0,0,0,0,8,3,3,0,0
25,Brian Robinson Jr.,1,10,70,7.0,53,5.3,17,1.7,2,1,-1.0,0,3,1,0,0,0,23,0,0,0,0
26,Tank Bigsby,1,2,10,5.0,7,3.5,3,1.5,0,0,0.0,1,0,0,0,0,0,9,0,1,0,0
27,Chris Brooks,1,9,66,7.3,21,2.3,45,5.0,1,2,-4.0,0,1,1,1,1,1,52,0,0,0,0
28,Najee Harris,1,19,65,3.4,37,1.9,28,1.5,2,2,-7.0,0,1,0,0,0,0,17,0,1,0,0
29,Javonte Williams,1,11,42,3.8,31,2.8,11,1.0,0,2,-5.0,0,1,0,0,0,0,16,2,3,0,14
30,Kyren Williams,1,10,38,3.8,19,1.9,19,1.9,1,1,-3.0,0,0,0,0,0,0,9,2,7,4,7
31,Rhamondre Stevenson,1,19,59,3.1,31,1.6,28,1.5,0,1,-1.0,0,1,0,0,0,0,10,1,4,0,0
32,Nick Bawden,1,1,1,1.0,0,0.0,1,1.0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0
33,Bijan Robinson,1,10,33,3.3,17,1.7,16,1.6,1,1,-2.0,0,1,0,0,0,0,11,4,6,0,0
34,Melvin Gordon III,1,10,32,3.2,6,0.6,26,2.6,0,1,-2.0,0,1,0,0,0,0,15,2,2,0,4
35,Jaylen Warren,1,8,29,3.6,21,2.6,8,1.0,0,2,-3.0,0,1,0,0,0,0,11,3,4,0,0
36,Tony Jones Jr.,1,8,31,3.9,30,3.8,1,0.1,0,0,0.0,0,1,0,0,0,0,19,4,4,0,0
37,Gus Edwards,1,11,51,4.6,27,2.5,24,2.2,0,2,-3.0,0,2,0,0,0,0,14,0,0,0,0
38,Roschon Johnson,1,8,38,4.8,23,2.9,15,1.9,0,0,0.0,0,1,0,0,0,0,11,2,2,0,2
39,Kenneth Gainwell,1,14,43,3.1,22,1.6,21,1.5,0,2,-4.0,0,0,0,0,0,0,8,1,2,0,0
40,Devin Singletary,1,9,41,4.6,27,3.0,14,1.6,0,1,-1.0,0,1,0,0,0,0,14,2,2,0,2
41,Zach Charbonnet,1,9,46,5.1,29,3.2,17,1.9,1,1,-3.0,0,3,0,0,0,0,12,1,2,0,0
42,Elijah Mitchell,1,11,42,3.8,25,2.3,17,1.5,2,1,-2.0,0,1,0,0,0,0,18,3,3,0,0
43,Rachaad White,1,14,38,2.7,23,1.6,15,1.1,0,2,-3.0,0,1,0,0,0,0,12,3,3,0,14
44,Gary Brightwell,1,4,5,1.3,3,0.8,2,0.5,1,1,-1.0,0,0,0,0,0,0,2,2,3,0,0
45,Kareem Hunt,1,5,13,2.6,3,0.6,10,2.0,1,1,-1.0,0,0,0,0,0,0,5,2,3,0,6
46,Kendre Miller,1,9,34,3.8,24,2.7,10,1.1,0,0,0.0,0,1,0,0,0,0,10,1,1,0,0
47,AJ Dillon,1,11,33,3.0,16,1.5,17,1.5,1,2,-8.0,0,1,0,0,0,0,14,0,0,0,0
48,Ty Chandler,1,3,27,9.0,21,7.0,6,2.0,0,0,0.0,0,1,0,0,0,0,12,1,2,0,0
49,Patrick Taylor Jr.,1,3,6,2.0,5,1.7,1,0.3,0,0,0.0,0,0,0,0,0,0,4,3,4,1,1
50,Tyler Allgeier,1,7,12,1.7,5,0.7,7,1.0,2,2,-4.0,0,0,0,0,0,0,5,2,3,0,13
51,Dalvin Cook,1,8,18,2.3,8,1.0,10,1.3,1,1,-1.0,0,0,0,0,0,0,5,3,3,0,3
52,Pierre Strong Jr.,1,6,27,4.5,6,1.0,21,3.5,1,0,0.0,0,0,0,0,0,0,9,0,0,0,0
53,Breece Hall,1,12,18,1.5,3,0.3,15,1.3,0,3,-11.0,0,0,0,0,0,0,7,1,2,0,3
54,Samaje Perine,1,3,9,3.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,2,3,1,3
55,Keaontay Ingram,1,5,13,2.6,9,1.8,4,0.8,0,2,-3.0,0,0,0,0,0,0,8,1,1,0,1
56,Hunter Luepke,1,1,9,9.0,5,5.0,4,4.0,0,0,0.0,0,0,0,0,0,0,9,1,1,0,4
57,Trey Sermon,1,5,17,3.4,8,1.6,9,1.8,0,0,0.0,0,0,0,0,0,0,5,1,2,0,2
58,Derrick Henry,1,11,20,1.8,1,0.1,19,1.7,3,3,-9.0,0,0,0,0,0,0,9,0,0,0,0
59,Joshua Kelley,1,11,12,1.1,7,0.6,5,0.5,0,2,-5.0,0,0,0,0,0,0,4,1,1,0,0
60,Ameer Abdullah,1,0,0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,0
61,Craig Reynolds,1,4,15,3.8,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,8,0,0,0,0
62,Jaleel McLaughlin,1,5,15,3.0,0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,7,0,0,0,0
63,Khalil Herbert,1,7,31,4.4,17,2.4,14,2.0,0,0,0.0,0,1,0,0,0,0,11,2,2,0,0
64,Damien Harris,1,5,15,3.0,13,2.6,2,0.4,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0
65,Zonovan Knight,1,3,13,4.3,7,2.3,6,2.0,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0
66,Emanuel Wilson,1,2,6,3.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,1
67,D'Ernest Johnson,1,3,6,2.0,3,1.0,3,1.0,0,0,0.0,0,0,0,0,0,0,3,2,2,0,0
68,Kenyan Drake,1,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,10
69,Jordan Mason,1,3,11,3.7,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
70,Tyjae Spears,1,4,6,1.5,1,0.3,5,1.3,0,1,-1.0,0,0,0,0,0,0,5,4,4,1,0
71,Isaiah Spiller,1,2,7,3.5,1,0.5,6,3.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
72,C.J. Ham,1,0,0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
73,DeeJay Dallas,1,2,7,3.5,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,8,1,1,0,0
