,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
29,Alexander Mattison,1,18,81.0,4.5,55.0,3.1,26,1.4,0,1,-2.0,0,2,0,0,0,0,15,1,2,0,0
30,Travis Etienne Jr.,1,14,52.0,3.7,29.0,2.1,23,1.6,2,3,-3.0,0,1,0,0,0,0,11,3,3,1,3
31,D'Ernest Johnson,1,7,20.0,2.9,14.0,2.0,6,0.9,0,0,0.0,0,0,0,0,0,0,9,1,1,0,0
32,Javonte Williams,1,11,37.0,3.4,24.0,2.2,13,1.2,0,1,-1.0,0,1,0,0,0,0,15,2,2,0,2
33,Miles Sanders,1,11,50.0,4.5,0.0,0.0,0,0.0,0,2,-5.0,0,2,0,0,0,0,15,1,1,0,0
34,Josh Jacobs,1,14,39.0,2.8,15.0,1.1,24,1.7,0,1,-1.0,0,0,0,0,0,0,9,1,1,0,4
35,Austin Ekeler,1,10,64.0,6.4,17.0,1.7,47,4.7,0,2,-3.0,0,2,1,1,0,0,37,2,3,0,0
36,Derrick Henry,1,10,38.0,3.8,30.0,3.0,8,0.8,0,0,0.0,0,1,0,0,0,0,16,1,2,0,0
37,Keaton Mitchell,1,8,33.0,4.1,21.0,2.6,12,1.5,0,2,-5.0,0,1,1,0,0,0,21,1,1,0,0
38,Khalil Herbert,1,16,35.0,2.2,9.0,0.6,26,1.6,1,2,-8.0,0,0,0,0,0,0,9,2,3,1,2
39,Kareem Hunt,1,12,36.0,3.0,0.0,0.0,0,0.0,0,1,-2.0,0,1,0,0,0,0,16,3,3,0,0
40,Najee Harris,1,12,35.0,2.9,20.0,1.7,15,1.3,2,3,-9.0,0,1,0,0,0,0,17,1,2,0,0
41,Latavius Murray,1,10,35.0,3.5,20.0,2.0,15,1.5,0,1,-1.0,0,0,0,0,0,0,7,0,0,0,0
42,Roschon Johnson,1,6,30.0,5.0,14.0,2.3,16,2.7,1,1,-2.0,0,1,0,0,0,0,14,0,0,0,0
43,Chris Rodriguez Jr.,1,6,43.0,7.2,25.0,4.2,18,3.0,1,0,0.0,0,1,0,0,0,0,16,1,1,0,1
44,Tyjae Spears,1,4,14.0,3.5,11.0,2.8,3,0.8,1,0,0.0,0,0,0,0,0,0,5,2,2,0,6
45,Elijah Mitchell,1,4,24.0,6.0,19.0,4.8,5,1.3,0,0,0.0,0,1,0,0,0,0,13,0,0,0,0
46,Derrick Gore,1,2,23.0,11.5,22.0,11.0,1,0.5,0,0,0.0,0,1,1,0,0,0,23,0,0,0,0
47,Emanuel Wilson,1,3,12.0,4.0,7.0,2.3,5,1.7,0,0,0.0,0,0,0,0,0,0,5,1,2,0,3
48,Tony Jones Jr.,1,1,10.0,10.0,8.0,8.0,2,2.0,0,0,0.0,0,1,0,0,0,0,10,1,1,0,5
49,Tank Bigsby,1,9,21.0,2.3,8.0,0.9,13,1.4,2,1,-3.0,0,0,0,0,0,0,6,0,0,0,0
50,Trayveon Williams,1,2,20.0,10.0,11.0,5.5,9,4.5,0,0,0.0,0,1,0,0,0,0,15,0,0,0,0
51,Clyde Edwards-Helaire,1,2,20.0,10.0,16.0,8.0,4,2.0,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0
52,Rico Dowdle,1,8,23.0,2.9,19.0,2.4,4,0.5,1,0,0.0,0,1,0,0,0,0,11,2,2,1,0
53,Chase Edmonds,1,4,8.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0
54,Aaron Jones,1,4,14.0,3.5,7.0,1.8,7,1.8,0,0,0.0,0,0,0,0,0,0,9,1,2,0,0
55,Alec Ingold,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,4,1,5
56,Israel Abanikanda,1,1,11.0,11.0,7.0,7.0,4,4.0,0,0,0.0,0,1,0,0,0,0,11,1,2,0,2
57,Kenneth Walker III,1,4,18.0,4.5,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,1,1,0,0
58,Jerick McKinnon,1,1,7.0,7.0,5.0,5.0,2,2.0,0,0,0.0,0,0,0,0,0,0,7,2,3,0,2
59,Jaleel McLaughlin,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,5,5,1,6
60,DeeJay Dallas,1,1,4.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,6
61,Dalvin Cook,1,2,13.0,6.5,8.0,4.0,5,2.5,0,0,0.0,0,1,0,0,0,0,10,0,1,0,0
62,Joshua Kelley,1,6,13.0,2.2,3.0,0.5,10,1.7,0,1,-3.0,0,0,0,0,0,0,7,0,0,0,0
63,Boston Scott,1,2,8.0,4.0,3.0,1.5,5,2.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
64,Justice Hill,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,2
65,Pierre Strong Jr.,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0
66,De'Von Achane,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,1
67,Kenneth Gainwell,1,1,1.0,1.0,-1.0,-1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0
68,Mike Boone,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
69,Ameer Abdullah,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
70,Raheem Blackshear,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
71,Corey Clement,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
72,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
73,Chris Evans,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
74,Anthony McFarland Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
75,Matt Breida,1,3,-1.0,-0.3,-2.0,-0.7,1,0.3,0,1,-4.0,0,0,0,0,0,0,3,0,1,0,0
76,Craig Reynolds,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
77,Cordarrelle Patterson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
78,Jordan Mims,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
79,Jonathan Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
80,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
81,Adam Prentice,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
82,Ke'Shawn Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,Tyrion Davis-Price,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Alvin Kamara,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Jamaal Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Zach Evans,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Brittain Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Jeremy McNichols,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Kevin Harris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Tyler Goodson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Antonio Gibson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Austin Walter,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Kene Nwangwu,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Jeff Wilson Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Marlon Mack,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Keaontay Ingram,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Chris Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Malik Davis,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,JaMycal Hasty,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Kyle Juszczyk,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Michael Burton,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Julius Chestnut,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Khari Blasingame,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Chase Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Travis Homer,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Patrick Taylor Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Reggie Gilliam,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Dameon Pierce,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Tyler Allgeier,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Bijan Robinson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Zamir White,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Michael Carter,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Deuce Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Gary Brightwell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Ezekiel Elliott,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,C.J. Ham,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Nick Chubb,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Sean Tucker,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Jakob Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Jake Funk,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Trey Sermon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Eric Gray,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,Kendre Miller,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,Nick Bawden,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
128,Dare Ogunbowale,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
129,Evan Hull,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
130,Kyren Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
131,Hunter Luepke,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
132,Emari Demercado,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
133,Jordan Mason,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
134,Cam Akers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
135,Ronnie Rivers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
136,Rhamondre Stevenson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
137,Zack Moss,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
