,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Taysom Hill,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
2,Pat Freiermuth,1,5,57.0,11.4,32.0,6.4,38.0,7.6,25.0,5.0,22,4.4,1,7,21.9%,5,0,1,1,1,0,0,0
3,Tucker Kraft,1,6,53.0,8.8,7.0,1.2,56.0,9.3,46.0,7.7,23,3.8,2,9,16.7%,6,0,2,3,1,0,0,0
4,George Kittle,1,4,45.0,11.3,39.0,9.8,39.0,9.8,6.0,1.5,0,0.0,0,4,15.4%,4,0,1,3,0,0,0,0
5,Travis Kelce,1,7,89.0,12.7,53.0,7.6,82.0,11.7,36.0,5.1,18,2.6,0,9,32.1%,7,0,0,3,1,1,0,0
6,AJ Barner,1,2,27.0,13.5,4.0,2.0,4.0,2.0,23.0,11.5,1,0.5,0,2,3.8%,2,0,1,1,0,0,0,0
7,Drew Ogletree,1,1,15.0,15.0,5.0,5.0,5.0,5.0,10.0,10.0,0,0.0,0,1,3.6%,1,0,1,1,0,0,0,0
8,Blake Whiteheart,1,3,13.0,4.3,9.0,3.0,9.0,3.0,4.0,1.3,0,0.0,0,3,9.4%,3,0,2,0,0,0,0,0
9,Austin Hooper,1,2,13.0,6.5,6.0,3.0,6.0,3.0,7.0,3.5,2,1.0,0,2,6.3%,2,0,1,0,0,0,0,0
10,Josh Oliver,1,2,10.0,5.0,-2.0,-1.0,-2.0,-1.0,12.0,6.0,1,0.5,0,2,7.4%,2,0,1,0,0,0,0,0
11,Dallas Goedert,1,7,62.0,8.9,53.0,7.6,68.0,9.7,9.0,1.3,0,0.0,0,8,27.6%,8,1,1,1,0,0,0,0
