,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tucker Kraft,1,4,88,22.0,19.0,4.8,27.0,6.8,69,17.3,38,9.5,1,5,20.0%,5,1,1,2,1,1,1,1
2,Brock Bowers,1,8,97,12.1,34.0,4.3,82.0,10.3,63,7.9,8,1.0,0,12,33.3%,8,0,2,2,1,1,1,1
3,Isaiah Likely,1,3,13,4.3,4.0,1.3,4.0,1.3,9,3.0,0,0.0,0,3,7.3%,3,0,2,0,0,0,0,0
4,Charlie Kolar,1,3,64,21.3,32.0,10.7,40.0,13.3,32,10.7,2,0.7,0,4,9.8%,3,0,1,1,1,1,1,1
5,George Kittle,1,8,64,8.0,42.0,5.3,86.0,10.8,22,2.8,14,1.8,1,12,37.5%,9,1,4,3,0,0,0,0
6,Mo Alie-Cox,1,2,37,18.5,28.0,14.0,50.0,25.0,9,4.5,4,2.0,0,4,8.9%,2,0,3,2,0,0,0,0
7,Kyle Pitts,1,7,88,12.6,45.0,6.4,48.0,6.9,43,6.1,10,1.4,0,8,14.8%,7,0,0,3,1,1,0,0
8,Brenton Strange,1,4,24,6.0,15.0,3.8,15.0,3.8,9,2.3,3,0.8,0,4,11.8%,4,0,1,1,0,0,0,0
9,Connor Heyward,1,2,23,11.5,18.0,9.0,52.0,26.0,5,2.5,0,0.0,0,4,15.4%,4,2,1,1,0,0,0,0
10,Jordan Akins,1,3,22,7.3,18.0,6.0,18.0,6.0,4,1.3,1,0.3,0,3,10.7%,3,0,1,1,0,0,0,0
11,Foster Moreau,1,2,13,6.5,11.0,5.5,11.0,5.5,2,1.0,1,0.5,0,2,6.3%,2,0,1,0,0,0,0,0
12,Travis Kelce,1,9,70,7.8,36.0,4.0,52.0,5.8,34,3.8,5,0.6,1,10,29.4%,9,0,3,2,1,0,0,0
13,Jake Ferguson,1,6,70,11.7,25.0,4.2,30.0,5.0,45,7.5,10,1.7,0,7,17.1%,6,0,0,3,1,0,0,0
14,Pat Freiermuth,1,3,22,7.3,12.0,4.0,14.0,4.7,10,3.3,0,0.0,2,3,11.5%,3,0,2,1,0,0,0,0
15,Elijah Higgins,1,1,2,2.0,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,1,3.3%,1,0,1,0,0,0,0,0
16,Jonnu Smith,1,5,62,12.4,33.0,6.6,70.0,14.0,29,5.8,5,1.0,0,8,25.8%,6,1,0,3,0,0,0,0
17,Cole Kmet,1,3,57,19.0,28.0,9.3,33.0,11.0,29,9.7,0,0.0,0,4,14.3%,3,0,0,2,2,0,0,0
18,Tyler Conklin,1,6,55,9.2,21.0,3.5,40.0,6.7,34,5.7,9,1.5,0,9,17.6%,7,1,1,2,1,0,0,0
