,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Dallas Goedert,1,10,170,17.0,52.0,5.2,70.0,7.0,118,11.8,35,3.5,1,11,30.6%,10,0,0,4,4,3,2,2
2,Cole Kmet,1,10,97,9.7,76.0,7.6,94.0,9.4,21,2.1,8,0.8,0,11,22.9%,10,0,3,4,0,0,0,0
3,Dalton Kincaid,1,3,41,13.7,24.0,8.0,44.0,14.7,17,5.7,7,2.3,0,5,16.7%,3,0,2,1,1,0,0,0
4,Jake Ferguson,1,6,95,15.8,66.0,11.0,82.0,13.7,29,4.8,11,1.8,0,11,22.0%,6,0,0,4,2,0,0,0
5,Tyler Conklin,1,5,93,18.6,58.0,11.6,59.0,11.8,35,7.0,16,3.2,0,6,17.6%,5,0,1,4,3,0,0,0
6,Brenton Strange,1,2,12,6.0,8.0,4.0,39.0,19.5,4,2.0,2,1.0,0,5,11.4%,3,1,1,0,0,0,0,0
7,Nick Vannett,1,2,9,4.5,6.0,3.0,6.0,3.0,3,1.5,2,1.0,0,2,5.9%,2,0,1,0,0,0,0,0
8,Johnny Mundt,1,1,2,2.0,2.0,2.0,14.0,14.0,0,0.0,0,0.0,0,3,12.0%,1,0,2,0,0,0,0,0
9,Noah Fant,1,6,60,10.0,35.0,5.8,35.0,5.8,25,4.2,11,1.8,2,6,18.2%,6,0,0,3,0,0,0,0
10,Kyle Pitts,1,2,59,29.5,34.0,17.0,66.0,33.0,25,12.5,16,8.0,0,5,18.5%,2,0,1,1,1,1,1,1
11,Mike Gesicki,1,4,47,11.8,30.0,7.5,47.0,11.8,17,4.3,3,0.8,0,5,13.2%,4,0,0,3,0,0,0,0
12,Josh Whyle,1,4,43,10.8,31.0,7.8,33.0,8.3,12,3.0,7,1.8,0,5,14.7%,4,1,1,1,1,0,0,0
13,Eric Saubert,1,2,41,20.5,21.0,10.5,36.0,18.0,20,10.0,0,0.0,0,2,6.7%,2,0,0,2,0,0,0,0
14,Brock Bowers,1,3,41,13.7,18.0,6.0,22.0,7.3,23,7.7,0,0.0,0,4,10.3%,3,0,0,2,1,0,0,0
15,Kylen Granson,1,1,40,40.0,16.0,16.0,16.0,16.0,24,24.0,0,0.0,0,1,5.6%,1,0,0,1,1,1,1,1
16,Zach Ertz,1,5,38,7.6,33.0,6.6,33.0,6.6,5,1.0,0,0.0,0,5,21.7%,5,0,0,1,0,0,0,0
17,Sam LaPorta,1,2,36,18.0,25.0,12.5,25.0,12.5,11,5.5,7,3.5,0,2,9.1%,2,0,0,2,1,0,0,0
