RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Deebo Samuel Sr.,1,4,116,29.0,1.0,0.3,1.0,0.3,115,28.8,38,9.5,1,4,0.16,4,0,0,3,2,2,2,2,2.0,3.0,22.0,1.0,0.0,31.8
2,DK Metcalf,1,6,134,22.3,68.0,11.3,93.0,15.5,66,11.0,16,2.7,1,8,0.21100000000000002,7,1,3,4,2,2,1,1,3.0,0.0,0.0,0.0,0.0,31.4
3,Tyreek Hill,1,5,157,31.4,77.0,15.4,107.0,21.4,80,16.0,2,0.4,1,7,0.28,5,0,0,3,3,2,2,2,2.0,2.0,-4.0,0.0,0.0,27.3
4,Nico Collins,1,9,191,21.2,119.0,13.2,147.0,16.3,72,8.0,37,4.1,2,12,0.444,9,0,3,4,3,3,2,2,1.0,0.0,0.0,0.0,0.0,25.1
5,Mike Evans,1,7,162,23.1,85.0,12.1,212.0,30.3,77,11.0,15,2.1,0,12,0.444,7,0,0,5,2,2,2,2,1.0,0.0,0.0,0.0,0.0,22.2
6,Ja'Marr Chase,1,11,149,13.5,60.0,5.5,65.0,5.9,89,8.1,21,1.9,1,12,0.324,12,1,2,4,1,1,1,1,1.0,0.0,0.0,0.0,0.0,20.6
7,Christian Watson,1,7,71,10.1,57.0,8.1,78.0,11.1,14,2.0,0,0.0,0,9,0.257,7,0,3,3,0,0,0,0,2.0,2.0,15.0,0.0,0.0,20.6
8,CeeDee Lamb,1,12,116,9.7,83.0,6.9,128.0,10.7,33,2.8,11,0.9,0,17,0.425,15,1,6,4,1,0,0,0,1.0,2.0,30.0,0.0,0.0,20.6
9,Puka Nacua,1,4,105,26.3,48.0,12.0,105.0,26.3,57,14.3,0,0.0,0,7,0.20600000000000002,5,1,0,3,2,1,1,1,1.0,2.0,34.0,0.0,0.0,19.9
10,Michael Pittman Jr.,1,11,105,9.5,59.0,5.4,109.0,9.9,46,4.2,0,0.0,0,16,0.39,11,0,2,5,0,0,0,0,1.0,0.0,0.0,0.0,0.0,16.5
11,Alec Pierce,1,3,100,33.3,82.0,27.3,136.0,45.3,18,6.0,0,0.0,0,6,0.146,3,0,2,2,2,2,1,1,1.0,0.0,0.0,0.0,0.0,16.0
12,DeVonta Smith,1,9,96,10.7,61.0,6.8,99.0,11.0,35,3.9,0,0.0,0,11,0.262,9,0,2,6,1,0,0,0,1.0,0.0,0.0,0.0,0.0,15.6
13,DeAndre Hopkins,1,5,75,15.0,69.0,13.8,184.0,36.8,6,1.2,0,0.0,0,12,0.364,5,0,2,3,2,0,0,0,1.0,1.0,4.0,0.0,0.0,13.9
