RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Mike Evans,1,6,171,28.5,92.0,15.3,111.0,18.5,79.0,13.2,21,3.5,1,8,0.25,7,1,0,4,4,3,1,1,1.0,0.0,0.0,0.0,0.0,23.1
2,Keenan Allen,1,8,111,13.9,90.0,11.3,107.0,13.4,21.0,2.6,5,0.6,0,10,0.256,9,0,3,4,1,1,1,1,2.0,0.0,0.0,0.0,0.0,23.1
3,Tee Higgins,1,8,89,11.1,57.0,7.1,125.0,15.6,32.0,4.0,4,0.5,0,12,0.308,8,0,4,5,1,0,0,0,2.0,0.0,0.0,0.0,0.0,20.9
4,Nico Collins,1,7,146,20.9,92.0,13.1,112.0,16.0,54.0,7.7,35,5.0,1,9,0.209,7,0,1,5,5,1,0,0,1.0,0.0,0.0,0.0,0.0,20.6
5,DeVonta Smith,1,4,131,32.8,102.0,25.5,123.0,30.8,29.0,7.3,0,0.0,0,5,0.22699999999999998,4,0,0,2,2,2,2,2,1.0,0.0,0.0,0.0,0.0,19.1
6,George Pickens,1,4,127,31.8,58.0,14.5,102.0,25.5,69.0,17.3,42,10.5,0,10,0.345,4,0,0,3,3,1,1,1,1.0,0.0,0.0,0.0,0.0,18.7
7,Brandon Johnson,1,2,66,33.0,49.0,24.5,55.0,27.5,17.0,8.5,0,0.0,0,3,0.111,2,0,1,2,1,1,1,1,2.0,0.0,0.0,0.0,0.0,18.6
8,Josh Reynolds,1,5,66,13.2,57.0,11.4,82.0,16.4,9.0,1.8,5,1.0,0,6,0.17600000000000002,5,0,1,3,2,0,0,0,2.0,0.0,0.0,0.0,0.0,18.6
9,Marvin Mims Jr.,1,2,113,56.5,91.0,45.5,91.0,45.5,22.0,11.0,0,0.0,0,2,0.07400000000000001,2,0,0,2,2,2,2,2,1.0,2.0,10.0,0.0,0.0,18.3
10,Tyler Lockett,1,8,59,7.4,47.0,5.9,71.0,8.9,12.0,1.5,0,0.0,0,10,0.27,8,0,3,3,0,0,0,0,2.0,0.0,0.0,0.0,0.0,17.9
11,Deebo Samuel Sr.,1,6,63,10.5,11.0,1.8,55.0,9.2,52.0,8.7,5,0.8,1,9,0.375,6,0,1,2,1,0,0,0,0.0,5.0,38.0,1.0,0.0,16.1
12,Jayden Reed,1,4,37,9.3,17.0,4.3,61.0,15.3,20.0,5.0,2,0.5,0,8,0.32,4,0,2,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,15.7
