RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Jordan Addison,1,7,123,17.6,68.0,9.7,99.0,14.1,55.0,7.9,39,5.6,1,10,0.233,7,0,2,5,2,1,1,1,2.0,0.0,0.0,0.0,0.0,24.3
2,A.J. Brown,1,10,137,13.7,108.0,10.8,145.0,14.5,29.0,2.9,13,1.3,1,15,0.5,11,1,1,4,2,2,1,1,1.0,0.0,0.0,0.0,0.0,19.7
3,Josh Downs,1,5,125,25.0,60.0,12.0,97.0,19.4,65.0,13.0,7,1.4,1,6,0.273,5,0,0,3,3,2,1,1,1.0,0.0,0.0,0.0,0.0,18.5
4,Puka Nacua,1,8,154,19.3,62.0,7.8,116.0,14.5,92.0,11.5,23,2.9,1,12,0.444,8,0,0,5,5,3,0,0,0.0,0.0,0.0,0.0,0.0,15.4
5,Tyreek Hill,1,11,88,8.0,63.0,5.7,99.0,9.0,25.0,2.3,0,0.0,0,15,0.469,13,2,1,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.8
6,Marquez Valdes-Scantling,1,3,84,28.0,49.0,16.3,69.0,23.0,35.0,11.7,0,0.0,0,5,0.125,4,1,0,3,2,1,1,1,1.0,0.0,0.0,0.0,0.0,14.4
7,Michael Pittman Jr.,1,2,83,41.5,22.0,11.0,71.0,35.5,61.0,30.5,56,28.0,1,5,0.22699999999999998,2,0,2,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,14.3
8,Mike Evans,1,6,82,13.7,59.0,9.8,87.0,14.5,23.0,3.8,2,0.3,0,8,0.195,6,0,1,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0,14.2
9,Courtland Sutton,1,6,76,12.7,66.0,11.0,66.0,11.0,10.0,1.7,2,0.3,0,6,0.25,6,0,1,3,1,1,0,0,1.0,0.0,0.0,0.0,0.0,13.6
10,Joshua Palmer,1,5,133,26.6,84.0,16.8,104.0,20.8,49.0,9.8,0,0.0,0,7,0.233,5,0,0,4,3,1,1,1,0.0,0.0,0.0,0.0,0.0,13.3
