,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
28,AJ Dillon,1,15,71.0,4.7,35,2.3,36,2.4,1,0,0.0,0,2,0,0,0,0,11,0,0,0,0
29,Joe Mixon,1,18,58.0,3.2,25,1.4,33,1.8,0,1,-2.0,0,1,0,0,0,0,17,2,2,0,2
30,Rex Burkhead,1,11,40.0,3.6,35,3.2,5,0.5,1,2,-2.0,0,1,0,0,0,0,10,4,4,0,5
31,Royce Freeman,1,11,15.0,1.4,2,0.2,13,1.2,0,3,-13.0,0,0,0,0,0,0,8,6,8,0,0
32,Nick Chubb,1,17,59.0,3.5,38,2.2,21,1.2,1,1,-2.0,0,2,0,0,0,0,15,3,4,0,3
33,Latavius Murray,1,1,1.0,1.0,0,0.0,0,0.0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0
34,Ty Johnson,1,6,17.0,2.8,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,7,4,7,1,9
35,Jeff Wilson Jr.,1,13,56.0,4.3,36,2.8,20,1.5,0,1,-1.0,0,1,0,0,0,0,12,0,0,0,0
36,Josh Jacobs,1,9,24.0,2.7,20,2.2,4,0.4,0,1,-2.0,0,0,0,0,0,0,5,5,6,0,2
37,Corey Clement,1,13,44.0,3.4,23,1.8,21,1.6,0,0,0.0,0,1,0,0,0,0,10,1,2,1,1
38,Justin Jackson,1,9,35.0,3.9,23,2.6,12,1.3,0,0,0.0,0,0,0,0,0,0,9,1,1,0,7
39,Jaret Patterson,1,4,29.0,7.3,15,3.8,14,3.5,0,0,0.0,0,1,0,0,0,0,12,1,1,0,3
40,Joshua Kelley,1,10,33.0,3.3,16,1.6,17,1.7,2,0,0.0,0,1,0,0,0,0,12,1,1,0,1
41,Ameer Abdullah,1,4,16.0,4.0,4,1.0,12,3.0,1,0,0.0,0,0,0,0,0,0,4,2,4,0,5
42,Samaje Perine,1,4,11.0,2.8,5,1.3,6,1.5,0,0,0.0,0,0,0,0,0,0,6,4,5,1,8
43,Tony Jones Jr.,1,6,10.0,1.7,0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,5,1,1,0,0
44,D'Ernest Johnson,1,4,22.0,5.5,7,1.8,15,3.8,1,1,-2.0,0,1,0,0,0,0,13,1,1,0,1
45,La'Mical Perine,1,7,28.0,4.0,21,3.0,7,1.0,0,1,-1.0,0,1,0,0,0,0,14,0,0,0,0
46,Alexander Mattison,1,6,27.0,4.5,19,3.2,8,1.3,0,0,0.0,0,1,0,0,0,0,14,0,1,0,0
47,Antonio Gibson,1,10,36.0,3.6,18,1.8,18,1.8,0,0,0.0,0,1,0,0,0,0,13,2,2,0,1
48,Peyton Barber,1,1,7.0,7.0,6,6.0,1,1.0,0,0,0.0,0,0,0,0,0,0,7,2,3,0,9
49,Kareem Hunt,1,2,5.0,2.5,0,0.0,5,2.5,0,0,0.0,0,0,0,0,0,0,3,2,2,1,1
50,Damien Williams,1,2,13.0,6.5,8,4.0,5,2.5,0,0,0.0,0,0,0,0,0,0,8,1,1,0,2
51,Alex Collins,1,7,16.0,2.3,11,1.6,5,0.7,0,2,-4.0,0,0,0,0,0,0,7,1,1,0,0
52,DeeJay Dallas,1,2,16.0,8.0,13,6.5,3,1.5,0,0,0.0,0,1,0,0,0,0,13,0,0,0,0
53,Jeremy McNichols,1,8,16.0,2.0,5,0.6,11,1.4,1,2,-6.0,0,1,0,0,0,0,12,0,1,0,0
54,Trey Ragas,1,1,9.0,9.0,7,7.0,2,2.0,0,0,0.0,0,0,0,0,0,0,9,2,2,0,1
55,Dontrell Hilliard,1,6,13.0,2.2,8,1.3,5,0.8,0,1,-1.0,0,0,0,0,0,0,4,0,2,0,0
56,Matt Breida,1,3,12.0,4.0,0,0.0,12,4.0,0,1,-3.0,0,1,0,0,0,0,11,0,1,0,0
57,JaMycal Hasty,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,0
58,Ronald Jones II,1,3,8.0,2.7,3,1.0,5,1.7,0,1,-2.0,0,0,0,0,0,0,9,0,0,0,0
59,Carlos Hyde,1,1,2.0,2.0,0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,1
60,Dare Ogunbowale,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,1
61,Godwin Igwebuike,1,8,25.0,3.1,10,1.3,15,1.9,0,1,-3.0,0,0,0,0,0,0,6,0,0,0,0
62,Kyle Juszczyk,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,1,0
63,James Robinson,1,6,4.0,0.7,0,0.0,4,0.7,0,2,-5.0,0,0,0,0,0,0,5,0,0,0,0
64,JaQuan Hardy,1,1,3.0,3.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
65,Khalil Herbert,1,1,3.0,3.0,2,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
66,Michael Burton,1,1,3.0,3.0,0,0.0,3,3.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
67,Qadree Ollison,1,5,23.0,4.6,11,2.2,12,2.4,0,1,-2.0,0,1,0,0,0,0,11,0,0,0,0
68,Andy Janovich,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
69,Benny Snell Jr.,1,1,-2.0,-2.0,0,0.0,0,0.0,1,1,-2.0,0,0,0,0,0,0,0,0,0,0,0
70,Ke'Shawn Vaughn,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
71,Khari Blasingame,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
72,Trayveon Williams,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
73,Jonathan Ward,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
74,Raheem Mostert,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
75,Kalen Ballage,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
76,Darrynton Evans,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
77,Mike Boone,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
78,Kene Nwangwu,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
79,Patrick Taylor Jr.,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
80,Adam Prentice,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
81,Brandin Bryant,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
82,Cam Akers,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,Sandro Platzgummer,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Jermar Jefferson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Rhamondre Stevenson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Jakob Johnson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Kenneth Gainwell,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Alec Ingold,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Jake Funk,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Nyheim Hines,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Jonathan Taylor,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Dwayne Washington,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Christian McCaffrey,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Trey Sermon,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Elijah Mitchell,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Miles Sanders,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Chris Evans,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Demetric Felton Jr.,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Reggie Gilliam,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Zack Moss,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Myles Gaskin,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Gary Brightwell,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Michael Carter,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,J.K. Dobbins,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,C.J. Ham,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Derek Watt,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Jamaal Williams,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Tony Pollard,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,J.J. Taylor,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Chase Edmonds,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,D'Andre Swift,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Travis Homer,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Derrick Henry,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Patrick Ricard,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Avery Williams,0,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
