,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,James Conner,1,21,96,4.6,23.0,1.1,73,3.5,1,2,-6.0,13,2,1,1,0,0,35,5,5,0,28
2,Jonathan Taylor,1,19,172,9.1,56.0,2.9,116,6.1,2,0,0.0,78,5,2,1,1,1,78,2,2,0,10
3,Nick Chubb,1,14,137,9.8,21.0,1.5,116,8.3,3,1,-2.0,70,5,2,1,1,1,70,2,2,0,3
4,Joe Mixon,1,13,64,4.9,25.0,1.9,39,3.0,0,0,0.0,11,2,1,0,0,0,21,5,5,0,25
5,Nyheim Hines,1,6,74,12.3,29.0,4.8,45,7.5,0,0,0.0,34,3,2,1,0,0,34,4,6,0,4
6,Alvin Kamara,1,13,50,3.8,31.0,2.4,19,1.5,0,1,-1.0,2,1,0,0,0,0,14,4,7,0,16
7,Melvin Gordon III,1,21,80,3.8,46.0,2.2,34,1.6,3,4,-9.0,3,4,0,0,0,0,14,2,2,1,2
8,Devonta Freeman,1,13,79,6.1,36.0,2.8,43,3.3,0,0,0.0,0,1,0,0,0,0,19,2,3,1,0
9,Najee Harris,1,22,62,2.8,40.0,1.8,22,1.0,4,2,-3.0,10,2,0,0,0,0,13,3,3,0,10
10,Cordarrelle Patterson,1,9,10,1.1,4.0,0.4,6,0.7,0,0,0.0,0,0,0,0,0,0,4,6,6,1,38
11,Jordan Howard,1,17,71,4.2,42.0,2.5,29,1.7,2,0,0.0,4,1,0,0,0,0,18,0,0,0,0
12,Dalvin Cook,1,17,110,6.5,76.0,4.5,34,2.0,0,4,-11.0,0,3,2,1,1,1,66,3,3,0,6
13,Devontae Booker,1,21,99,4.7,63.0,3.0,36,1.7,0,1,-3.0,0,2,1,0,0,0,20,3,3,0,0
14,Javonte Williams,1,17,111,6.5,59.0,3.5,52,3.1,4,1,-3.0,0,5,2,1,0,0,30,0,0,0,0
15,Le'Veon Bell,1,11,48,4.4,22.0,2.0,26,2.4,2,0,0.0,1,1,0,0,0,0,12,0,0,0,0
16,Christian McCaffrey,1,14,52,3.7,36.0,2.6,25,1.8,0,0,0.0,0,2,0,0,0,0,10,4,5,0,19
17,Rhamondre Stevenson,1,10,62,6.2,37.0,3.7,25,2.5,2,0,0.0,0,3,0,0,0,0,13,2,2,0,18
18,Ty Johnson,1,4,21,5.3,17.0,4.3,4,1.0,0,0,0.0,0,0,0,0,0,0,9,2,3,0,17
19,Kenyan Drake,1,4,30,7.5,23.0,5.8,7,1.8,0,0,0.0,0,1,1,0,0,0,21,6,8,2,12
20,Eno Benjamin,1,9,39,4.3,10.0,1.1,29,3.2,1,1,-3.0,21,1,1,0,0,0,21,0,0,0,0
21,Myles Gaskin,1,20,34,1.7,20.0,1.0,14,0.7,0,4,-10.0,6,0,0,0,0,0,6,6,6,1,9
22,Ezekiel Elliott,1,10,51,5.1,32.0,3.2,19,1.9,1,1,-1.0,0,2,0,0,0,0,11,3,3,0,7
23,Patrick Ricard,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,5,1,9
24,Josh Jacobs,1,13,76,5.8,42.0,3.2,34,2.6,3,0,0.0,0,4,0,0,0,0,14,4,4,1,3
25,Damien Harris,1,15,30,2.0,13.0,0.9,17,1.1,2,3,-9.0,3,0,0,0,0,0,8,1,1,1,1
26,AJ Dillon,1,8,46,5.8,20.0,2.5,26,3.3,0,0,0.0,0,1,0,0,0,0,15,4,4,0,6
27,Adrian Peterson,1,10,21,2.1,6.0,0.6,15,1.5,0,0,0.0,1,0,0,0,0,0,6,1,1,0,2
28,Michael Carter,1,13,49,3.8,33.0,2.5,16,1.2,1,1,-2.0,0,1,0,0,0,0,16,1,2,0,5
29,Sony Michel,1,7,20,2.9,11.0,1.6,9,1.3,0,0,0.0,0,0,0,0,0,0,8,2,3,2,2
30,Austin Ekeler,1,17,59,3.5,24.0,1.4,35,2.1,2,2,-4.0,0,3,0,0,0,0,16,3,3,0,6
31,Brandon Bolden,1,8,54,6.8,27.0,3.4,27,3.4,1,1,-1.0,0,3,0,0,0,0,16,2,2,0,5
32,David Montgomery,1,13,63,4.8,39.0,3.0,24,1.8,0,0,0.0,0,3,1,0,0,0,21,2,2,1,2
33,Elijah Mitchell,1,8,36,4.5,13.0,1.6,23,2.9,2,2,-6.0,0,2,0,0,0,0,14,5,5,0,21
34,Darrel Williams,1,19,70,3.7,39.0,2.1,31,1.6,2,2,-2.0,0,1,0,0,0,0,11,3,4,1,2
35,Kene Nwangwu,1,1,9,9.0,0.0,0.0,9,9.0,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
36,Mark Ingram II,1,9,43,4.8,19.0,2.1,24,2.7,0,1,-1.0,0,1,0,0,0,0,11,5,5,0,4
37,Kenneth Gainwell,1,2,3,1.5,2.0,1.0,1,0.5,0,0,0.0,1,0,0,0,0,0,2,0,0,0,0
38,Devin Singletary,1,6,16,2.7,8.0,1.3,8,1.3,0,1,-1.0,0,0,0,0,0,0,5,7,8,0,15
39,Darrell Henderson Jr.,1,11,55,5.0,23.0,2.1,32,2.9,0,0,0.0,0,2,0,0,0,0,14,3,4,0,2
40,Aaron Jones,1,12,53,4.4,27.0,2.3,26,2.2,0,2,-3.0,0,0,0,0,0,0,9,0,2,0,0
41,Carlos Hyde,1,21,67,3.2,42.0,2.0,25,1.2,0,4,-6.0,0,1,0,0,0,0,15,1,2,0,2
42,Tony Pollard,1,4,11,2.8,0.0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,8,1,2,0,32
43,David Johnson,1,4,11,2.8,6.0,1.5,5,1.3,0,0,0.0,0,0,0,0,0,0,4,3,5,2,14
44,Boston Scott,1,10,40,4.0,21.0,2.1,19,1.9,2,0,0.0,0,1,0,0,0,0,10,0,0,0,0
45,Samaje Perine,1,5,20,4.0,6.0,1.2,14,2.8,0,0,0.0,0,0,0,0,0,0,9,2,3,1,10
46,Chuba Hubbard,1,3,3,1.0,0.0,0.0,3,1.0,0,1,-2.0,0,0,0,0,0,0,3,1,2,0,3
47,Jeremy McNichols,1,7,24,3.4,16.0,2.3,8,1.1,0,1,-3.0,0,1,0,0,0,0,14,3,3,0,4
48,Ameer Abdullah,1,1,0,0.0,-1.0,-1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,0,4,5,0,0
49,D'Onta Foreman,1,5,29,5.8,9.0,1.8,20,4.0,1,0,0.0,0,1,0,0,0,0,11,0,0,0,0
50,Alec Ingold,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,8
51,Phillip Lindsay,1,8,28,3.5,22.0,2.8,6,0.8,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
52,C.J. Ham,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
53,Elijhaa Penny,1,5,35,7.0,16.0,3.2,19,3.8,0,0,0.0,0,2,0,0,0,0,12,2,2,0,0
54,Jerick McKinnon,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,3
55,Zack Moss,1,3,6,2.0,1.0,0.3,5,1.7,1,1,-3.0,0,0,0,0,0,0,7,2,4,1,4
56,Demetric Felton Jr.,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,8
57,Derrick Gore,1,3,13,4.3,10.0,3.3,3,1.0,0,0,0.0,0,0,0,0,0,0,7,1,1,0,3
58,Jalen Richard,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,0
59,Mike Davis,1,9,13,1.4,4.0,0.4,9,1.0,0,2,-5.0,0,0,0,0,0,0,5,1,2,0,0
60,D'Ernest Johnson,1,8,16,2.0,4.0,0.5,12,1.5,2,3,-6.0,0,0,0,0,0,0,7,0,0,0,0
61,Kyle Juszczyk,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,0
62,JaMycal Hasty,1,1,2,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,3,4,1,1
63,Khalil Herbert,1,4,13,3.3,4.0,1.0,9,2.3,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0
64,Alex Armah Jr.,1,2,12,6.0,4.0,2.0,8,4.0,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
65,Chris Evans,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
66,Joshua Kelley,1,3,6,2.0,3.0,1.0,3,1.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0
67,Rex Burkhead,1,2,9,4.5,7.0,3.5,2,1.0,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0
68,Benny Snell Jr.,1,2,6,3.0,5.0,2.5,1,0.5,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
69,Salvon Ahmed,1,4,6,1.5,3.0,0.8,3,0.8,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
70,Dare Ogunbowale,1,1,1,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0
71,Alexander Mattison,1,4,0,0.0,-2.0,-0.5,2,0.5,0,1,-3.0,0,0,0,0,0,0,2,1,1,1,0
72,Chase Edmonds,1,1,3,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
73,Derek Watt,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
74,Kalen Ballage,1,0,0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
