,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Alvin Kamara,1,20,51.0,2.6,29.0,1.5,22,1.1,0,2,-3.0,0,1,0,0,0,0,12,10,11,1,40
2,Damien Harris,1,14,106.0,7.6,76.0,5.4,30,2.1,0,1,-2.0,3,4,1,1,0,0,32,2,2,0,0
3,D'Ernest Johnson,1,22,146.0,6.6,63.0,2.9,83,3.8,1,0,0.0,4,4,2,0,0,0,20,2,2,0,9
4,D'Andre Swift,1,13,48.0,3.7,25.0,1.9,23,1.8,1,0,0.0,0,2,0,0,0,0,14,8,10,1,63
5,Elijah Mitchell,1,18,107.0,5.9,58.0,3.2,49,2.7,2,1,-3.0,14,4,1,0,0,0,20,0,0,0,0
6,Leonard Fournette,1,15,81.0,5.4,41.0,2.7,40,2.7,3,2,-4.0,2,3,0,0,0,0,15,2,4,1,1
7,Jonathan Taylor,1,18,107.0,5.9,39.0,2.2,68,3.8,3,2,-4.0,5,3,1,1,0,0,33,3,3,0,3
8,J.J. Taylor,1,9,21.0,2.3,16.0,1.8,5,0.6,0,3,-5.0,1,1,0,0,0,0,15,1,1,0,5
9,Derrick Henry,1,29,86.0,3.0,28.0,1.0,58,2.0,1,4,-10.0,0,1,0,0,0,0,11,2,2,1,3
10,Brandon Bolden,1,2,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,6,7,3,22
11,Kenyan Drake,1,14,69.0,4.9,36.0,2.6,33,2.4,0,1,-3.0,4,2,0,0,0,0,12,3,3,1,1
