,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
35,Tevin Coleman,1,14,57.0,4.1,25.0,1.8,32,2.3,4,1,-1.0,0,2,0,0,0,0,12,1,1,1,1
36,Alvin Kamara,1,13,52.0,4.0,43.0,3.3,9,0.7,0,1,-1.0,0,2,0,0,0,0,19,2,4,0,0
37,Jordan Howard,1,9,37.0,4.1,19.0,2.1,18,2.0,0,0,0.0,0,0,0,0,0,0,6,2,4,1,3
38,AJ Dillon,1,9,41.0,4.6,20.0,2.2,21,2.3,0,0,0.0,0,0,0,0,0,0,8,3,3,1,4
39,Craig Reynolds,1,11,29.0,2.6,11.0,1.0,18,1.6,0,2,-5.0,0,0,0,0,0,0,5,3,4,0,13
40,Tony Pollard,1,8,34.0,4.3,29.0,3.6,5,0.6,0,0,0.0,0,0,0,0,0,0,9,2,3,1,0
41,Miles Sanders,1,7,45.0,6.4,34.0,4.9,11,1.6,0,0,0.0,0,3,0,0,0,0,15,1,3,0,0
42,Devontae Booker,1,6,27.0,4.5,9.0,1.5,18,3.0,0,0,0.0,0,1,0,0,0,0,10,4,4,0,3
43,Kyle Juszczyk,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,5,0,26
44,Duke Johnson Jr.,1,13,39.0,3.0,18.0,1.4,21,1.6,1,1,-1.0,0,1,0,0,0,0,10,0,0,0,0
45,DeeJay Dallas,1,4,15.0,3.8,10.0,2.5,5,1.3,1,0,0.0,0,0,0,0,0,0,7,4,4,0,3
46,Phillip Lindsay,1,13,36.0,2.8,21.0,1.6,15,1.2,0,1,-3.0,0,0,0,0,0,0,6,0,0,0,0
47,Mike Davis,1,7,28.0,4.0,14.0,2.0,14,2.0,0,0,0.0,0,0,0,0,0,0,9,1,1,0,4
48,Royce Freeman,1,12,34.0,2.8,16.0,1.3,18,1.5,0,1,-2.0,0,1,0,0,0,0,13,0,0,0,0
49,Jaret Patterson,1,9,33.0,3.7,28.0,3.1,5,0.6,1,0,0.0,0,1,0,0,0,0,10,0,0,0,0
50,Jeremy McNichols,1,7,31.0,4.4,23.0,3.3,8,1.1,0,0,0.0,0,1,0,0,0,0,10,0,1,0,0
51,JaMycal Hasty,1,1,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,0
52,Saquon Barkley,1,15,32.0,2.1,9.0,0.6,23,1.5,1,3,-7.0,0,0,0,0,0,0,7,1,1,0,0
53,Benny Snell Jr.,1,5,20.0,4.0,9.0,1.8,11,2.2,1,0,0.0,0,0,0,0,0,0,8,1,1,0,1
54,Zack Moss,1,3,12.0,4.0,7.0,2.3,5,1.7,0,0,0.0,0,0,0,0,0,0,6,1,1,0,4
55,Brandon Bolden,1,2,4.0,2.0,1.0,0.5,3,1.5,0,0,0.0,0,0,0,0,0,0,3,2,5,1,9
56,Latavius Murray,1,5,12.0,2.4,7.0,1.4,5,1.0,0,0,0.0,0,0,0,0,0,0,6,1,1,0,2
57,Joshua Kelley,1,5,7.0,1.4,6.0,1.2,1,0.2,0,1,-1.0,0,0,0,0,0,0,5,1,1,0,8
58,Elijhaa Penny,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,4,4,0,7
59,Corey Clement,1,4,18.0,4.5,10.0,2.5,8,2.0,1,0,0.0,0,0,0,0,0,0,8,0,0,0,0
60,Nyheim Hines,1,3,11.0,3.7,9.0,3.0,2,0.7,0,0,0.0,0,0,0,0,0,0,5,1,1,0,0
61,Mark Ingram II,1,4,17.0,4.3,10.0,2.5,7,1.8,1,0,0.0,0,0,0,0,0,0,7,0,0,0,0
62,Darrell Henderson Jr.,1,1,17.0,17.0,12.0,12.0,5,5.0,0,0,0.0,0,1,0,0,0,0,17,0,0,0,0
63,Myles Gaskin,1,3,10.0,3.3,7.0,2.3,3,1.0,0,0,0.0,0,0,0,0,0,0,5,1,3,1,1
64,Reggie Bonnafon,1,1,4.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,2,2,1,0
65,Damien Williams,1,1,12.0,12.0,8.0,8.0,4,4.0,1,0,0.0,0,1,0,0,0,0,12,1,2,0,2
66,Dontrell Hilliard,1,5,20.0,4.0,18.0,3.6,2,0.4,0,1,-1.0,0,0,0,0,0,0,9,2,2,0,0
67,Kene Nwangwu,1,5,8.0,1.6,3.0,0.6,5,1.0,0,1,-2.0,0,0,0,0,0,0,5,2,2,0,2
68,C.J. Ham,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,1,4
69,Jonathan Williams,1,3,9.0,3.0,4.0,1.3,5,1.7,1,0,0.0,0,0,0,0,0,0,4,1,2,0,0
70,James Robinson,1,3,10.0,3.3,6.0,2.0,4,1.3,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
71,Jalen Richard,1,1,4.0,4.0,2.0,2.0,2,2.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,1
72,Ameer Abdullah,1,2,1.0,0.5,0.0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,3,3,6,2,0
73,Jakob Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
74,Chuba Hubbard,1,6,9.0,1.5,3.0,0.5,6,1.0,0,1,-2.0,0,0,0,0,0,0,4,0,1,0,0
75,Reggie Gilliam,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,3
76,Andy Janovich,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,0
77,Samaje Perine,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,1
78,Kenneth Gainwell,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
79,Tony Jones Jr.,1,2,6.0,3.0,4.0,2.0,2,1.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
80,Jonathan Ward,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
81,Nathan Cottrell,1,1,3.0,3.0,0.0,0.0,3,3.0,1,0,0.0,0,0,0,0,0,0,3,0,0,0,0
82,Michael Burton,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
83,Adam Prentice,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
84,Chris Evans,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,0
85,Kenjon Barner,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Godwin Igwebuike,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Le'Veon Bell,1,2,-1.0,-0.5,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
88,Khari Blasingame,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
89,Jake Funk,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
90,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Raheem Mostert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Deon Jackson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Patrick Taylor Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Cam Akers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Jaylen Samuels,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Jermar Jefferson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Trayveon Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Dalvin Cook,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,James Conner,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Ty Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Alec Ingold,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Ty Montgomery II,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Christian McCaffrey,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Trey Sermon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Elijah Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Kareem Hunt,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Demetric Felton Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Melvin Gordon III,1,7,-4.0,-0.6,-8.0,-1.1,4,0.6,0,3,-11.0,0,0,0,0,0,0,4,1,1,0,4
111,Gary Brightwell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Keith Smith,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Rhamondre Stevenson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Wayne Gallman Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Austin Ekeler,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,D'Andre Swift,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Patrick Ricard,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Derrick Henry,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Travis Homer,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Avery Williams,0,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
