,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,AJ Dillon,1,21,66,3.1,27,1.3,39,1.9,2,1,-1.0,3,1,0,0,0,0,11,2,2,0,46
2,Rhamondre Stevenson,1,20,100,5.0,45,2.3,55,2.8,3,3,-3.0,5,4,0,0,0,0,18,4,5,2,4
3,Darrel Williams,1,11,43,3.9,31,2.8,12,1.1,0,1,-1.0,0,1,1,0,0,0,21,9,9,1,24
4,Antonio Gibson,1,24,64,2.7,31,1.3,33,1.4,1,5,-16.0,1,2,0,0,0,0,15,2,2,0,1
5,Jonathan Taylor,1,21,116,5.5,84,4.0,32,1.5,0,1,-1.0,4,2,2,1,0,0,34,6,8,1,2
6,Dalvin Cook,1,24,94,3.9,31,1.3,63,2.6,3,2,-4.0,1,2,0,0,0,0,12,3,5,0,3
7,Ezekiel Elliott,1,14,41,2.9,29,2.1,12,0.9,2,1,-3.0,2,0,0,0,0,0,9,3,3,1,3
8,Mark Ingram II,1,14,47,3.4,31,2.2,16,1.1,1,0,0.0,13,1,0,0,0,0,13,4,7,2,14
9,Christian McCaffrey,1,13,95,7.3,56,4.3,39,3.0,1,1,-1.0,0,7,0,0,0,0,15,10,10,1,19
10,D'Ernest Johnson,1,19,99,5.2,56,2.9,43,2.3,2,2,-5.0,0,3,1,0,0,0,24,7,8,0,26
11,Matt Breida,1,3,28,9.3,25,8.3,3,1.0,0,0,0.0,15,1,0,0,0,0,15,3,3,2,1
12,James Robinson,1,12,57,4.8,37,3.1,20,1.7,0,0,0.0,1,3,0,0,0,0,18,4,5,0,6
13,Michael Carter,1,16,39,2.4,21,1.3,18,1.1,1,3,-5.0,1,0,0,0,0,0,8,4,6,0,18
14,D'Andre Swift,1,33,130,3.9,44,1.3,86,2.6,4,4,-12.0,0,5,1,0,0,0,21,3,6,0,3
15,Najee Harris,1,26,105,4.0,37,1.4,68,2.6,0,0,0.0,0,2,0,0,0,0,12,4,4,0,18
16,James Conner,1,10,39,3.9,19,1.9,20,2.0,1,1,-1.0,11,2,0,0,0,0,11,3,4,0,17
17,Austin Ekeler,1,11,44,4.0,15,1.4,29,2.6,0,0,0.0,0,0,0,0,0,0,9,3,6,2,3
18,Godwin Igwebuike,1,2,56,28.0,17,8.5,39,19.5,1,0,0.0,42,2,1,1,1,0,42,0,0,0,0
19,Devin Singletary,1,7,43,6.1,23,3.3,20,2.9,1,0,0.0,2,2,0,0,0,0,15,1,1,0,1
20,Boston Scott,1,11,81,7.4,47,4.3,34,3.1,2,1,-2.0,0,3,2,0,0,0,23,2,2,0,2
21,Jermar Jefferson,1,3,41,13.7,31,10.3,10,3.3,0,0,0.0,28,1,1,0,0,0,28,0,0,0,0
22,Tony Pollard,1,11,42,3.8,21,1.9,21,1.9,2,1,-3.0,0,1,0,0,0,0,15,6,7,2,6
23,Leonard Fournette,1,11,47,4.3,27,2.5,20,1.8,0,0,0.0,0,0,0,0,0,0,8,8,9,1,3
24,Elijah Mitchell,1,27,91,3.4,47,1.7,44,1.6,2,5,-10.0,0,2,0,0,0,0,17,0,0,0,0
