,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Derrick Henry,1,35,182.0,5.2,93.0,2.7,89,2.5,1,2,-4.0,60,3,1,1,1,1,60,6,6,1,4
2,Aaron Jones,1,17,67.0,3.9,42.0,2.5,25,1.5,1,1,-4.0,1,0,0,0,0,0,9,6,6,4,4
3,Tony Pollard,1,13,109.0,8.4,45.0,3.5,64,4.9,2,0,0.0,4,3,2,0,0,0,28,3,3,0,17
4,Christian McCaffrey,1,24,72.0,3.0,27.0,1.1,45,1.9,6,4,-5.0,11,2,0,0,0,0,16,5,6,0,22
5,Cordarrelle Patterson,1,7,11.0,1.6,-1.0,-0.1,12,1.7,1,1,-3.0,10,1,0,0,0,0,10,5,7,2,21
6,Nick Chubb,1,11,95.0,8.6,34.0,3.1,61,5.5,1,1,-4.0,26,4,2,0,0,0,26,1,1,0,2
7,Ezekiel Elliott,1,16,71.0,4.4,41.0,2.6,30,1.9,0,2,-3.0,5,2,0,0,0,0,19,2,2,0,5
8,J.D. McKissic,1,4,10.0,2.5,0.0,0.0,0,0.0,0,0,0.0,2,0,0,0,0,0,4,5,6,0,0
9,Chris Carson,1,13,31.0,2.4,14.0,1.1,17,1.3,3,1,-1.0,2,0,0,0,0,0,8,0,0,0,0
10,Devin Singletary,1,13,82.0,6.3,68.0,5.2,14,1.1,0,1,-1.0,46,1,1,1,1,0,46,2,3,0,6
11,Dalvin Cook,1,22,131.0,6.0,70.0,3.2,61,2.8,0,1,-2.0,0,7,0,0,0,0,16,2,3,0,3
12,Darrell Henderson Jr.,1,13,53.0,4.1,33.0,2.5,20,1.5,0,0,0.0,2,2,0,0,0,0,13,3,5,1,7
13,Najee Harris,1,10,38.0,3.8,21.0,2.1,17,1.7,3,2,-3.0,0,2,0,0,0,0,14,5,5,0,28
14,Austin Ekeler,1,9,54.0,6.0,22.0,2.4,32,3.6,2,0,0.0,0,2,1,0,0,0,20,9,9,1,17
15,Zack Moss,1,8,26.0,3.3,6.0,0.8,20,2.5,5,0,0.0,7,1,0,0,0,0,10,2,2,1,2
16,James White,1,5,20.0,4.0,17.0,3.4,3,0.6,0,1,-1.0,7,0,0,0,0,0,7,6,6,1,16
17,Damien Harris,1,16,62.0,3.9,19.0,1.2,43,2.7,2,4,-9.0,26,2,1,0,0,0,26,1,1,0,0
18,Demetric Felton Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,36
19,Latavius Murray,1,9,36.0,4.0,21.0,2.3,15,1.7,1,1,-4.0,5,0,0,0,0,0,8,0,0,0,0
20,Ty'Son Williams,1,13,77.0,5.9,57.0,4.4,20,1.5,1,0,0.0,0,3,1,0,0,0,20,2,2,1,1
21,Michael Carter,1,11,59.0,5.4,44.0,4.0,15,1.4,0,1,-3.0,0,3,0,0,0,0,14,2,3,0,12
22,Phillip Lindsay,1,5,2.0,0.4,0.0,0.0,2,0.4,0,2,-4.0,0,0,0,0,0,0,5,1,1,0,0
23,David Montgomery,1,20,61.0,3.1,29.0,1.5,32,1.6,2,3,-5.0,0,1,0,0,0,0,11,3,4,1,8
24,D'Andre Swift,1,8,37.0,4.6,35.0,4.4,2,0.3,0,0,0.0,0,1,0,0,0,0,12,4,5,0,0
25,Leonard Fournette,1,11,52.0,4.7,24.0,2.2,28,2.5,0,0,0.0,0,1,0,0,0,0,10,4,4,2,9
26,Chase Edmonds,1,8,46.0,5.8,22.0,2.8,24,3.0,1,0,0.0,0,1,0,0,0,0,14,5,5,0,9
27,Javonte Williams,1,13,64.0,4.9,29.0,2.2,35,2.7,4,1,-6.0,0,2,0,0,0,0,16,1,1,0,2
28,Antonio Gibson,1,13,69.0,5.3,34.0,2.6,35,2.7,4,0,0.0,0,3,0,0,0,0,14,2,2,0,0
29,Joe Mixon,1,20,69.0,3.5,33.0,1.7,36,1.8,2,2,-4.0,0,1,0,0,0,0,10,1,2,0,2
30,Melvin Gordon III,1,13,31.0,2.4,19.0,1.5,12,0.9,0,1,-1.0,0,0,0,0,0,0,8,2,2,0,2
31,Saquon Barkley,1,13,57.0,4.4,23.0,1.8,34,2.6,1,3,-9.0,0,1,1,1,1,0,41,2,3,0,5
32,James Robinson,1,11,47.0,4.3,30.0,2.7,17,1.5,1,1,-1.0,0,1,0,0,0,0,12,3,3,0,5
33,Mike Davis,1,9,38.0,4.2,20.0,2.2,18,2.0,0,1,-1.0,0,0,0,0,0,0,8,7,7,0,6
34,Andy Janovich,1,2,0.0,0.0,-1.0,-0.5,1,0.5,0,1,-1.0,1,0,0,0,0,0,1,0,0,0,0
35,JaMycal Hasty,1,5,38.0,7.6,31.0,6.2,7,1.4,1,0,0.0,0,1,1,0,0,0,21,4,5,1,0
36,Miles Sanders,1,13,55.0,4.2,41.0,3.2,14,1.1,9,2,-5.0,0,1,0,0,0,0,10,1,2,0,0
37,Darrel Williams,1,3,-2.0,-0.7,-4.0,-1.3,2,0.7,1,1,-5.0,2,0,0,0,0,0,2,0,0,0,0
38,Kenyan Drake,1,7,9.0,1.3,4.0,0.6,5,0.7,1,1,-4.0,0,0,0,0,0,0,5,5,6,1,0
39,Elijah Mitchell,1,17,42.0,2.5,37.0,2.2,5,0.3,0,2,-5.0,0,1,0,0,0,0,10,2,2,0,0
40,Jonathan Taylor,1,15,51.0,3.4,39.0,2.6,12,0.8,0,1,-1.0,0,1,0,0,0,0,13,1,1,0,0
41,Kareem Hunt,1,13,51.0,3.9,23.0,1.8,28,2.2,2,3,-5.0,0,1,0,0,0,0,13,1,1,0,0
42,Kenneth Gainwell,1,6,14.0,2.3,11.0,1.8,3,0.5,0,1,-2.0,0,0,0,0,0,0,6,2,3,1,7
43,Ty Johnson,1,12,50.0,4.2,34.0,2.8,16,1.3,1,1,-1.0,0,1,0,0,0,0,17,0,0,0,0
44,David Johnson,1,6,25.0,4.2,7.0,1.2,18,3.0,0,0,0.0,0,0,0,0,0,0,8,2,2,0,9
45,Myles Gaskin,1,5,25.0,5.0,22.0,4.4,3,0.6,0,2,-2.0,0,1,0,0,0,0,18,4,5,0,8
46,Sony Michel,1,10,46.0,4.6,33.0,3.3,13,1.3,1,0,0.0,0,2,0,0,0,0,11,0,0,0,0
47,Mark Ingram II,1,14,41.0,2.9,3.0,0.2,38,2.7,3,1,-1.0,0,0,0,0,0,0,8,1,2,1,0
48,Jamaal Williams,1,7,25.0,3.6,24.0,3.4,1,0.1,0,0,0.0,0,0,0,0,0,0,8,3,3,0,0
49,Ronald Jones II,1,6,27.0,4.5,17.0,2.8,10,1.7,0,0,0.0,0,1,0,0,0,0,10,1,3,0,0
50,Peyton Barber,1,13,32.0,2.5,12.0,0.9,20,1.5,3,4,-10.0,0,2,0,0,0,0,13,0,0,0,0
51,Alvin Kamara,1,8,5.0,0.6,-3.0,-0.4,8,1.0,1,1,-7.0,0,0,0,0,0,0,5,4,6,0,9
