,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
14,Damien Harris,1,23,80.0,3.5,44,1.9,36,1.6,2,1,-2.0,1,1,0,0,0,0,10,0,1,1,0
15,Alvin Kamara,1,19,61.0,3.2,41,2.2,20,1.1,2,1,-1.0,1,2,0,0,0,0,15,3,4,2,0
16,Cordarrelle Patterson,1,9,35.0,3.9,13,1.4,22,2.4,1,2,-3.0,0,1,0,0,0,0,14,5,5,1,10
17,Chuba Hubbard,1,24,82.0,3.4,33,1.4,51,2.1,0,3,-5.0,6,0,0,0,0,0,9,1,2,0,0
18,Chase Edmonds,1,7,30.0,4.3,24,3.4,6,0.9,0,0,0.0,11,1,0,0,0,0,11,3,4,0,12
19,Devontae Booker,1,15,60.0,4.0,37,2.5,23,1.5,0,1,-3.0,0,3,0,0,0,0,14,5,6,0,41
20,Darrel Williams,1,13,49.0,3.8,31,2.4,18,1.4,0,2,-2.0,0,1,0,0,0,0,12,6,6,0,13
21,Rex Burkhead,1,4,21.0,5.3,10,2.5,11,2.8,0,0,0.0,1,1,0,0,0,0,14,3,4,1,3
22,Derrick Gore,1,11,48.0,4.4,32,2.9,16,1.5,0,2,-4.0,3,1,0,0,0,0,10,0,0,0,0
23,Giovani Bernard,1,2,30.0,15.0,23,11.5,7,3.5,0,0,0.0,0,1,1,0,0,0,24,1,1,1,0
24,J.D. McKissic,1,3,10.0,3.3,4,1.3,6,2.0,1,0,0.0,0,0,0,0,0,0,4,8,8,0,8
25,D'Ernest Johnson,1,4,22.0,5.5,15,3.8,7,1.8,0,0,0.0,10,2,0,0,0,0,11,1,3,0,1
26,Jermar Jefferson,1,2,6.0,3.0,3,1.5,3,1.5,0,1,-2.0,8,0,0,0,0,0,8,4,4,0,4
27,Justin Jackson,1,3,79.0,26.3,73,24.3,6,2.0,0,0,0.0,0,1,1,1,1,1,75,0,0,0,0
28,Dalvin Cook,1,18,78.0,4.3,37,2.1,41,2.3,4,3,-7.0,0,2,0,0,0,0,19,0,2,0,0
29,AJ Dillon,1,16,78.0,4.9,35,2.2,43,2.7,2,0,0.0,0,1,0,0,0,0,12,0,0,0,0
30,Ezekiel Elliott,1,16,50.0,3.1,26,1.6,24,1.5,1,0,0.0,0,0,0,0,0,0,8,4,6,0,17
31,Travis Homer,1,4,9.0,2.3,3,0.8,6,1.5,0,1,-5.0,0,0,0,0,0,0,7,1,1,0,1
32,Carlos Hyde,1,9,32.0,3.6,15,1.7,17,1.9,1,0,0.0,0,0,0,0,0,0,7,6,8,1,10
33,Nick Chubb,1,16,61.0,3.8,30,1.9,31,1.9,0,3,-4.0,0,3,1,0,0,0,21,1,1,0,2
34,Derrick Henry,1,28,68.0,2.4,13,0.5,55,2.0,0,3,-5.0,0,0,0,0,0,0,9,0,0,0,0
35,Khalil Herbert,1,23,72.0,3.1,32,1.4,40,1.7,4,3,-11.0,0,1,1,0,0,0,22,2,2,2,1
36,Mike Davis,1,9,44.0,4.9,27,3.0,17,1.9,0,0,0.0,0,1,0,0,0,0,18,5,6,0,9
37,Ameer Abdullah,1,8,31.0,3.9,16,2.0,15,1.9,0,1,-2.0,0,0,0,0,0,0,9,3,5,1,14
38,Alex Armah Jr.,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
39,Zack Moss,1,8,19.0,2.4,8,1.0,11,1.4,0,2,-2.0,0,0,0,0,0,0,7,6,7,0,4
40,Sony Michel,1,9,42.0,4.7,32,3.6,10,1.1,0,0,0.0,0,1,0,0,0,0,14,2,2,0,1
41,Myles Gaskin,1,12,36.0,3.0,20,1.7,16,1.3,0,1,-2.0,0,0,0,0,0,0,7,3,4,0,16
42,Antonio Gibson,1,8,34.0,4.3,27,3.4,7,0.9,0,0,0.0,0,1,0,0,0,0,12,3,3,1,0
43,Mark Ingram II,1,6,27.0,4.5,9,1.5,18,3.0,1,0,0.0,0,1,0,0,0,0,11,2,2,0,6
44,Javonte Williams,1,9,35.0,3.9,18,2.0,17,1.9,1,1,-1.0,0,1,0,0,0,0,14,2,4,0,0
45,Jaret Patterson,1,11,46.0,4.2,25,2.3,21,1.9,0,0,0.0,0,1,0,0,0,0,13,0,1,0,0
46,Alex Collins,1,10,44.0,4.4,23,2.3,21,2.1,2,0,0.0,0,1,0,0,0,0,12,0,0,0,0
47,Leonard Fournette,1,8,26.0,3.3,17,2.1,9,1.1,0,2,-2.0,0,1,0,0,0,0,13,3,5,1,4
48,James Robinson,1,4,22.0,5.5,10,2.5,12,3.0,1,0,0.0,0,1,0,0,0,0,14,1,2,0,1
49,Jeremy McNichols,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,4
50,JaMycal Hasty,1,3,4.0,1.3,0,0.0,4,1.3,0,0,0.0,0,0,0,0,0,0,2,2,2,0,4
51,D'Andre Swift,1,12,27.0,2.3,19,1.6,8,0.7,2,1,-2.0,0,0,0,0,0,0,7,5,5,0,0
52,Rhamondre Stevenson,1,8,26.0,3.3,17,2.1,9,1.1,0,1,-1.0,0,0,0,0,0,0,8,1,2,0,4
53,Devin Singletary,1,7,28.0,4.0,10,1.4,18,2.6,0,2,-3.0,0,1,0,0,0,0,13,1,1,0,0
54,Salvon Ahmed,1,7,22.0,3.1,5,0.7,17,2.4,1,1,-3.0,0,1,0,0,0,0,12,1,2,0,1
55,Tony Pollard,1,7,26.0,3.7,11,1.6,15,2.1,1,0,0.0,0,0,0,0,0,0,7,1,1,0,0
56,Kenneth Gainwell,1,13,27.0,2.1,2,0.2,25,1.9,2,2,-7.0,0,0,0,0,0,0,8,0,0,0,0
57,Brandon Bolden,1,4,26.0,6.5,16,4.0,10,2.5,0,1,-1.0,0,1,0,0,0,0,14,0,0,0,0
58,Royce Freeman,1,6,25.0,4.2,9,1.5,16,2.7,0,0,0.0,0,0,0,0,0,0,6,0,1,0,0
59,Nyheim Hines,1,1,2.0,2.0,0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,4,5,1,4
60,Scottie Phillips,1,5,11.0,2.2,8,1.6,3,0.6,0,0,0.0,0,0,0,0,0,0,4,2,3,0,2
61,Ronald Jones II,1,3,13.0,4.3,7,2.3,6,2.0,0,1,-1.0,0,0,0,0,0,0,9,1,1,0,3
62,Dare Ogunbowale,1,2,9.0,4.5,5,2.5,4,2.0,0,0,0.0,0,0,0,0,0,0,5,1,1,0,2
63,Demetric Felton Jr.,1,1,3.0,3.0,1,1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,3
64,Elijhaa Penny,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,13
65,Samaje Perine,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,1,2
66,Larry Rountree III,1,4,11.0,2.8,5,1.3,6,1.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
67,Kyle Juszczyk,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,3
68,Buddy Howell,1,5,11.0,2.2,9,1.8,2,0.4,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
69,Patrick Laird,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
70,Phillip Lindsay,1,3,8.0,2.7,2,0.7,6,2.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
71,Rashaad Penny,1,7,7.0,1.0,4,0.6,3,0.4,0,2,-4.0,0,0,0,0,0,0,5,0,0,0,0
72,Benny Snell Jr.,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
73,DeeJay Dallas,1,1,6.0,6.0,1,1.0,5,5.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
74,Ty Montgomery II,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,0
75,Ryan Nall,1,1,4.0,4.0,0,0.0,4,4.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
76,La'Mical Perine,1,1,3.0,3.0,2,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
77,C.J. Ham,1,1,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,2
78,David Johnson,1,2,4.0,2.0,0,0.0,4,2.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,0
79,Jakob Johnson,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,1,1
80,Anthony McFarland Jr.,1,1,1.0,1.0,0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
81,Dontrell Hilliard,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
82,Kene Nwangwu,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,Darwin Thompson,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Cam Akers,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Kalen Ballage,1,1,-3.0,-3.0,0,0.0,0,0.0,0,1,-3.0,0,0,0,0,0,0,0,0,0,0,0
86,Damien Williams,1,2,-3.0,-1.5,0,0.0,0,0.0,0,2,-3.0,0,0,0,0,0,0,0,0,0,0,0
87,Saquon Barkley,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Raheem Mostert,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Ke'Shawn Vaughn,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Gary Brightwell,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Jeff Wilson Jr.,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Mike Boone,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Adam Prentice,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Patrick Taylor Jr.,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,D'Onta Foreman,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Godwin Igwebuike,1,3,18.0,6.0,14,4.7,4,1.3,0,0,0.0,0,0,0,0,0,0,9,3,3,0,3
97,Craig Reynolds,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Khari Blasingame,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Chris Evans,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Alexander Mattison,1,2,5.0,2.5,2,1.0,3,1.5,0,0,0.0,0,0,0,0,0,0,4,2,2,1,0
101,Reggie Gilliam,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Taiwan Jones,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,J.J. Taylor,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Kareem Hunt,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Alec Ingold,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Jake Funk,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Marlon Mack,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,David Montgomery,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Christian McCaffrey,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Trenton Cannon,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Trey Sermon,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Miles Sanders,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Patrick Ricard,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Trayveon Williams,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Jonathan Ward,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Darrynton Evans,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Josh Jacobs,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,J.K. Dobbins,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Wayne Gallman Jr.,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Tory Carter,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Jamaal Williams,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Kylin Hill,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Michael Burton,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Clyde Edwards-Helaire,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Avery Williams,0,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
