,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
45,Jason Huntley,1,13,51.0,3.9,38.0,2.9,13,1.0,0,1,-2.0,0,2,0,0,0,0,18,0,1,0,0
46,Saquon Barkley,1,11,30.0,2.7,16.0,1.5,14,1.3,0,0,0.0,0,0,0,0,0,0,6,3,4,0,0
47,Sony Michel,1,21,43.0,2.0,13.0,0.6,30,1.4,0,3,-7.0,0,1,0,0,0,0,14,1,4,0,1
48,Darrel Williams,1,7,17.0,2.4,11.0,1.6,6,0.9,0,0,0.0,0,0,0,0,0,0,5,3,4,1,5
49,Jonathan Williams,1,7,45.0,6.4,9.0,1.3,36,5.1,1,0,0.0,0,2,1,0,0,0,23,0,0,0,0
50,Trayveon Williams,1,9,38.0,4.2,21.0,2.3,17,1.9,5,0,0.0,0,1,0,0,0,0,10,1,2,0,4
51,Phillip Lindsay,1,11,40.0,3.6,17.0,1.5,23,2.1,1,0,0.0,0,0,0,0,0,0,7,0,0,0,0
52,David Johnson,1,5,28.0,5.6,16.0,3.2,12,2.4,1,0,0.0,0,1,0,0,0,0,15,3,4,0,4
53,Rhamondre Stevenson,1,4,34.0,8.5,4.0,1.0,30,7.5,0,0,0.0,0,1,0,0,0,0,12,1,2,0,0
54,Jaret Patterson,1,6,21.0,3.5,12.0,2.0,9,1.5,0,0,0.0,0,0,0,0,0,0,7,2,2,0,0
55,Derrick Gore,1,7,30.0,4.3,22.0,3.1,8,1.1,0,0,0.0,0,0,0,0,0,0,6,0,1,1,0
56,Devonta Freeman,1,5,21.0,4.2,19.0,3.8,2,0.4,1,2,-6.0,0,1,1,0,0,0,22,2,2,1,3
57,Travis Homer,1,1,4.0,4.0,3.0,3.0,1,1.0,0,0,0.0,0,0,0,0,0,0,4,1,3,0,0
58,Jalen Richard,1,2,24.0,12.0,17.0,8.5,7,3.5,0,0,0.0,0,1,1,0,0,0,23,2,2,0,2
59,Devontae Booker,1,8,14.0,1.8,3.0,0.4,11,1.4,0,2,-5.0,0,0,0,0,0,0,6,2,2,0,5
60,JaMycal Hasty,1,1,4.0,4.0,0.0,0.0,4,4.0,0,0,0.0,0,0,0,0,0,0,4,2,3,0,18
61,Tony Jones Jr.,1,7,22.0,3.1,16.0,2.3,6,0.9,0,0,0.0,0,0,0,0,0,0,6,0,1,0,0
62,Benny Snell Jr.,1,12,22.0,1.8,9.0,0.8,13,1.1,0,3,-8.0,0,0,0,0,0,0,9,0,0,0,0
63,Alexander Mattison,1,5,18.0,3.6,11.0,2.2,7,1.4,0,1,-4.0,0,0,0,0,0,0,9,1,1,0,0
64,Justin Jackson,1,3,20.0,6.7,6.0,2.0,14,4.7,0,0,0.0,0,1,0,0,0,0,11,0,1,0,0
65,Michael Carter,1,9,19.0,2.1,9.0,1.0,10,1.1,1,1,-1.0,0,1,0,0,0,0,10,0,3,0,0
66,Nyheim Hines,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,1,4
67,Zack Moss,1,5,8.0,1.6,1.0,0.2,7,1.4,0,1,-2.0,0,0,0,0,0,0,5,2,2,0,3
68,Cam Akers,1,5,3.0,0.6,-2.0,-0.4,5,1.0,0,2,-3.0,0,0,0,0,0,0,2,3,3,1,1
69,Cordarrelle Patterson,1,4,11.0,2.8,7.0,1.8,4,1.0,0,0,0.0,0,0,0,0,0,0,4,1,1,0,0
70,Khalil Herbert,1,4,11.0,2.8,5.0,1.3,6,1.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
71,Myles Gaskin,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,3,3,0,0
72,C.J. Ham,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,3
73,Tevin Coleman,1,5,6.0,1.2,3.0,0.6,3,0.6,0,2,-3.0,0,0,0,0,0,0,5,0,1,0,0
74,Khari Blasingame,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
75,Kene Nwangwu,1,1,4.0,4.0,2.0,2.0,2,2.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
76,Ty'Son Williams,1,1,4.0,4.0,3.0,3.0,1,1.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
77,Keith Smith,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
78,Adam Prentice,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0
79,Jonathan Ward,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
80,Mekhi Sargent,1,1,2.0,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,0,1,0,0
81,Craig Reynolds,1,3,2.0,0.7,-1.0,-0.3,3,1.0,0,2,-4.0,0,0,0,0,0,0,6,0,0,0,0
82,Ty Montgomery II,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,0
83,DeeJay Dallas,1,1,1.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
84,Ty Johnson,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,1,0,0
85,Mike Davis,1,6,30.0,5.0,20.0,3.3,10,1.7,1,0,0.0,0,0,0,0,0,0,9,3,3,0,1
86,Raheem Mostert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Josh Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Jeff Wilson Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Elijah McGuire,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Nathan Cottrell,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Godwin Igwebuike,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
94,Kenjon Barner,1,4,0.0,0.0,0.0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,1,0,0,0,0
95,Jermar Jefferson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Kalen Ballage,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Samaje Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Alec Ingold,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Jake Funk,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Alex Armah Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Christian McCaffrey,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Trey Sermon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Kyle Juszczyk,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Miles Sanders,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Joe Mixon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Kareem Hunt,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Taiwan Jones,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Reggie Gilliam,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
110,Gary Brightwell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Elijhaa Penny,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0
112,Chase Edmonds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Royce Freeman,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Jakob Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Cullen Gillaspia,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Jordan Wilkins,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Aaron Jones,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Michael Burton,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Clyde Edwards-Helaire,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Patrick Ricard,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Jeremy McNichols,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Derrick Henry,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Tony Pollard,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,Avery Williams,0,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
