,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Derrick Henry,1,29,130.0,4.5,79.0,2.7,51,1.8,4,2,-3.0,10,4,0,0,0,0,15,0,0,0,0
2,Jonathan Taylor,1,15,53.0,3.5,20.0,1.3,33,2.2,0,4,-7.0,4,2,0,0,0,0,19,3,4,0,27
3,Austin Ekeler,1,17,66.0,3.9,34.0,2.0,32,1.9,1,0,0.0,4,0,0,0,0,0,9,5,5,1,10
4,Alvin Kamara,1,16,71.0,4.4,45.0,2.8,26,1.6,2,1,-2.0,23,2,1,0,0,0,23,5,8,1,4
5,Ezekiel Elliott,1,21,110.0,5.2,70.0,3.3,40,1.9,0,1,-2.0,13,5,0,0,0,0,15,2,3,1,0
6,Nick Chubb,1,21,161.0,7.7,50.0,2.4,111,5.3,4,3,-7.0,52,4,3,1,1,1,52,1,1,0,2
7,Myles Gaskin,1,5,25.0,5.0,20.0,4.0,5,1.0,0,0,0.0,0,1,0,0,0,0,13,10,10,1,19
8,Kareem Hunt,1,12,61.0,5.1,15.0,1.3,46,3.8,1,0,0.0,8,1,0,0,0,0,12,5,6,1,2
9,James Robinson,1,18,149.0,8.3,101.0,5.6,48,2.7,6,1,-1.0,1,4,1,1,1,1,58,1,1,0,0
10,Najee Harris,1,23,122.0,5.3,69.0,3.0,53,2.3,2,2,-2.0,1,3,1,0,0,0,20,2,5,3,6
11,Alexander Mattison,1,25,113.0,4.5,42.0,1.7,71,2.8,3,4,-6.0,0,2,1,1,1,0,48,7,7,1,9
12,Antonio Gibson,1,20,60.0,3.0,32.0,1.6,28,1.4,1,2,-9.0,5,1,0,0,0,0,16,2,2,0,3
13,Devontae Booker,1,16,42.0,2.6,27.0,1.7,15,0.9,2,2,-3.0,1,1,0,0,0,0,14,3,4,2,4
14,Leonard Fournette,1,12,67.0,5.6,28.0,2.3,39,3.3,0,1,-1.0,5,2,0,0,0,0,17,4,5,0,23
15,D'Andre Swift,1,11,51.0,4.6,37.0,3.4,14,1.3,0,0,0.0,7,2,0,0,0,0,12,6,6,0,6
16,Darrell Henderson Jr.,1,17,82.0,4.8,43.0,2.5,39,2.3,2,3,-5.0,5,3,1,0,0,0,29,1,1,0,2
17,Damien Williams,1,16,64.0,4.0,57.0,3.6,7,0.4,1,0,0.0,4,1,0,0,0,0,14,2,3,0,2
18,Samaje Perine,1,11,59.0,5.4,22.0,2.0,37,3.4,2,1,-1.0,0,2,0,0,0,0,11,4,5,2,6
19,AJ Dillon,1,8,30.0,3.8,11.0,1.4,19,2.4,0,1,-1.0,0,1,0,0,0,0,17,4,4,2,4
20,Chuba Hubbard,1,24,101.0,4.2,48.0,2.0,56,2.3,2,1,-5.0,0,2,1,0,0,0,26,5,6,0,10
21,Josh Jacobs,1,15,48.0,3.2,45.0,3.0,3,0.2,0,1,-1.0,1,1,0,0,0,0,11,4,5,1,2
22,Michael Carter,1,10,38.0,3.8,16.0,1.6,22,2.2,0,1,-3.0,2,0,0,0,0,0,9,3,3,0,11
23,Cordarrelle Patterson,1,14,54.0,3.9,15.0,1.1,39,2.8,1,1,-2.0,0,1,0,0,0,0,12,7,9,3,8
24,Aaron Jones,1,14,103.0,7.4,31.0,2.2,72,5.1,1,3,-6.0,0,3,1,1,1,1,57,4,5,0,2
25,Sony Michel,1,11,37.0,3.4,21.0,1.9,16,1.5,1,1,-1.0,2,1,0,0,0,0,15,1,1,0,1
26,Tony Pollard,1,14,75.0,5.4,46.0,3.3,29,2.1,0,0,0.0,0,2,0,0,0,0,17,4,4,0,9
27,Mike Davis,1,13,53.0,4.1,32.0,2.5,21,1.6,1,0,0.0,3,2,0,0,0,0,17,2,5,1,2
28,Damien Harris,1,14,58.0,4.1,15.0,1.1,43,3.1,0,1,-3.0,1,1,0,0,0,0,15,0,0,0,0
29,James Conner,1,10,29.0,2.9,8.0,0.8,21,2.1,0,0,0.0,1,0,0,0,0,0,8,1,1,0,1
30,Joe Mixon,1,10,33.0,3.3,23.0,2.3,10,1.0,0,2,-3.0,8,1,0,0,0,0,10,1,1,1,0
31,Giovani Bernard,1,4,21.0,5.3,9.0,2.3,12,3.0,0,1,-1.0,0,1,0,0,0,0,17,2,2,1,3
32,Ty Johnson,1,4,12.0,3.0,7.0,1.8,5,1.3,0,0,0.0,1,0,0,0,0,0,6,2,3,0,6
33,Zack Moss,1,11,37.0,3.4,15.0,1.4,22,2.0,3,1,-1.0,0,0,0,0,0,0,8,3,4,0,22
