,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
41,Travis Homer,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,16
42,Carlos Hyde,1,8,44.0,5.5,12.0,1.5,32,4.0,1,1,-1.0,0,1,0,0,0,0,18,0,0,0,0
43,Christian McCaffrey,1,7,31.0,4.4,3.0,0.4,28,4.0,3,1,-3.0,0,1,0,0,0,0,10,2,2,0,9
44,Darrel Williams,1,7,28.0,4.0,22.0,3.1,6,0.9,0,0,0.0,0,0,0,0,0,0,7,2,3,1,1
45,J.D. McKissic,1,3,23.0,7.7,14.0,4.7,9,3.0,0,0,0.0,0,1,0,0,0,0,11,2,2,0,2
46,Leonard Fournette,1,4,8.0,2.0,6.0,1.5,2,0.5,0,0,0.0,0,0,0,0,0,0,3,3,3,0,12
47,Kenneth Gainwell,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,3,4,0,22
48,Michael Carter,1,9,24.0,2.7,12.0,1.3,12,1.3,3,1,-7.0,0,0,0,0,0,0,8,2,3,0,8
49,Latavius Murray,1,7,28.0,4.0,26.0,3.7,2,0.3,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0
50,AJ Dillon,1,6,18.0,3.0,10.0,1.7,8,1.3,0,0,0.0,0,0,0,0,0,0,6,2,2,0,3
51,Devin Singletary,1,11,26.0,2.4,13.0,1.2,13,1.2,0,1,-2.0,0,0,0,0,0,0,7,1,2,0,0
52,Chris Evans,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,6
53,Royce Freeman,1,5,17.0,3.4,14.0,2.8,3,0.6,0,0,0.0,0,1,0,0,0,0,13,1,1,0,0
54,Ameer Abdullah,1,5,24.0,4.8,11.0,2.2,13,2.6,1,0,0.0,0,0,0,0,0,0,9,0,0,0,0
55,Ty Johnson,1,3,17.0,5.7,13.0,4.3,4,1.3,1,0,0.0,0,1,0,0,0,0,13,1,5,0,3
56,Brandon Bolden,1,3,-1.0,-0.3,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,3,4,0,8
57,Ty'Son Williams,1,5,22.0,4.4,16.0,3.2,6,1.2,0,0,0.0,0,1,0,0,0,0,12,0,1,1,0
58,Tony Jones Jr.,1,2,12.0,6.0,9.0,4.5,3,1.5,0,0,0.0,0,0,0,0,0,0,7,2,2,0,0
59,Mark Ingram II,1,6,21.0,3.5,7.0,1.2,14,2.3,0,0,0.0,0,0,0,0,0,0,6,1,1,0,0
60,Demetric Felton Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,0
61,Gabe Nabers,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,4
62,Damien Harris,1,6,14.0,2.3,8.0,1.3,6,1.0,1,1,-2.0,0,0,0,0,0,0,7,2,2,0,0
63,Ronald Jones II,1,5,11.0,2.2,6.0,1.2,5,1.0,0,1,-1.0,0,0,0,0,0,0,5,0,0,0,0
64,David Johnson,1,2,11.0,5.5,5.0,2.5,6,3.0,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0
65,D'Ernest Johnson,1,2,9.0,4.5,6.0,3.0,3,1.5,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
66,Devonta Freeman,1,3,8.0,2.7,4.0,1.3,4,1.3,0,1,-2.0,0,0,0,0,0,0,5,0,0,0,0
67,Alex Collins,1,2,8.0,4.0,1.0,0.5,7,3.5,1,0,0.0,0,0,0,0,0,0,6,0,0,0,0
68,Damarea Crockett,1,3,7.0,2.3,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,6,0,0,0,0
69,Samaje Perine,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,1,1,0,0
70,James White,1,1,6.0,6.0,5.0,5.0,1,1.0,0,0,0.0,0,0,0,0,0,0,6,0,1,0,0
71,Elijhaa Penny,1,2,6.0,3.0,3.0,1.5,3,1.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
72,Jake Funk,1,1,6.0,6.0,3.0,3.0,3,3.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
73,Alex Armah Jr.,1,1,5.0,5.0,3.0,3.0,2,2.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
74,Boston Scott,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,1
75,Phillip Lindsay,1,7,5.0,0.7,1.0,0.1,4,0.6,0,2,-3.0,0,0,0,0,0,0,3,0,0,0,0
76,J.J. Taylor,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0
77,Rex Burkhead,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
78,Gary Brightwell,1,1,4.0,4.0,3.0,3.0,1,1.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
79,Larry Rountree III,1,4,3.0,0.8,2.0,0.5,1,0.3,0,1,-2.0,0,0,0,0,0,0,4,0,1,0,0
80,Derek Watt,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,3
81,C.J. Ham,1,2,2.0,1.0,0.0,0.0,2,1.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
82,Mekhi Sargent,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
83,Jeff Wilson Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Patrick Taylor Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Kene Nwangwu,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Jermar Jefferson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Cam Akers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,D'Onta Foreman,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Craig Reynolds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Raheem Mostert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Adam Prentice,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Ke'Shawn Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Justin Jackson,1,2,0.0,0.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,1,0,0,0,0
95,Kylin Hill,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Michael Burton,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Reggie Gilliam,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
99,DeeJay Dallas,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Khalil Herbert,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Keith Smith,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Damien Williams,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,JaMycal Hasty,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Elijah Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Dalvin Cook,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Trenton Cannon,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Ty Montgomery II,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Tory Carter,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Khari Blasingame,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Josh Jacobs,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Trayveon Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Rhamondre Stevenson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Jakob Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Jordan Wilkins,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Jaret Patterson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Dare Ogunbowale,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Corey Clement,1,3,0.0,0.0,-6.0,-2.0,6,2.0,1,1,-6.0,0,0,0,0,0,0,5,0,0,0,0
122,Nick Ralston,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Cullen Gillaspia,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Avery Williams,0,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
