RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Saquon Barkley,1,24,109.0,4.5,78.0,3.3,31,1.3,0,4,-11.0,11,3,1,1,0,0,34,2,2,1,0,2,11.5,1,0,31.2
2,Joe Mixon,1,30,159.0,5.3,103.0,3.4,56,1.9,2,1,-2.0,3,4,0,0,0,0,13,3,3,0,7,1,6.3,0,0,23.8
3,Jordan Mason,1,28,147.0,5.3,79.0,2.8,68,2.4,1,1,-2.0,5,5,1,0,0,0,24,1,1,0,0,1,5.0,0,0,21.2
4,J.K. Dobbins,1,10,135.0,13.5,64.0,6.4,71,7.1,4,0,0.0,12,3,2,2,2,1,61,3,3,0,0,1,1.3,0,0,19.9
5,Rhamondre Stevenson,1,25,120.0,4.8,45.0,1.8,75,3.0,2,3,-5.0,3,4,0,0,0,0,17,3,3,0,0,1,2.0,0,0,18.6
6,Alvin Kamara,1,15,83.0,5.5,63.0,4.2,20,1.3,0,1,-5.0,1,3,0,0,0,0,17,5,5,0,19,1,5.4,0,0,17.0
7,Aaron Jones Sr.,1,14,94.0,6.7,53.0,3.8,41,2.9,1,1,-1.0,3,5,0,0,0,0,19,2,2,0,1,1,7.5,0,0,16.9
8,Kenneth Walker III,1,20,103.0,5.2,52.0,2.6,51,2.6,2,3,-11.0,23,3,1,0,0,0,23,2,3,2,5,1,3.0,0,0,16.9
9,James Conner,1,16,50.0,3.1,27.0,1.7,23,1.4,0,1,-3.0,3,1,1,0,0,0,20,3,4,0,18,1,11.0,0,0,16.3
10,De'Von Achane,1,10,24.0,2.4,22.0,2.2,2,0.2,0,3,-5.0,1,0,0,0,0,0,9,7,7,2,16,1,10.9,0,0,16.0
11,Tony Pollard,1,16,82.0,5.1,43.0,2.7,39,2.4,3,2,-2.0,26,3,1,0,0,0,26,3,4,0,3,1,4.0,0,0,15.4
12,David Montgomery,1,17,91.0,5.4,45.0,2.6,46,2.7,2,1,-1.0,1,1,1,0,0,0,21,1,1,0,0,1,2.0,0,0,15.3
13,Brian Robinson Jr.,1,12,40.0,3.3,20.0,1.7,20,1.7,0,1,-1.0,7,0,0,0,0,0,7,3,4,0,33,1,16.3,0,0,14.9
14,Isiah Pacheco,1,15,45.0,3.0,17.0,1.1,28,1.9,0,0,0.0,1,0,0,0,0,0,5,2,3,0,6,1,16.5,0,0,13.8
15,Jahmyr Gibbs,1,11,40.0,3.6,21.0,1.9,19,1.7,1,0,0.0,1,0,0,0,0,0,8,4,6,1,8,1,8.5,0,0,13.4
