RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Joe Mixon,1,20,109.0,5.5,79.0,4.0,30,1.5,2,1,-1.0,45,2,1,1,1,0,45,2,4,2,32,3,22.0,0,0,33.3
2,Saquon Barkley,1,26,146.0,5.6,87.0,3.3,59,2.3,0,1,-2.0,39,2,2,1,0,0,39,2,3,0,38,2,26.0,0,0,31.8
3,Breece Hall,1,16,78.0,4.9,29.0,1.8,49,3.1,2,0,0.0,18,2,0,0,0,0,18,7,7,0,10,1,6.1,1,0,24.1
4,David Montgomery,1,15,75.0,5.0,38.0,2.5,37,2.5,0,0,0.0,6,1,0,0,0,0,11,3,3,1,6,2,6.7,0,0,21.5
5,Josh Jacobs,1,18,76.0,4.2,33.0,1.8,43,2.4,1,3,-3.0,7,2,0,0,0,0,12,4,5,0,10,1,14.5,0,0,19.4
6,Jahmyr Gibbs,1,11,69.0,6.3,35.0,3.2,34,3.1,2,0,0.0,1,2,1,0,0,0,23,1,1,0,2,1,54.0,0,0,18.3
7,J.K. Dobbins,1,11,56.0,5.1,17.0,1.5,39,3.5,3,2,-4.0,29,2,1,0,0,0,29,1,1,0,2,2,3.0,0,0,17.9
8,De'Von Achane,1,17,73.0,4.3,21.0,1.2,52,3.1,0,4,-6.0,2,1,1,1,0,0,30,4,4,1,3,1,8.0,0,0,16.5
9,James Cook,1,9,20.0,2.2,16.0,1.8,4,0.4,2,1,-1.0,6,0,0,0,0,0,6,5,6,0,0,2,1.4,0,0,14.7
10,Javonte Williams,1,9,59.0,6.6,34.0,3.8,25,2.8,0,0,0.0,14,3,0,0,0,0,14,4,5,0,2,1,7.0,0,0,14.7
11,D'Andre Swift,1,14,71.0,5.1,52.0,3.7,19,1.4,0,1,-3.0,39,2,1,1,0,0,39,2,2,0,2,1,6.5,0,0,14.4
12,Chase Brown,1,22,86.0,3.9,36.0,1.6,50,2.3,4,2,-5.0,0,1,1,0,0,0,27,5,7,2,19,0,11.4,0,0,14.3
13,Brian Robinson Jr.,1,16,63.0,3.9,22.0,1.4,41,2.6,0,2,-4.0,1,1,0,0,0,0,18,1,1,0,2,1,9.0,0,0,13.2
14,Kenneth Walker III,1,14,54.0,3.9,13.0,0.9,41,2.9,4,0,0.0,1,1,0,0,0,0,11,2,2,0,1,1,2.5,0,0,11.9
15,Christian McCaffrey,1,19,79.0,4.2,42.0,2.2,37,1.9,0,1,-1.0,0,2,0,0,0,0,11,4,5,1,2,0,6.8,0,0,10.6
16,Derrick Henry,1,13,65.0,5.0,40.0,3.1,25,1.9,1,1,-3.0,1,1,1,1,0,0,31,0,0,0,0,1,0.0,0,1,10.5
17,Roschon Johnson,1,10,33.0,3.3,9.0,0.9,24,2.4,0,0,0.0,1,0,0,0,0,0,7,1,1,0,3,1,8.0,0,0,10.1
18,Austin Ekeler,1,2,7.0,3.5,2.0,1.0,5,2.5,0,0,0.0,0,0,0,0,0,0,6,8,9,0,47,0,11.1,0,0,9.6
19,Cam Akers,1,10,25.0,2.5,17.0,1.7,8,0.8,0,2,-4.0,0,1,0,0,0,0,12,2,2,1,0,0,5.5,1,0,9.6
20,Najee Harris,1,18,63.0,3.5,36.0,2.0,27,1.5,2,1,-1.0,0,3,0,0,0,0,13,4,5,0,3,0,7.5,0,0,9.3
21,Rhamondre Stevenson,1,20,73.0,3.7,49.0,2.5,24,1.2,0,1,-2.0,0,2,0,0,0,0,12,4,4,1,2,0,4.0,0,0,8.9
22,Alvin Kamara,1,16,67.0,4.2,45.0,2.8,22,1.4,1,3,-5.0,0,2,0,0,0,0,18,4,4,0,4,0,5.5,0,0,8.9
23,Kyren Williams,1,15,86.0,5.7,45.0,3.0,41,2.7,3,0,0.0,0,2,0,0,0,0,18,0,0,0,0,0,0.0,0,0,8.6
24,Ameer Abdullah,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,3,3,1,10,0,5.3,1,0,7.7
25,Alexander Mattison,1,5,19.0,3.8,7.0,1.4,12,2.4,0,0,0.0,0,0,0,0,0,0,8,3,3,0,13,0,16.7,0,0,6.9
26,Jaylen Warren,1,9,41.0,4.6,33.0,3.7,8,0.9,0,1,-1.0,0,0,0,0,0,0,9,4,4,0,10,0,6.8,0,0,6.8
27,Bijan Robinson,1,12,35.0,2.9,22.0,1.8,13,1.1,0,0,0.0,0,0,0,0,0,0,9,4,4,0,9,0,7.0,0,0,6.3
