RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Saquon Barkley,1,26,255.0,9.8,191.0,7.3,64,2.5,3,0,0.0,72,3,2,2,2,2,72,4,4,1,29,2,11.8,0,0,42.2
2,Josh Jacobs,1,26,106.0,4.1,32.0,1.2,74,2.8,10,2,-2.0,1,3,0,0,0,0,18,0,1,0,0,3,0.0,0,0,28.6
3,Jahmyr Gibbs,1,21,90.0,4.3,52.0,2.5,38,1.8,2,2,-6.0,5,3,0,0,0,0,17,3,3,0,1,2,3.0,0,0,21.9
4,Bucky Irving,1,12,88.0,7.3,17.0,1.4,71,5.9,1,1,-1.0,6,1,1,1,1,1,56,6,6,2,43,1,10.7,0,0,21.2
5,Tony Pollard,1,24,119.0,5.0,55.0,2.3,64,2.7,3,3,-11.0,10,5,1,0,0,0,27,3,5,0,3,1,3.3,0,0,18.9
6,Nick Chubb,1,20,59.0,3.0,27.0,1.4,32,1.6,0,1,-1.0,2,0,0,0,0,0,7,1,1,0,0,2,1.0,0,0,18.0
7,De'Von Achane,1,10,32.0,3.2,24.0,2.4,8,0.8,1,1,-1.0,0,0,0,0,0,0,9,3,4,2,0,0,8.0,2,0,17.6
8,Aaron Jones Sr.,1,22,106.0,4.8,46.0,2.1,60,2.7,0,4,-10.0,2,3,1,1,1,0,41,3,4,1,3,1,7.7,0,1,16.9
9,Derrick Henry,1,24,140.0,5.8,66.0,2.8,74,3.1,5,1,-3.0,0,4,1,0,0,0,27,0,0,0,0,0,0.0,0,0,14.0
10,Chuba Hubbard,1,16,58.0,3.6,26.0,1.6,32,2.0,1,0,0.0,1,1,0,0,0,0,13,1,5,3,2,1,2.0,0,0,14.0
11,David Montgomery,1,8,37.0,4.6,15.0,1.9,22,2.8,3,1,-2.0,6,1,0,0,0,0,13,3,3,0,14,1,12.0,0,0,13.3
12,Ameer Abdullah,1,8,28.0,3.5,14.0,1.8,14,1.8,1,0,0.0,0,0,0,0,0,0,5,5,6,1,8,0,7.4,1,0,12.5
13,Jaylen Warren,1,11,45.0,4.1,24.0,2.2,21,1.9,0,1,-1.0,3,1,0,0,0,0,15,3,5,0,8,1,6.3,0,0,12.4
14,Justice Hill,1,4,55.0,13.8,4.0,1.0,51,12.8,1,1,-2.0,51,1,1,1,1,1,51,2,2,0,1,1,3.5,0,0,12.2
15,Kyren Williams,1,16,72.0,4.5,30.0,1.9,42,2.6,3,3,-9.0,1,3,1,0,0,0,27,0,0,0,0,1,0.0,0,1,11.2
16,Rachaad White,1,12,37.0,3.1,14.0,1.2,23,1.9,0,1,-1.0,1,0,0,0,0,0,9,1,1,0,6,1,10.0,0,0,10.7
17,Kenneth Walker III,1,16,41.0,2.6,17.0,1.1,24,1.5,2,4,-11.0,0,1,0,0,0,0,14,4,6,0,28,0,13.0,0,0,9.3
18,Kareem Hunt,1,16,68.0,4.3,37.0,2.3,31,1.9,0,2,-2.0,0,2,0,0,0,0,13,3,4,2,12,0,6.3,0,0,8.7
19,Kenneth Gainwell,1,5,22.0,4.4,8.0,1.6,14,2.8,0,0,0.0,13,1,0,0,0,0,13,0,0,0,0,1,0.0,0,0,8.2
20,Rico Dowdle,1,19,86.0,4.5,52.0,2.7,34,1.8,0,1,-3.0,0,0,0,0,0,0,9,3,3,0,8,0,4.0,0,1,7.8
21,Roschon Johnson,1,2,2.0,1.0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0,0,0,1,1,1,1,0,1,10.0,0,0,7.2
