RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Jahmyr Gibbs,1,15,116.0,7.7,93,6.2,23,1.5,1,0,0.0,45,2,1,1,1,0,45,4,4,0,5,2,44.0,11.0,0,0,28.0
2,Saquon Barkley,1,17,176.0,10.4,115,6.8,61,3.6,4,1,-3.0,3,3,3,3,2,1,55,2,3,0,5,1,11.0,5.5,0,0,24.7
3,Joe Mixon,1,25,115.0,4.6,47,1.9,68,2.7,2,6,-12.0,4,4,1,1,0,0,32,2,3,0,2,2,9.0,4.5,0,0,24.4
4,Derrick Henry,1,15,169.0,11.3,106,7.1,63,4.2,0,2,-2.0,0,3,2,2,1,1,81,1,1,1,0,0,13.0,13.0,1,0,24.2
5,Tank Bigsby,1,26,118.0,4.5,55,2.1,63,2.4,0,0,0.0,4,4,0,0,0,0,13,0,1,0,0,2,0.0,0.0,0,0,23.8
6,Javonte Williams,1,14,88.0,6.3,34,2.4,54,3.9,1,1,-2.0,8,3,1,0,0,0,20,3,3,0,12,2,23.0,7.7,0,0,23.1
7,Rachaad White,1,10,40.0,4.0,19,1.9,21,2.1,0,1,-1.0,0,0,0,0,0,0,8,6,6,2,8,0,71.0,11.8,2,0,23.1
8,Kenneth Walker III,1,14,69.0,4.9,45,3.2,24,1.7,1,0,0.0,20,1,1,0,0,0,20,2,2,1,2,1,24.0,12.0,1,0,21.3
9,Kareem Hunt,1,22,78.0,3.5,32,1.5,46,2.1,1,1,-1.0,6,1,0,0,0,0,13,2,2,1,5,2,5.0,2.5,0,0,20.3
10,Bijan Robinson,1,21,103.0,4.9,61,2.9,42,2.0,2,2,-3.0,5,1,1,0,0,0,26,3,5,0,25,1,40.0,13.3,0,0,20.3
11,Breece Hall,1,12,38.0,3.2,16,1.3,22,1.8,1,4,-6.0,13,2,0,0,0,0,13,6,9,0,68,1,103.0,17.2,0,0,20.1
12,Kyren Williams,1,21,76.0,3.6,31,1.5,45,2.1,1,1,-3.0,13,2,0,0,0,0,14,0,0,0,0,2,0.0,0.0,0,0,19.6
13,Aaron Jones Sr.,1,14,93.0,6.6,81,5.8,12,0.9,0,0,0.0,34,3,1,1,0,0,34,3,3,0,12,1,23.0,7.7,0,0,17.6
14,Najee Harris,1,21,102.0,4.9,55,2.6,47,2.2,3,2,-7.0,10,3,1,1,0,0,34,0,1,0,0,1,0.0,0.0,0,0,16.2
15,James Conner,1,19,101.0,5.3,43,2.3,58,3.1,5,1,-6.0,0,5,0,0,0,0,14,2,4,0,47,0,51.0,25.5,0,0,15.2
16,Josh Jacobs,1,12,76.0,6.3,22,1.8,54,4.5,1,1,-1.0,0,3,1,0,0,0,27,5,5,2,4,0,16.0,3.2,1,0,15.2
17,Bucky Irving,1,9,23.0,2.6,11,1.2,12,1.3,0,1,-2.0,1,0,0,0,0,0,6,3,3,0,30,1,54.0,18.0,0,0,13.7
18,Brian Robinson Jr.,1,12,71.0,5.9,26,2.2,45,3.8,1,0,0.0,8,1,0,0,0,0,11,0,0,0,0,1,0.0,0.0,0,0,13.1
19,Alexander Mattison,1,23,92.0,4.0,34,1.5,58,2.5,1,2,-2.0,0,2,0,0,0,0,13,3,3,0,4,0,31.0,10.3,0,0,12.3
20,Chuba Hubbard,1,17,52.0,3.1,18,1.1,34,2.0,0,2,-4.0,4,0,0,0,0,0,9,0,0,0,0,1,0.0,0.0,0,0,11.2
21,Tyler Goodson,1,14,51.0,3.6,30,2.1,21,1.5,0,3,-3.0,7,1,0,0,0,0,19,0,0,0,0,1,0.0,0.0,0,0,11.1
22,Justice Hill,1,5,4.0,0.8,1,0.2,3,0.6,0,1,-1.0,0,0,0,0,0,0,3,3,3,1,16,0,44.0,14.7,1,0,10.8
23,Ray Davis,1,5,41.0,8.2,18,3.6,23,4.6,1,0,0.0,16,2,1,0,0,0,22,1,1,0,1,1,6.0,6.0,0,0,10.7
24,JaMycal Hasty,1,2,-2.0,-1.0,0,0.0,0,0.0,0,1,-4.0,0,0,0,0,0,0,2,5,5,1,14,0,49.0,9.8,1,0,10.7
25,Nick Chubb,1,11,22.0,2.0,15,1.4,7,0.6,0,1,-1.0,1,0,0,0,0,0,5,1,3,0,1,1,10.0,10.0,0,0,9.2
26,James Cook,1,12,32.0,2.7,11,0.9,21,1.8,1,3,-6.0,11,1,0,0,0,0,11,0,0,0,0,1,0.0,0.0,0,0,9.2
27,De'Von Achane,1,15,77.0,5.1,48,3.2,29,1.9,0,1,-2.0,0,3,0,0,0,0,15,2,3,0,0,0,8.0,4.0,0,0,8.5
28,D'Ernest Johnson,1,9,38.0,4.2,20,2.2,18,2.0,0,2,-2.0,0,1,0,0,0,0,10,3,4,1,17,0,32.0,10.7,0,0,7.0
29,Jordan Mason,1,14,58.0,4.1,29,2.1,29,2.1,2,3,-4.0,0,1,1,0,0,0,26,2,2,0,5,0,11.0,5.5,0,0,6.9
30,Kenneth Gainwell,1,13,56.0,4.3,25,1.9,31,2.4,2,1,-1.0,0,3,0,0,0,0,14,1,1,0,1,0,11.0,11.0,0,0,6.7
31,J.K. Dobbins,1,14,40.0,2.9,11,0.8,29,2.1,2,1,-2.0,0,1,0,0,0,0,11,3,3,0,0,0,26.0,8.7,0,0,6.6
32,Tony Pollard,1,16,61.0,3.8,43,2.7,18,1.1,0,3,-7.0,0,3,0,0,0,0,14,2,6,0,0,0,4.0,2.0,0,0,6.5
33,Ty Johnson,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,4.0,4.0,1,0,6.4
34,Jaylen Warren,1,12,44.0,3.7,27,2.3,17,1.4,1,1,-1.0,0,1,0,0,0,0,10,2,3,1,3,0,15.0,7.5,0,0,5.9
35,Chase Brown,1,15,44.0,2.9,30,2.0,14,0.9,3,3,-7.0,0,2,1,0,0,0,22,2,2,0,0,0,9.0,4.5,0,0,5.3
36,David Montgomery,1,9,31.0,3.4,22,2.4,9,1.0,0,1,-1.0,0,0,0,0,0,0,8,3,4,0,7,0,39.0,13.0,0,1,5.0
37,Trey Sermon,1,8,36.0,4.5,22,2.8,14,1.8,1,1,-2.0,0,1,0,0,0,0,11,1,1,0,0,0,13.0,13.0,0,0,4.9
38,Tyler Allgeier,1,5,36.0,7.2,12,2.4,24,4.8,0,1,-1.0,0,2,1,0,0,0,24,1,1,0,2,0,9.0,9.0,0,0,4.5
39,Jeremy McNichols,1,7,42.0,6.0,10,1.4,32,4.6,3,0,0.0,0,1,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0,0,4.2
40,Zack Moss,1,6,7.0,1.2,6,1.0,1,0.2,0,1,-1.0,0,0,0,0,0,0,3,3,3,0,3,0,33.0,11.0,0,0,4.0
41,Sean Tucker,1,5,29.0,5.8,23,4.6,6,1.2,0,0,0.0,0,1,0,0,0,0,15,1,2,0,1,0,9.0,9.0,0,0,3.8
42,Kendre Miller,1,6,36.0,6.0,13,2.2,23,3.8,1,0,0.0,0,1,0,0,0,0,16,2,3,0,0,0,1.0,0.5,0,0,3.7
43,Jaleel McLaughlin,1,4,35.0,8.8,13,3.3,22,5.5,0,1,-2.0,0,2,1,0,0,0,21,0,0,0,0,0,0.0,0.0,0,0,3.5
44,Jaylen Wright,1,5,33.0,6.6,15,3.0,18,3.6,0,0,0.0,0,1,0,0,0,0,19,0,0,0,0,0,0.0,0.0,0,0,3.3
45,Tyrone Tracy Jr.,1,6,23.0,3.8,13,2.2,10,1.7,2,1,-1.0,0,0,0,0,0,0,8,3,3,0,4,0,9.0,3.0,0,0,3.2
46,Raheem Mostert,1,11,50.0,4.5,42,3.8,8,0.7,0,1,-2.0,0,2,0,0,0,0,14,0,0,0,0,0,0.0,0.0,0,1,3.0
47,Miles Sanders,1,3,34.0,11.3,27,9.0,7,2.3,0,0,0.0,0,1,1,0,0,0,26,1,2,0,0,0,-6.0,-6.0,0,0,2.8
48,Samaje Perine,1,2,6.0,3.0,0,0.0,6,3.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,2,0,22.0,22.0,0,0,2.8
49,Zamir White,1,3,13.0,4.3,6,2.0,7,2.3,0,0,0.0,0,0,0,0,0,0,9,1,1,0,2,0,14.0,14.0,0,0,2.7
50,Rhamondre Stevenson,1,7,18.0,2.6,8,1.1,10,1.4,0,1,-1.0,0,1,0,0,0,0,11,2,3,0,3,0,7.0,3.5,0,0,2.5
51,Julius Chestnut,1,3,15.0,5.0,11,3.7,4,1.3,0,1,-1.0,0,0,0,0,0,0,8,1,1,0,2,0,9.0,9.0,0,0,2.4
52,Alvin Kamara,1,7,10.0,1.4,0,0.0,10,1.4,0,1,-7.0,0,0,0,0,0,0,6,6,7,0,2,0,14.0,2.3,0,0,2.4
53,Devin Singletary,1,5,18.0,3.6,10,2.0,8,1.6,0,0,0.0,0,1,0,0,0,0,10,1,1,0,1,0,3.0,3.0,0,0,2.1
54,Austin Ekeler,1,4,17.0,4.3,7,1.8,10,2.5,0,0,0.0,0,0,0,0,0,0,6,2,2,1,0,0,3.0,1.5,0,0,2.0
55,Kimani Vidal,1,3,10.0,3.3,5,1.7,5,1.7,0,0,0.0,0,0,0,0,0,0,7,1,1,0,2,0,9.0,9.0,0,0,1.9
56,Carson Steele,1,6,17.0,2.8,9,1.5,8,1.3,1,0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0,0,1.7
