RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Bucky Irving,1,25,152.0,6.1,72,2.9,80,3.2,1,2,-4.0,6,4,1,1,1,0,43,3,3,0,23,1,33.0,11.0,0,0,24.5
2,Bijan Robinson,1,26,102.0,3.9,47,1.8,55,2.1,3,1,-4.0,2,2,0,0,0,0,15,6,6,0,7,1,33.0,5.5,0,0,19.5
3,Najee Harris,1,16,75.0,4.7,37,2.3,38,2.4,2,1,-3.0,10,2,1,0,0,0,20,6,6,0,27,1,54.0,9.0,0,0,18.9
4,Rico Dowdle,1,22,112.0,5.1,29,1.3,83,3.8,1,3,-7.0,4,4,1,0,0,0,22,3,3,1,6,1,11.0,3.7,0,0,18.3
5,James Cook,1,14,107.0,7.6,93,6.6,14,1.0,0,3,-6.0,65,3,1,1,1,1,65,1,1,0,2,1,13.0,13.0,0,0,18.0
6,Joe Mixon,1,20,101.0,5.1,53,2.7,48,2.4,2,2,-3.0,7,4,1,1,0,0,30,4,6,0,4,1,18.0,4.5,0,0,17.9
7,Saquon Barkley,1,23,107.0,4.7,29,1.3,78,3.4,4,4,-8.0,25,3,1,0,0,0,25,2,4,0,5,1,10.0,5.0,0,0,17.7
8,Josh Jacobs,1,19,43.0,2.3,20,1.1,23,1.2,2,2,-5.0,1,1,0,0,0,0,11,4,4,0,36,1,74.0,18.5,0,0,17.7
9,Kyren Williams,1,15,104.0,6.9,51,3.4,53,3.5,2,0,0.0,4,5,0,0,0,0,17,1,1,0,1,1,9.0,9.0,0,0,17.3
10,Brian Robinson Jr.,1,16,103.0,6.4,76,4.8,27,1.7,0,1,-2.0,40,3,1,1,1,0,40,1,1,0,2,1,6.0,6.0,0,0,16.9
11,Jonathan Taylor,1,25,96.0,3.8,52,2.1,44,1.8,2,3,-5.0,0,0,0,0,0,0,9,1,1,1,0,0,7.0,7.0,1,0,16.3
12,Chase Brown,1,12,70.0,5.8,40,3.3,30,2.5,1,2,-4.0,1,2,1,1,1,0,40,3,3,0,4,1,30.0,10.0,0,0,16.0
13,Chris Rodriguez Jr.,1,13,94.0,7.2,43,3.3,51,3.9,0,0,0.0,7,2,1,0,0,0,25,0,0,0,0,1,0.0,0.0,0,0,15.4
14,De'Von Achane,1,7,14.0,2.0,8,1.1,6,0.9,0,3,-8.0,0,1,0,0,0,0,13,8,9,1,5,0,56.0,7.0,1,0,13.0
15,Ray Davis,1,11,63.0,5.7,35,3.2,28,2.5,1,0,0.0,5,2,0,0,0,0,13,1,1,0,2,1,4.0,4.0,0,0,12.7
16,Tyrone Tracy Jr.,1,9,32.0,3.6,9,1.0,23,2.6,0,0,0.0,1,0,0,0,0,0,7,2,3,0,15,1,33.0,16.5,0,0,12.5
