RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,James Cook,1,17,111.0,6.5,65.0,3.8,46,2.7,4,0,0.0,7,4,0,0,0,0,18,3,3,0,1,2,7.3,0,0,25.3
2,Josh Jacobs,1,25,127.0,5.1,39.0,1.6,88,3.5,7,2,-3.0,38,2,1,1,0,0,38,1,2,0,0,2,-2.0,0,0,24.5
3,Tyrone Tracy Jr.,1,20,145.0,7.3,96.0,4.8,49,2.5,1,1,-2.0,45,4,2,1,1,0,45,2,3,1,2,1,2.5,0,0,21.0
4,De'Von Achane,1,10,97.0,9.7,25.0,2.5,72,7.2,1,1,-2.0,0,2,1,1,1,0,47,6,8,2,14,0,8.3,1,0,20.7
5,Rhamondre Stevenson,1,20,48.0,2.4,12.0,0.6,36,1.8,2,4,-9.0,3,0,0,0,0,0,7,3,3,2,11,2,5.7,0,0,20.5
6,Joe Mixon,1,25,102.0,4.1,26.0,1.0,68,2.6,2,7,-22.0,14,5,1,0,0,0,21,4,6,0,11,1,8.0,0,0,19.4
7,Jahmyr Gibbs,1,11,127.0,11.5,100.0,9.1,27,2.5,0,0,0.0,70,2,1,1,1,1,70,1,1,0,0,1,6.0,0,0,19.3
8,D'Andre Swift,1,18,129.0,7.2,48.0,2.7,81,4.5,0,1,-2.0,56,2,2,1,1,1,56,0,0,0,0,1,0.0,0,0,18.9
9,Jonathan Taylor,1,20,105.0,5.3,42.0,2.1,63,3.2,3,2,-4.0,1,4,1,0,0,0,28,1,1,0,12,1,12.0,0,0,17.7
10,Kyren Williams,1,23,97.0,4.2,72.0,3.1,25,1.1,0,4,-4.0,0,4,0,0,0,0,17,5,7,1,5,0,3.8,1,0,17.6
11,Bijan Robinson,1,13,63.0,4.8,43.0,3.3,20,1.5,0,0,0.0,0,1,0,0,0,0,13,7,7,1,6,0,6.1,1,0,16.6
12,Isaac Guerendo,1,14,85.0,6.1,62.0,4.4,23,1.6,0,0,0.0,4,3,0,0,0,0,19,3,4,0,5,1,5.7,0,0,16.2
13,Raheem Mostert,1,9,19.0,2.1,7.0,0.8,12,1.3,0,2,-4.0,6,1,0,0,0,0,13,1,2,0,4,2,11.0,0,0,15.0
14,David Montgomery,1,9,33.0,3.7,5.0,0.6,28,3.1,2,1,-2.0,7,0,0,0,0,0,9,1,1,0,0,1,5.0,0,0,13.9
15,Derrick Henry,1,11,73.0,6.6,21.0,1.9,52,4.7,0,2,-4.0,2,2,1,1,0,0,39,1,1,0,2,1,4.0,0,0,13.7
16,Najee Harris,1,19,114.0,6.0,65.0,3.4,49,2.6,2,0,0.0,0,4,1,0,0,0,26,3,4,0,5,0,5.7,0,0,13.1
17,James Conner,1,20,53.0,2.7,3.0,0.2,50,2.5,0,2,-13.0,2,2,0,0,0,0,17,2,3,0,2,1,8.0,0,0,12.9
18,J.K. Dobbins,1,17,57.0,3.4,24.0,1.4,33,1.9,4,1,-2.0,1,1,0,0,0,0,13,4,7,1,0,1,2.8,0,0,12.8
19,Kareem Hunt,1,21,59.0,2.8,38.0,1.8,21,1.0,0,1,-1.0,1,0,0,0,0,0,7,1,1,1,0,1,4.0,0,0,12.3
20,Alvin Kamara,1,10,67.0,6.7,34.0,3.4,33,3.3,2,1,-2.0,0,2,2,0,0,0,24,6,11,0,2,0,9.2,0,0,12.2
21,Tony Pollard,1,20,94.0,4.7,37.0,1.9,57,2.9,2,1,-2.0,0,3,0,0,0,0,17,3,4,0,13,0,7.7,0,0,11.7
22,Jaleel McLaughlin,1,8,47.0,5.9,32.0,4.0,15,1.9,0,0,0.0,0,1,0,0,0,0,10,1,1,1,2,0,9.0,1,0,11.6
23,Saquon Barkley,1,22,108.0,4.9,55.0,2.5,53,2.4,0,2,-4.0,0,3,0,0,0,0,19,1,1,0,0,0,3.0,0,0,11.1
24,Rachaad White,1,6,29.0,4.8,16.0,2.7,13,2.2,0,0,0.0,0,0,0,0,0,0,8,5,6,1,9,0,7.6,1,1,10.7
25,Ezekiel Elliott,1,10,34.0,3.4,17.0,1.7,17,1.7,0,1,-2.0,1,1,0,0,0,0,11,1,1,0,3,1,4.0,0,0,9.8
26,Aaron Jones Sr.,1,19,58.0,3.1,34.0,1.8,24,1.3,1,2,-5.0,0,0,0,0,0,0,9,2,2,0,1,0,18.5,0,0,9.5
27,Chase Brown,1,12,32.0,2.7,28.0,2.3,4,0.3,0,0,0.0,4,0,0,0,0,0,5,2,4,1,2,1,1.0,0,0,9.4
28,Braelon Allen,1,12,32.0,2.7,14.0,1.2,18,1.5,0,0,0.0,2,0,0,0,0,0,6,0,0,0,0,1,0.0,0,0,9.2
29,Breece Hall,1,16,80.0,5.0,52.0,3.1,28,1.6,0,0,0.0,0,2,0,0,0,0,16,1,3,0,2,0,9.0,0,0,8.9
30,Tank Bigsby,1,18,78.0,4.3,12.0,0.7,66,3.7,5,2,-2.0,0,3,0,0,0,0,16,2,3,0,2,0,4.0,0,0,8.6
31,Bucky Irving,1,9,44.0,4.9,25.0,2.8,19,2.1,2,0,0.0,0,1,0,0,0,0,15,7,7,0,17,0,5.7,0,0,8.4
32,Zach Charbonnet,1,3,4.0,1.3,1.0,0.3,3,1.0,1,0,0.0,1,0,0,0,0,0,3,3,4,1,6,1,6.7,0,0,8.4
33,Brian Robinson Jr.,1,16,65.0,4.1,42.0,2.6,23,1.4,0,2,-5.0,0,1,0,0,0,0,19,1,1,0,2,0,11.0,0,0,7.6
34,Chuba Hubbard,1,15,56.0,3.7,23.0,1.5,33,2.2,0,2,-4.0,0,1,0,0,0,0,15,2,2,1,3,0,7.5,0,0,7.1
35,Roschon Johnson,1,2,6.0,3.0,4.0,2.0,2,1.0,0,0,0.0,1,0,0,0,0,0,5,0,0,0,0,1,0.0,0,0,6.6
36,Jaylen Warren,1,9,46.0,5.1,27.0,3.0,19,2.1,1,1,-3.0,0,2,0,0,0,0,18,2,3,1,1,0,6.5,0,0,5.9
37,Austin Ekeler,1,7,52.0,7.4,39.0,5.6,13,1.9,0,0,0.0,0,1,1,0,0,0,29,2,3,1,4,0,3.0,0,0,5.8
38,Nick Chubb,1,16,52.0,3.3,30.0,1.9,22,1.4,1,5,-5.0,0,1,0,0,0,0,15,0,2,0,0,0,0.0,0,0,5.2
39,Javonte Williams,1,17,44.0,2.6,30.0,1.8,14,0.8,0,2,-3.0,0,0,0,0,0,0,9,4,5,0,2,0,2.0,0,0,5.2
40,Kenneth Walker III,1,9,12.0,1.3,8.0,0.9,4,0.4,0,2,-3.0,0,0,0,0,0,0,5,4,5,0,7,0,8.3,0,0,4.5
41,Miles Sanders,1,1,7.0,7.0,3.0,3.0,4,4.0,0,0,0.0,0,0,0,0,0,0,7,7,7,0,10,0,5.4,0,0,4.5
42,Alexander Mattison,1,14,15.0,1.1,6.0,0.4,9,0.6,1,3,-10.0,0,0,0,0,0,0,5,5,5,1,5,0,5.8,0,0,4.4
43,Zack Moss,1,5,11.0,2.2,7.0,1.4,4,0.8,0,0,0.0,0,0,0,0,0,0,4,4,4,1,7,0,7.0,0,0,3.9
44,Tyler Allgeier,1,12,33.0,2.8,14.0,1.2,19,1.6,1,2,-3.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0,0,3.3
45,Julius Chestnut,1,7,32.0,4.6,8.0,1.1,24,3.4,2,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0,0,3.2
46,Samaje Perine,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,4,0,15.0,0,0,3.0
47,Ray Davis,1,6,29.0,4.8,19.0,3.2,10,1.7,0,0,0.0,0,1,0,0,0,0,11,0,0,0,0,0,0.0,0,0,2.9
48,Michael Burton,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,5,0,28.0,0,0,2.8
49,D'Onta Foreman,1,5,26.0,5.2,20.0,4.0,6,1.2,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0,0,2.6
50,Devin Singletary,1,2,11.0,5.5,6.0,3.0,5,2.5,0,0,0.0,0,0,0,0,0,0,7,2,3,0,3,0,6.0,0,0,2.3
51,D'Ernest Johnson,1,1,3.0,3.0,1.0,1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,3,1,2,0,5,0,20.0,0,0,2.3
52,Dalvin Cook,1,6,12.0,2.0,7.0,1.2,5,0.8,0,0,0.0,0,0,0,0,0,0,4,1,1,0,3,0,10.0,0,0,2.2
53,Alec Ingold,1,1,3.0,3.0,1.0,1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,4,0,6.3,0,0,2.2
54,Justice Hill,1,2,5.0,2.5,4.0,2.0,1,0.5,0,0,0.0,0,0,0,0,0,0,5,1,1,0,5,0,14.0,0,0,1.9
55,Kenneth Gainwell,1,5,19.0,3.8,11.0,2.2,8,1.6,0,0,0.0,0,1,0,0,0,0,10,0,1,0,0,0,0.0,0,0,1.9
56,Blake Corum,1,4,9.0,2.3,5.0,1.3,4,1.0,0,0,0.0,0,0,0,0,0,0,5,1,1,0,2,0,9.0,0,0,1.8
57,Jaylen Wright,1,2,18.0,9.0,11.0,5.5,7,3.5,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0,0,0.0,0,0,1.8
58,Jordan Mason,1,6,18.0,3.0,8.0,1.3,10,1.7,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,1.8
59,Chris Brooks,1,4,16.0,4.0,9.0,2.3,7,1.8,0,1,-1.0,0,0,0,0,0,0,8,1,1,0,0,0,1.0,0,0,1.7
