RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Tank Bigsby,1,13,101,7.8,11.0,0.8,90,6.9,3,3,-6.0,65,2,1,1,1,1,65,1,1,0,1,2,28.0,28.0,0,0,24.9
2,D'Andre Swift,1,21,73,3.5,61.0,2.9,12,0.6,1,1,-1.0,1,1,0,0,0,0,18,2,2,0,5,1,47.0,23.5,0,0,18.0
3,Kareem Hunt,1,27,102,3.8,50.0,1.9,52,1.9,2,1,-4.0,5,0,0,0,0,0,8,1,1,0,2,1,15.0,15.0,0,0,17.7
4,Rico Dowdle,1,20,87,4.4,52.0,2.6,35,1.8,3,1,-3.0,0,3,0,0,0,0,13,2,2,0,1,0,27.0,13.5,1,0,17.4
5,James Cook,1,20,82,4.1,44.0,2.2,38,1.9,1,2,-2.0,5,3,0,0,0,0,12,2,3,1,20,1,17.0,8.5,0,0,15.9
6,Derrick Henry,1,15,92,6.1,58.0,3.9,34,2.3,2,1,-2.0,1,1,1,1,1,1,51,1,1,1,3,1,4.0,4.0,0,0,15.6
7,Josh Jacobs,1,19,73,3.8,34.0,1.8,39,2.1,0,1,-4.0,2,2,0,0,0,0,13,1,1,0,18,1,21.0,21.0,0,0,15.4
8,Rhamondre Stevenson,1,12,89,7.4,46.0,3.8,43,3.6,0,0,0.0,33,3,1,1,0,0,33,4,4,1,4,1,3.0,0.8,0,0,15.2
9,Roschon Johnson,1,10,25,2.5,19.0,1.9,6,0.6,0,0,0.0,1,0,0,0,0,0,8,0,0,0,0,2,0.0,0.0,0,0,14.5
10,Kyren Williams,1,22,102,4.6,60.0,2.7,42,1.9,3,1,-6.0,1,1,1,1,0,0,30,1,1,0,2,1,3.0,3.0,0,1,14.5
