RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
30,Javonte Williams,1,11,17.0,1.5,4.0,0.4,13,1.2,0,3,-8.0,0,0,0,0,0,0,5,5,5,0,10,0,48.0,9.6,0,0,6.5
31,Tyler Allgeier,1,9,53.0,5.9,36.0,4.0,17,1.9,0,0,0.0,0,2,0,0,0,0,15,1,1,0,3,0,12.0,12.0,0,0,6.5
32,Jerome Ford,1,7,64.0,9.1,49.0,7.0,15,2.1,0,0,0.0,0,2,1,1,0,0,36,1,2,0,0,0,0.0,0.0,0,0,6.4
33,Jaylen Warren,1,9,42.0,4.7,23.0,2.6,19,2.1,1,0,0.0,0,2,0,0,0,0,11,2,2,1,2,0,19.0,9.5,0,0,6.1
34,Alexander Mattison,1,4,1.0,0.3,-1.0,-0.3,2,0.5,0,2,-3.0,1,0,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0,0,6.1
35,Rico Dowdle,1,7,30.0,4.3,20.0,2.9,10,1.4,0,0,0.0,0,0,0,0,0,0,7,4,5,0,6,0,29.0,7.3,0,0,5.9
36,Gus Edwards,1,18,59.0,3.3,21.0,1.2,38,2.1,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0,0,5.9
37,D'Onta Foreman,1,14,42.0,3.0,23.0,1.6,19,1.4,0,1,-1.0,0,0,0,0,0,0,9,1,1,0,0,0,9.0,9.0,0,0,5.1
38,Joe Mixon,1,9,25.0,2.8,17.0,1.9,8,0.9,0,1,-2.0,0,1,0,0,0,0,16,3,5,0,8,0,25.0,8.3,0,0,5.0
39,Aaron Jones Sr.,1,9,32.0,3.6,17.0,1.9,15,1.7,0,1,-2.0,0,0,0,0,0,0,9,5,6,2,5,0,36.0,7.2,0,1,4.8
40,Zack Moss,1,12,34.0,2.8,23.0,1.9,11,0.9,0,1,-2.0,0,0,0,0,0,0,8,1,1,0,13,0,13.0,13.0,0,0,4.7
41,Emari Demercado,1,2,46.0,23.0,7.0,3.5,39,19.5,2,0,0.0,0,1,1,1,1,0,41,0,0,0,0,0,0.0,0.0,0,0,4.6
42,D'Andre Swift,1,14,18.0,1.3,10.0,0.7,8,0.6,0,3,-9.0,0,0,0,0,0,0,7,4,5,0,2,0,24.0,6.0,0,0,4.2
43,Jamaal Williams,1,8,39.0,4.9,22.0,2.8,17,2.1,0,1,-2.0,0,1,0,0,0,0,11,0,0,0,0,0,0.0,0.0,0,0,3.9
44,Zamir White,1,9,24.0,2.7,8.0,0.9,16,1.8,1,0,0.0,0,0,0,0,0,0,8,3,4,0,14,0,14.0,4.7,0,0,3.8
45,Justice Hill,1,4,22.0,5.5,10.0,2.5,12,3.0,1,0,0.0,0,1,0,0,0,0,14,2,2,0,5,0,10.0,5.0,0,0,3.2
46,Ty Johnson,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,1,2,0,1,0,33.0,33.0,0,0,3.2
47,Ezekiel Elliott,1,6,16.0,2.7,9.0,1.5,7,1.2,0,0,0.0,0,0,0,0,0,0,7,2,3,1,1,0,16.0,8.0,0,0,3.2
48,Chase Brown,1,4,31.0,7.8,21.0,5.3,10,2.5,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0,0,0.0,0.0,0,0,3.1
49,Tyjae Spears,1,6,20.0,3.3,8.0,1.3,12,2.0,0,0,0.0,0,0,0,0,0,0,7,2,2,0,4,0,11.0,5.5,0,0,3.1
50,Blake Corum,1,8,28.0,3.5,16.0,2.0,12,1.5,0,2,-2.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0,0,2.8
51,Ray Davis,1,9,29.0,3.2,10.0,1.1,19,2.1,0,2,-4.0,0,1,0,0,0,0,10,1,1,0,0,0,-1.0,-1.0,0,0,2.8
52,D'Ernest Johnson,1,5,26.0,5.2,10.0,2.0,16,3.2,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0,0,2.6
53,Miles Sanders,1,7,20.0,2.9,6.0,0.9,14,2.0,0,1,-2.0,0,0,0,0,0,0,6,3,3,0,2,0,5.0,1.7,0,0,2.5
54,Rachaad White,1,10,18.0,1.8,2.0,0.2,16,1.6,1,1,-1.0,0,0,0,0,0,0,5,1,1,0,3,0,5.0,5.0,0,0,2.3
55,Dare Ogunbowale,1,2,3.0,1.5,2.0,1.0,1,0.5,0,0,0.0,0,0,0,0,0,0,3,2,2,0,0,0,20.0,10.0,0,0,2.3
56,Bucky Irving,1,7,22.0,3.1,9.0,1.3,13,1.9,1,1,-1.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0,0,2.2
57,Kyle Juszczyk,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,5,0,1,0,19.0,6.3,0,0,1.9
58,MarShawn Lloyd,1,6,15.0,2.5,12.0,2.0,3,0.5,0,0,0.0,0,0,0,0,0,0,5,1,1,0,2,0,3.0,3.0,0,0,1.8
59,Tyler Badie,1,1,16.0,16.0,8.0,8.0,8,8.0,0,0,0.0,0,1,0,0,0,0,16,1,1,1,0,0,2.0,2.0,0,0,1.8
60,Deuce Vaughn,1,4,11.0,2.8,4.0,1.0,7,1.8,0,0,0.0,0,0,0,0,0,0,4,1,1,0,3,0,6.0,6.0,0,0,1.7
61,Trey Benson,1,11,10.0,0.9,2.0,0.2,8,0.7,0,3,-5.0,0,0,0,0,0,0,4,1,1,0,4,0,7.0,7.0,0,0,1.7
62,Sione Vaki,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,17.0,17.0,0,0,1.7
63,Cam Akers,1,7,32.0,4.6,21.0,3.0,11,1.6,1,0,0.0,0,1,0,0,0,0,13,1,1,0,0,0,3.0,3.0,0,1,1.5
64,Jeff Wilson Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,3,0,12.0,6.0,0,0,1.2
65,Hassan Haskins,1,3,11.0,3.7,4.0,1.3,7,2.3,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0,0,1.1
66,Emanuel Wilson,1,5,9.0,1.8,6.0,1.2,3,0.6,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0,0,0.9
67,Trey Sermon,1,2,0.0,0.0,-3.0,-1.5,3,1.5,0,1,-4.0,0,0,0,0,0,0,4,1,1,0,0,0,7.0,7.0,0,0,0.7
68,Jaleel McLaughlin,1,3,6.0,2.0,1.0,0.3,5,1.7,0,1,-3.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0,0,0.6
69,Travis Homer,1,1,6.0,6.0,4.0,4.0,2,2.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0,0,0.6
70,Kenneth Gainwell,1,2,6.0,3.0,4.0,2.0,2,1.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0,0,0.6
71,Pierre Strong Jr.,1,1,-5.0,-5.0,0.0,0.0,0,0.0,0,1,-5.0,0,0,0,0,0,0,0,1,2,0,0,0,10.0,10.0,0,0,0.5
72,Carson Steele,1,7,24.0,3.4,14.0,2.0,10,1.4,1,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0,1,0.4
73,Jaylen Wright,1,5,4.0,0.8,-4.0,-0.8,8,1.6,0,3,-7.0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0.0,0,0,0.4
74,Cordarrelle Patterson,1,2,3.0,1.5,2.0,1.0,1,0.5,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,0.3
75,Samaje Perine,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,3,0,3.0,3.0,0,0,0.3
76,Tyler Goodson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,2.0,0,0,0.2
77,Tyrone Tracy Jr.,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0.2
78,Ameer Abdullah,1,2,1.0,0.5,-1.0,-0.5,2,1.0,0,1,-3.0,0,0,0,0,0,0,4,2,2,0,1,0,1.0,0.5,0,0,0.2
79,JaMycal Hasty,1,1,2.0,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0.2
80,Alec Ingold,1,2,2.0,1.0,0.0,0.0,2,1.0,0,1,-1.0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,0.2
81,Michael Burton,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,1.0,0,0,0.1
82,Blake Watson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
83,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
84,Chris Collier,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
85,Aaron Shampklin,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
86,Gary Brightwell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
87,Kareem Hunt,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
88,Patrick Taylor Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
89,Keaontay Ingram,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
90,Chris Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
91,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
92,Roschon Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
93,Dante Miller,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
94,Jabari Small,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
95,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
96,Dalvin Cook,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
97,Kene Nwangwu,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
98,Sincere McCormick,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
99,Joshua Kelley,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
100,Jonathon Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
101,Christian McCaffrey,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
102,Keaton Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
103,Kendall Milton,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
104,Evan Hull,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
105,Terrell Jennings,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
106,Troy Hairston II,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
107,Nick Chubb,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
108,Jase McClellan,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
109,Dylan Laube,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
110,Kimani Vidal,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
111,D.J. Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
112,Isaiah Davis,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
113,Trayveon Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
114,Chris Rodriguez Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
115,Tyreik McAllister,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
116,Kenneth Walker III,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
117,C.J. Ham,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
118,Audric Estime,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
119,Eric Gray,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
120,Raheem Blackshear,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
121,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
122,Kendre Miller,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
123,Hunter Luepke,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
124,Adam Prentice,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0.0
125,Jordan Mims,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
126,Tank Bigsby,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
127,Sean Tucker,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
128,Raheem Mostert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
129,Jeremy McNichols,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
130,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0.0
131,British Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
132,Dameon Pierce,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
133,Julius Chestnut,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
134,Ronnie Rivers,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0.0
135,Khari Blasingame,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
136,DeeJay Dallas,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
137,Isaac Guerendo,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
138,Reggie Gilliam,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
139,John Kelly Jr.,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
140,Avery Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
141,Craig Reynolds,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
142,Will Shipley,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
143,Kenny McIntosh,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
144,Jakob Johnson,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
145,Rasheen Ali,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
