RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Saquon Barkley,1,17,147.0,8.6,114.0,6.7,33,1.9,0,1,-2.0,65,4,2,1,1,1,65,4,4,1,0,2,2.3,0,0,29.6
2,Kyren Williams,1,24,89.0,3.7,60.0,2.5,29,1.2,1,2,-4.0,4,1,0,0,0,0,13,2,2,1,0,2,13.5,1,0,29.6
3,Derrick Henry,1,25,151.0,6.0,71.0,2.8,80,3.2,5,0,0.0,26,5,2,0,0,0,29,1,1,0,17,2,23.0,0,0,29.4
4,Jonathan Taylor,1,23,110.0,4.8,95.0,4.1,15,0.7,0,2,-4.0,29,3,2,0,0,0,29,1,2,0,25,2,25.0,0,0,25.5
5,Chuba Hubbard,1,21,114.0,5.4,60.0,2.9,54,2.6,1,0,0.0,0,3,0,0,0,0,14,5,5,2,21,0,11.0,1,0,22.9
6,Zach Charbonnet,1,18,91.0,5.1,36.0,2.0,55,3.1,2,1,-1.0,10,5,0,0,0,0,13,3,4,0,5,2,5.3,0,0,22.7
7,Aaron Jones Sr.,1,19,102.0,5.4,37.0,1.9,65,3.4,0,2,-4.0,0,1,1,1,0,0,39,5,6,3,5,0,9.2,1,0,20.8
8,David Montgomery,1,23,105.0,4.6,44.0,1.9,61,2.7,2,2,-3.0,1,3,0,0,0,0,16,3,3,0,5,1,5.7,0,0,18.2
9,Jahmyr Gibbs,1,16,83.0,5.2,51.0,3.2,32,2.0,1,1,-1.0,0,3,0,0,0,0,18,0,0,0,0,0,0.0,1,0,16.3
10,Zack Moss,1,12,58.0,4.8,30.0,2.5,28,2.3,2,1,-1.0,1,2,0,0,0,0,15,5,6,1,5,1,7.8,0,0,15.7
11,Devin Singletary,1,16,65.0,4.1,6.0,0.4,59,3.7,1,3,-9.0,1,2,1,1,1,0,43,4,4,0,9,1,10.8,0,1,14.8
12,James Cook,1,11,39.0,3.5,16.0,1.5,23,2.1,0,1,-1.0,6,1,0,0,0,0,13,4,5,0,8,1,12.0,0,0,14.7
13,Emanuel Wilson,1,12,50.0,4.2,18.0,1.5,32,2.7,3,1,-5.0,0,1,0,0,0,0,10,2,2,0,28,0,17.5,1,0,14.5
14,Breece Hall,1,16,54.0,3.4,24.0,1.5,30,1.9,0,2,-9.0,1,1,0,0,0,0,10,4,5,1,13,1,7.3,0,0,14.3
15,Alvin Kamara,1,26,87.0,3.3,55.0,2.1,32,1.2,1,4,-8.0,0,1,0,0,0,0,16,3,3,0,2,0,13.3,0,0,12.7
16,Austin Ekeler,1,3,35.0,11.7,30.0,10.0,5,1.7,0,0,0.0,24,1,1,0,0,0,24,2,2,0,5,1,11.0,0,0,11.7
17,Bijan Robinson,1,16,31.0,1.9,14.0,0.9,17,1.1,0,4,-7.0,0,0,0,0,0,0,7,2,2,0,8,1,10.5,0,0,11.2
18,Ty Johnson,1,3,18.0,6.0,1.0,0.3,17,5.7,0,1,-1.0,0,1,0,0,0,0,18,3,3,2,3,0,9.3,1,0,10.6
19,Alexander Mattison,1,3,7.0,2.3,5.0,1.7,2,0.7,1,0,0.0,2,0,0,0,0,0,3,3,3,0,4,1,12.3,0,0,10.4
20,Brian Robinson Jr.,1,16,33.0,2.1,10.0,0.6,23,1.4,1,0,0.0,1,0,0,0,0,0,7,1,1,0,0,1,4.0,0,0,9.7
21,Miles Sanders,1,7,17.0,2.4,13.0,1.9,4,0.6,0,1,-1.0,1,0,0,0,0,0,6,2,2,0,0,1,6.5,0,0,9.0
22,Cam Akers,1,9,21.0,2.3,3.0,0.3,18,2.0,1,3,-6.0,0,0,0,0,0,0,9,1,3,1,3,0,8.0,1,0,8.9
23,Jordan Mason,1,19,77.0,4.1,47.0,2.5,30,1.6,0,3,-6.0,0,2,0,0,0,0,18,2,2,0,3,0,5.5,0,0,8.8
24,Najee Harris,1,18,70.0,3.9,27.0,1.5,43,2.4,0,3,-9.0,0,2,1,0,0,0,21,5,5,0,6,0,3.2,0,0,8.6
25,Travis Etienne Jr.,1,11,68.0,6.2,40.0,3.6,28,2.5,0,0,0.0,0,2,1,0,0,0,22,4,6,0,2,0,4.3,0,0,8.5
26,Bucky Irving,1,9,70.0,7.8,27.0,3.0,43,4.8,2,0,0.0,0,2,1,1,0,0,32,3,3,0,9,0,4.7,0,0,8.4
27,Ray Davis,1,7,22.0,3.1,15.0,2.1,7,1.0,0,2,-3.0,3,1,0,0,0,0,10,1,1,0,1,1,1.0,0,0,8.3
28,Trey Sermon,1,2,16.0,8.0,12.0,6.0,4,2.0,0,0,0.0,1,1,0,0,0,0,15,0,0,0,0,1,0.0,0,0,7.6
29,Carson Steele,1,17,72.0,4.2,32.0,1.9,40,2.4,0,1,-2.0,0,0,0,0,0,0,9,1,2,1,1,0,2.0,0,0,7.4
30,Jaleel McLaughlin,1,5,7.0,1.4,-2.0,-0.4,9,1.8,2,1,-4.0,1,0,0,0,0,0,7,1,1,0,0,1,7.0,0,0,7.4
31,Jerome Ford,1,10,37.0,3.7,16.0,1.6,21,2.1,1,1,-2.0,0,2,0,0,0,0,12,3,4,0,14,0,11.0,0,0,7.0
32,Tyler Badie,1,9,70.0,7.8,14.0,1.6,56,6.2,1,1,-3.0,0,1,1,1,1,0,43,0,0,0,0,0,0.0,0,0,7.0
33,Chase Brown,1,7,62.0,8.9,32.0,4.6,30,4.3,2,0,0.0,0,4,0,0,0,0,16,2,3,0,2,0,3.5,0,0,6.9
34,Braelon Allen,1,11,55.0,5.0,23.0,2.1,32,2.9,1,0,0.0,0,2,0,0,0,0,11,3,3,0,4,0,4.3,0,0,6.8
35,Roschon Johnson,1,8,30.0,3.8,19.0,2.4,11,1.4,0,1,-1.0,0,0,0,0,0,0,9,4,5,0,6,0,8.0,0,0,6.2
36,Tyjae Spears,1,2,7.0,3.5,2.0,1.0,5,2.5,0,0,0.0,0,0,0,0,0,0,6,4,4,0,40,0,13.5,0,0,6.1
37,De'Von Achane,1,11,30.0,2.7,23.0,2.1,7,0.6,1,3,-6.0,0,1,0,0,0,0,13,3,5,1,4,0,9.3,0,0,5.8
38,Rico Dowdle,1,8,32.0,4.0,15.0,1.9,17,2.1,1,0,0.0,0,0,0,0,0,0,6,3,5,0,7,0,8.0,0,0,5.6
39,Justice Hill,1,5,33.0,6.6,16.0,3.2,17,3.4,1,0,0.0,0,2,0,0,0,0,17,2,2,0,1,0,10.5,0,0,5.4
40,J.K. Dobbins,1,15,44.0,2.9,14.0,0.9,30,2.0,1,2,-4.0,0,1,0,0,0,0,13,3,3,0,2,0,3.3,0,0,5.4
41,Josh Jacobs,1,14,43.0,3.1,18.0,1.3,25,1.8,0,3,-4.0,0,1,0,0,0,0,10,1,1,0,4,0,5.0,0,0,4.8
42,Cordarrelle Patterson,1,4,33.0,8.3,9.0,2.3,24,6.0,1,0,0.0,0,2,0,0,0,0,14,3,5,1,4,0,5.0,0,0,4.8
43,D'Andre Swift,1,13,20.0,1.5,7.0,0.5,13,1.0,0,2,-13.0,0,0,0,0,0,0,4,2,4,0,3,0,11.0,0,0,4.2
44,Hunter Luepke,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,2,0,20.5,0,0,4.1
45,Tyrone Tracy Jr.,1,5,23.0,4.6,10.0,2.0,13,2.6,0,0,0.0,0,0,0,0,0,0,6,2,2,1,0,0,8.5,0,0,4.0
46,Samaje Perine,1,6,25.0,4.2,13.0,2.2,12,2.0,0,0,0.0,0,0,0,0,0,0,9,3,4,0,8,0,5.0,0,0,4.0
47,Antonio Gibson,1,5,29.0,5.8,17.0,3.4,12,2.4,0,0,0.0,0,0,0,0,0,0,8,3,3,0,1,0,2.7,0,0,3.7
48,Rachaad White,1,6,17.0,2.8,11.0,1.8,6,1.0,0,0,0.0,0,0,0,0,0,0,9,5,6,1,10,0,3.6,0,0,3.5
49,Zamir White,1,10,34.0,3.4,30.0,3.0,4,0.4,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0,0,3.4
50,Tyler Allgeier,1,7,32.0,4.6,16.0,2.3,16,2.3,0,0,0.0,0,2,0,0,0,0,12,0,0,0,0,0,0.0,0,0,3.2
51,Tony Pollard,1,6,14.0,2.3,5.0,0.8,9,1.5,1,0,0.0,0,0,0,0,0,0,4,3,4,0,6,0,5.0,0,0,2.9
52,Dare Ogunbowale,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,6,0,14.0,0,0,2.8
53,James Conner,1,9,17.0,1.9,6.0,0.7,11,1.2,0,2,-4.0,0,0,0,0,0,0,7,1,1,0,8,0,8.0,0,0,2.5
54,Javonte Williams,1,5,12.0,2.4,2.0,0.4,10,2.0,1,0,0.0,0,0,0,0,0,0,5,4,4,1,9,0,7.3,0,1,2.1
55,Isaac Guerendo,1,5,19.0,3.8,8.0,1.6,11,2.2,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,1.9
56,Jaylen Wright,1,2,17.0,8.5,14.0,7.0,3,1.5,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0,0,1.7
57,Alec Ingold,1,1,-2.0,-2.0,0.0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,0,3,3,1,2,0,5.3,0,0,1.4
58,Jeff Wilson Jr.,1,3,14.0,4.7,7.0,2.3,7,2.3,0,0,0.0,0,1,0,0,0,0,10,0,0,0,0,0,0.0,0,0,1.4
59,Ty Chandler,1,7,13.0,1.9,7.0,1.0,6,0.9,0,1,-2.0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0,0,1.3
60,Ameer Abdullah,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,4,0,6.5,0,0,1.3
61,Deuce Vaughn,1,2,5.0,2.5,3.0,1.5,2,1.0,0,0,0.0,0,0,0,0,0,0,4,1,2,0,1,0,8.0,0,0,1.3
62,Kenneth Gainwell,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,0,0,6.0,0,0,1.2
63,Ezekiel Elliott,1,3,6.0,2.0,2.0,0.7,4,1.3,0,0,0.0,0,0,0,0,0,0,4,1,2,0,2,0,6.0,0,0,1.2
64,D'Ernest Johnson,1,2,12.0,6.0,9.0,4.5,3,1.5,0,0,0.0,0,1,0,0,0,0,11,0,1,1,0,0,0.0,0,0,1.2
65,Kenny McIntosh,1,3,11.0,3.7,5.0,1.7,6,2.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,1.1
66,Khalil Herbert,1,4,9.0,2.3,4.0,1.0,5,1.3,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,0.9
67,Ronnie Rivers,1,2,9.0,4.5,7.0,3.5,2,1.0,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0,0,0.9
68,Gus Edwards,1,3,9.0,3.0,0.0,0.0,9,3.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,0.9
69,Tank Bigsby,1,2,9.0,4.5,4.0,2.0,5,2.5,1,0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0,0,0.9
70,Trey Benson,1,2,8.0,4.0,7.0,3.5,1,0.5,1,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,0.8
71,Emari Demercado,1,2,7.0,3.5,4.0,2.0,3,1.5,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,0.7
72,Kyle Juszczyk,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,0,0,0.6
73,Isaiah Davis,1,3,6.0,2.0,0.0,0.0,6,2.0,0,1,-1.0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0,0,0.6
74,JaMycal Hasty,1,1,5.0,5.0,1.0,1.0,4,4.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0,0,0.5
75,D'Onta Foreman,1,2,5.0,2.5,3.0,1.5,2,1.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0,0,0.5
76,Sean Tucker,1,1,4.0,4.0,2.0,2.0,2,2.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0,0,0.4
77,J.J. Taylor,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,2,2,0,0,0,0.0,0,0,0.3
78,Chris Brooks,1,3,3.0,1.0,0.0,0.0,3,1.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0,0,0.3
79,Rhamondre Stevenson,1,6,23.0,3.8,6.0,1.0,17,2.8,1,1,-1.0,0,1,0,0,0,0,13,0,0,0,0,0,0.0,0,1,0.3
80,British Brooks,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0.2
81,Jaylen Warren,1,3,5.0,1.7,3.0,1.0,2,0.7,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0,0,-4.0,0,0,0.1
82,Jeremy McNichols,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.1
83,Jamaal Williams,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,1,3,1,0,0,0.0,0,0,-0.1
84,Eric Gray,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,-2.0
85,Patrick Taylor Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
86,Kene Nwangwu,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
87,Aaron Shampklin,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
88,Keaontay Ingram,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
89,Kareem Hunt,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
90,Sincere McCormick,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
91,Dalvin Cook,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
92,Jonathon Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
93,Gary Brightwell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
94,Keaton Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
95,Evan Hull,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
96,Troy Hairston II,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
97,Nick Chubb,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
98,Kendall Milton,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
99,Jase McClellan,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
100,Dylan Laube,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
101,Jabari Small,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
102,Joshua Kelley,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
103,Christian McCaffrey,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
104,D.J. Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
105,Terrell Jennings,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
106,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
107,Dante Miller,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
108,Blake Watson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
109,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
110,Chris Collier,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
111,Kimani Vidal,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
112,Isiah Pacheco,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
113,Trayveon Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
114,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
115,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
116,Will Shipley,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
117,Avery Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
118,Reggie Gilliam,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
119,DeeJay Dallas,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
120,Travis Homer,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
121,Khari Blasingame,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
122,Julius Chestnut,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
123,Joe Mixon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
124,Dameon Pierce,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
125,Raheem Mostert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
126,Jordan Mims,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
127,Adam Prentice,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
