RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Saquon Barkley,1,27,159.0,5.9,105,3.9,54,2.0,1,2,-4.0,19,6,1,0,0,0,21,3,4,2,14,1,40.0,13.3,1,1,29.9
2,Derrick Henry,1,23,106.0,4.6,49,2.1,57,2.5,5,1,-1.0,7,2,1,0,0,0,20,1,1,0,10,2,27.0,27.0,0,0,25.3
3,De'Von Achane,1,12,63.0,5.3,31,2.6,32,2.7,1,2,-3.0,8,2,0,0,0,0,12,8,8,2,12,1,58.0,7.3,1,0,24.1
4,J.K. Dobbins,1,14,85.0,6.1,31,2.2,54,3.9,1,3,-5.0,16,3,1,1,0,0,34,2,2,0,1,2,20.0,10.0,0,0,22.5
5,Chase Brown,1,27,120.0,4.4,73,2.7,47,1.7,1,2,-2.0,0,2,1,0,0,0,21,5,5,1,9,0,37.0,7.4,1,0,21.7
6,Alvin Kamara,1,29,155.0,5.3,51,1.8,104,3.6,3,2,-2.0,0,3,1,0,0,0,20,6,9,1,16,0,60.0,10.0,0,0,21.5
7,Chuba Hubbard,1,15,72.0,4.8,17,1.1,55,3.7,4,0,0.0,16,2,0,0,0,0,16,2,3,0,1,2,0.0,0.0,0,0,19.2
8,Kareem Hunt,1,27,106.0,3.9,62,2.3,44,1.6,2,1,-2.0,2,2,0,0,0,0,15,1,1,0,6,1,11.0,11.0,0,0,17.7
9,Rhamondre Stevenson,1,10,16.0,1.6,10,1.0,6,0.6,0,1,-1.0,1,0,0,0,0,0,5,5,5,1,7,1,38.0,7.6,1,0,17.4
10,Rico Dowdle,1,12,75.0,6.3,54,4.5,21,1.8,0,0,0.0,0,3,0,0,0,0,15,5,6,2,16,0,32.0,6.4,1,0,16.7
11,Joe Mixon,1,24,106.0,4.4,35,1.5,71,3.0,2,3,-5.0,3,3,1,0,0,0,29,0,0,0,0,1,0.0,0.0,0,0,16.6
12,Tony Pollard,1,28,128.0,4.6,74,2.6,54,1.9,1,2,-8.0,0,3,1,1,0,0,32,3,3,0,2,0,26.0,8.7,0,0,15.4
13,Ray Davis,1,4,20.0,5.0,10,2.5,10,2.5,0,0,0.0,0,0,0,0,0,0,8,2,2,0,0,0,70.0,35.0,1,0,15.0
14,Bijan Robinson,1,19,86.0,4.5,52,2.7,34,1.8,2,3,-7.0,0,2,0,0,0,0,16,7,7,1,12,0,59.0,8.4,0,0,14.5
15,Austin Ekeler,1,11,42.0,3.8,11,1.0,31,2.8,2,1,-1.0,1,1,1,0,0,0,20,3,4,1,31,1,41.0,13.7,0,0,14.3
16,Emari Demercado,1,4,59.0,14.8,14,3.5,45,11.3,0,1,-1.0,53,1,1,1,1,1,53,2,2,0,0,1,21.0,10.5,0,0,14.0
17,Jahmyr Gibbs,1,11,65.0,5.9,51,4.6,14,1.3,0,0,0.0,15,2,0,0,0,0,18,1,2,1,0,1,11.0,11.0,0,0,13.6
18,James Conner,1,18,107.0,5.9,59,3.3,48,2.7,2,1,-3.0,0,3,0,0,0,0,16,3,3,0,5,0,12.0,4.0,0,0,11.9
19,Trey Benson,1,8,37.0,4.6,33,4.1,4,0.5,0,0,0.0,1,1,0,0,0,0,17,1,1,0,0,1,18.0,18.0,0,0,11.5
20,Josh Jacobs,1,13,95.0,7.3,24,1.8,71,5.5,0,0,0.0,0,3,1,1,0,0,37,2,3,0,0,0,13.0,6.5,0,0,10.8
21,Kenneth Walker III,1,25,83.0,3.3,29,1.2,54,2.2,0,2,-4.0,0,1,0,0,0,0,10,3,3,1,1,0,24.0,8.0,0,0,10.7
22,David Montgomery,1,17,73.0,4.3,23,1.4,50,2.9,4,2,-3.0,0,2,0,0,0,0,12,3,3,0,9,0,23.0,7.7,0,0,9.6
23,Samaje Perine,1,1,10.0,10.0,9,9.0,1,1.0,0,0,0.0,0,1,0,0,0,0,10,4,5,1,5,0,25.0,6.3,1,0,9.5
24,Kyren Williams,1,22,69.0,3.1,31,1.4,38,1.7,0,2,-6.0,0,0,0,0,0,0,9,1,3,1,4,0,26.0,26.0,0,0,9.5
25,Rachaad White,1,3,19.0,6.3,16,5.3,3,1.0,0,0,0.0,7,0,0,0,0,0,9,3,3,0,17,1,16.0,5.3,0,0,9.5
26,Emanuel Wilson,1,4,28.0,7.0,17,4.3,11,2.8,0,0,0.0,2,1,0,0,0,0,19,1,1,0,1,1,1.0,1.0,0,0,8.9
27,Breece Hall,1,15,74.0,4.9,25,1.7,49,3.3,0,2,-3.0,0,3,0,0,0,0,16,2,4,0,13,0,11.0,5.5,0,0,8.5
28,Javonte Williams,1,12,42.0,3.5,26,2.2,16,1.3,0,0,0.0,0,0,0,0,0,0,7,2,3,0,5,0,42.0,21.0,0,0,8.4
29,Aaron Jones Sr.,1,21,64.0,3.0,24,1.1,40,1.9,1,2,-2.0,0,2,0,0,0,0,13,4,4,1,13,0,18.0,4.5,0,0,8.2
30,D'Andre Swift,1,16,51.0,3.2,29,1.8,22,1.4,1,2,-4.0,0,2,0,0,0,0,13,6,6,0,8,0,31.0,5.2,0,0,8.2
31,Tyler Allgeier,1,6,18.0,3.0,8,1.3,10,1.7,0,1,-2.0,6,0,0,0,0,0,6,0,0,0,0,1,0.0,0.0,0,0,7.8
32,Zamir White,1,6,10.0,1.7,6,1.0,4,0.7,0,0,0.0,1,0,0,0,0,0,4,0,0,0,0,1,0.0,0.0,0,0,7.0
33,James Cook,1,10,44.0,4.4,18,1.8,26,2.6,0,1,-1.0,0,1,0,0,0,0,13,5,6,0,3,0,25.0,5.0,0,0,6.9
34,Tyrone Tracy Jr.,1,16,66.0,4.1,16,1.0,50,3.1,2,0,0.0,0,2,0,0,0,0,10,1,1,1,2,0,3.0,3.0,0,0,6.9
35,Raheem Mostert,1,10,56.0,5.6,21,2.1,35,3.5,1,2,-2.0,0,2,0,0,0,0,16,2,2,0,1,0,32.0,16.0,0,1,6.8
36,Patrick Ricard,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,3.0,3.0,1,0,6.3
37,Jonathan Taylor,1,13,48.0,3.7,23,1.8,25,1.9,0,0,0.0,0,1,0,0,0,0,13,3,5,0,4,0,11.0,3.7,0,0,5.9
38,Justice Hill,1,5,15.0,3.0,8,1.6,7,1.4,0,1,-2.0,0,0,0,0,0,0,8,3,3,0,3,0,43.0,14.3,0,0,5.8
39,Cam Akers,1,6,46.0,7.7,29,4.8,17,2.8,0,1,-1.0,0,3,0,0,0,0,13,2,2,0,2,0,7.0,3.5,0,0,5.3
40,Chris Rodriguez Jr.,1,11,52.0,4.7,11,1.0,41,3.7,1,0,0.0,0,1,0,0,0,0,17,0,0,0,0,0,0.0,0.0,0,0,5.2
41,Chris Brooks,1,2,13.0,6.5,3,1.5,10,5.0,1,0,0.0,0,0,0,0,0,0,9,3,4,1,12,0,28.0,9.3,0,0,4.1
42,Jordan Mims,1,5,13.0,2.6,4,0.8,9,1.8,0,1,-1.0,0,0,0,0,0,0,6,1,1,0,1,0,25.0,25.0,0,0,3.8
43,Alexander Mattison,1,9,36.0,4.0,25,2.8,11,1.2,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0,0,3.6
44,Audric Estime,1,5,35.0,7.0,9,1.8,26,5.2,2,0,0.0,0,1,1,0,0,0,21,0,0,0,0,0,0.0,0.0,0,0,3.5
45,Nick Chubb,1,15,39.0,2.6,19,1.3,20,1.3,1,2,-3.0,0,1,0,0,0,0,11,1,1,0,0,0,-4.0,-4.0,0,0,3.5
46,Bucky Irving,1,7,24.0,3.4,15,2.1,9,1.3,0,0,0.0,0,0,0,0,0,0,8,3,3,1,9,0,10.0,3.3,0,0,3.4
47,Devin Singletary,1,7,33.0,4.7,15,2.1,18,2.6,1,0,0.0,0,1,0,0,0,0,15,0,0,0,0,0,0.0,0.0,0,0,3.3
48,Zach Charbonnet,1,2,8.0,4.0,7,3.5,1,0.5,0,0,0.0,0,0,0,0,0,0,6,2,3,0,5,0,25.0,12.5,0,0,3.3
49,Travis Etienne Jr.,1,3,24.0,8.0,14,4.7,10,3.3,0,0,0.0,0,1,0,0,0,0,16,2,3,0,0,0,6.0,3.0,0,0,3.0
50,Ameer Abdullah,1,4,12.0,3.0,9,2.3,3,0.8,0,0,0.0,0,0,0,0,0,0,6,3,3,0,0,0,14.0,4.7,0,0,2.6
51,J.J. Taylor,1,3,23.0,7.7,18,6.0,5,1.7,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0,0,2.3
52,Ty Johnson,1,3,23.0,7.7,14,4.7,9,3.0,0,0,0.0,0,1,0,0,0,0,17,0,0,0,0,0,0.0,0.0,0,0,2.3
53,Tank Bigsby,1,8,22.0,2.8,7,0.9,15,1.9,1,1,-2.0,0,1,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0,0,2.2
54,Julius Chestnut,1,5,22.0,4.4,16,3.2,6,1.2,0,1,-1.0,0,1,0,0,0,0,12,0,0,0,0,0,0.0,0.0,0,0,2.2
55,Roschon Johnson,1,3,13.0,4.3,6,2.0,7,2.3,0,0,0.0,0,0,0,0,0,0,7,2,3,1,0,0,8.0,4.0,0,0,2.1
56,Jeremy McNichols,1,8,20.0,2.5,6,0.8,14,1.8,0,1,-2.0,0,0,0,0,0,0,8,0,1,0,0,0,0.0,0.0,0,0,2.0
57,Jaleel McLaughlin,1,5,10.0,2.0,7,1.4,3,0.6,0,0,0.0,0,0,0,0,0,0,3,3,3,0,1,0,10.0,3.3,0,0,2.0
58,Jaylen Wright,1,6,18.0,3.0,8,1.3,10,1.7,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0,0,1.8
59,Sean Tucker,1,3,11.0,3.7,5,1.7,6,2.0,0,0,0.0,0,0,0,0,0,0,5,1,1,0,6,0,6.0,6.0,0,0,1.7
60,Trey Sermon,1,2,4.0,2.0,3,1.5,1,0.5,0,0,0.0,0,0,0,0,0,0,4,1,2,0,0,0,9.0,9.0,0,0,1.3
61,Antonio Gibson,1,1,-1.0,-1.0,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,1,1,0,1,0,12.0,12.0,0,0,1.1
62,Kenneth Gainwell,1,5,9.0,1.8,8,1.6,1,0.2,0,0,0.0,0,0,0,0,0,0,3,1,1,0,0,0,1.0,1.0,0,0,1.0
63,Braelon Allen,1,4,9.0,2.3,1,0.3,8,2.0,0,1,-2.0,0,0,0,0,0,0,5,0,1,0,0,0,0.0,0.0,0,0,0.9
64,Hunter Luepke,1,1,5.0,5.0,2,2.0,3,3.0,0,0,0.0,0,0,0,0,0,0,5,2,2,0,2,0,4.0,2.0,0,0,0.9
65,Carson Steele,1,3,9.0,3.0,5,1.7,4,1.3,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0,0,0.9
66,Pierre Strong Jr.,1,2,8.0,4.0,5,2.5,3,1.5,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0,0,0.8
67,Dalvin Cook,1,2,8.0,4.0,5,2.5,3,1.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0,0,0.8
68,Jerome Ford,1,2,5.0,2.5,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,6,1,3,0,0,0,2.0,2.0,0,0,0.7
69,Kimani Vidal,1,5,7.0,1.4,3,0.6,4,0.8,0,2,-5.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0,0,0.7
70,D'Ernest Johnson,1,2,6.0,3.0,3,1.5,3,1.5,0,0,0.0,0,0,0,0,0,0,6,0,1,1,0,0,0.0,0.0,0,0,0.6
71,DeeJay Dallas,1,1,2.0,2.0,0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0.2
72,Dare Ogunbowale,1,1,-1.0,-1.0,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0,0,-0.1
73,Michael Burton,1,2,-1.0,-0.5,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,-0.1
74,Blake Corum,1,1,-1.0,-1.0,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,-0.1
75,JaMycal Hasty,1,1,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,-3.0,-3.0,0,0,-0.3
76,Jonathon Brooks,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
77,Keaton Mitchell,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
78,Christian McCaffrey,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
79,Isaiah Davis,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
80,Miles Sanders,1,2,-5.0,-2.5,0,0.0,0,0.0,0,2,-5.0,0,0,0,0,0,0,0,2,2,0,2,0,-5.0,-2.5,0,0,-1.0
81,Tyler Badie,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
82,Trayveon Williams,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
83,Evan Hull,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
84,Joshua Kelley,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
