RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
36,Antonio Gibson,1,13,19.0,1.5,6.0,0.5,13,1.0,2,3,-5.0,0,0,0,0,0,0,7,3,4,1,1,0,8.0,0,0,4.3
37,Zach Charbonnet,1,5,20.0,4.0,9.0,1.8,11,2.2,1,0,0.0,0,0,0,0,0,0,9,1,1,0,5,0,15.0,0,0,3.5
38,Ty Johnson,1,4,34.0,8.5,23.0,5.8,11,2.8,0,0,0.0,0,2,0,0,0,0,13,0,0,0,0,0,0.0,0,0,3.4
39,Roschon Johnson,1,5,8.0,1.6,4.0,0.8,4,0.8,0,0,0.0,0,0,0,0,0,0,4,2,3,0,14,0,12.5,0,0,3.3
40,Trey Sermon,1,18,29.0,1.6,8.0,0.4,21,1.2,0,4,-10.0,0,1,0,0,0,0,11,0,0,0,0,0,0.0,0,0,2.9
41,Patrick Taylor Jr.,1,5,16.0,3.2,10.0,2.0,6,1.2,0,0,0.0,0,0,0,0,0,0,6,1,1,0,0,0,12.0,0,0,2.8
42,Tyjae Spears,1,6,27.0,4.5,9.0,1.5,18,3.0,0,0,0.0,0,1,0,0,0,0,10,0,0,0,0,0,0.0,0,0,2.7
43,Trey Benson,1,5,26.0,5.2,21.0,4.2,5,1.0,0,0,0.0,0,1,1,0,0,0,20,0,0,0,0,0,0.0,0,0,2.6
44,James Conner,1,7,24.0,3.4,6.0,0.9,18,2.6,1,1,-1.0,0,0,0,0,0,0,9,4,5,0,6,0,5.5,0,1,2.6
45,Jaleel McLaughlin,1,3,8.0,2.7,5.0,1.7,3,1.0,0,0,0.0,0,0,0,0,0,0,5,2,2,0,2,0,8.5,0,0,2.5
46,Tank Bigsby,1,7,24.0,3.4,5.0,0.7,19,2.7,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0,0,2.4
47,Kenneth Gainwell,1,3,23.0,7.7,21.0,7.0,2,0.7,0,0,0.0,0,1,0,0,0,0,19,0,1,0,0,0,0.0,0,0,2.3
48,Chris Brooks,1,4,21.0,5.3,6.0,1.5,15,3.8,0,0,0.0,0,1,0,0,0,0,11,0,0,0,0,0,0.0,0,0,2.1
49,Craig Reynolds,1,6,21.0,3.5,17.0,2.8,4,0.7,1,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,2.1
50,JaMycal Hasty,1,3,12.0,4.0,7.0,2.3,5,1.7,0,0,0.0,0,0,0,0,0,0,5,1,2,0,6,0,9.0,0,0,2.1
51,Jordan Mims,1,1,5.0,5.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,5,2,4,0,3,0,6.5,0,0,1.8
52,Jaylen Warren,1,6,7.0,1.2,1.0,0.2,6,1.0,0,2,-4.0,0,0,0,0,0,0,7,3,3,0,2,0,3.7,0,0,1.8
53,Ameer Abdullah,1,4,24.0,6.0,17.0,4.3,7,1.8,0,0,0.0,0,1,0,0,0,0,10,3,5,0,2,0,4.7,0,1,1.8
54,Ezekiel Elliott,1,8,17.0,2.1,7.0,0.9,10,1.3,0,1,-1.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,1.7
55,Javonte Williams,1,6,23.0,3.8,16.0,2.7,7,1.2,0,0,0.0,0,1,0,0,0,0,13,3,6,0,2,0,4.3,0,1,1.6
56,Jerome Ford,1,2,14.0,7.0,12.0,6.0,2,1.0,0,0,0.0,0,1,0,0,0,0,11,0,0,0,0,0,0.0,0,0,1.4
57,Miles Sanders,1,3,1.0,0.3,-2.0,-0.7,3,1.0,0,1,-4.0,0,0,0,0,0,0,3,1,1,0,1,0,12.0,0,0,1.3
58,Terrell Jennings,1,5,13.0,2.6,6.0,1.2,7,1.4,0,1,-1.0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0,0,1.3
59,Eric Gray,1,3,13.0,4.3,7.0,2.3,6,2.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,1.3
60,Jonathan Ward,1,3,13.0,4.3,5.0,1.7,8,2.7,1,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0,0,1.3
61,Audric Estime,1,2,13.0,6.5,4.0,2.0,9,4.5,0,0,0.0,0,1,0,0,0,0,11,0,0,0,0,0,0.0,0,0,1.3
62,Jeremy McNichols,1,2,9.0,4.5,7.0,3.5,2,1.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0,0,0.9
63,Braelon Allen,1,3,8.0,2.7,2.0,0.7,6,2.0,0,0,0.0,0,0,0,0,0,0,6,0,2,0,0,0,0.0,0,0,0.8
64,Dare Ogunbowale,1,2,8.0,4.0,5.0,2.5,3,1.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0,0,0.8
65,Jamaal Williams,1,2,7.0,3.5,4.0,2.0,3,1.5,0,1,-2.0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0,0,0.7
66,Hassan Haskins,1,2,5.0,2.5,1.0,0.5,4,2.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0,0,0.5
67,Sione Vaki,1,1,5.0,5.0,4.0,4.0,1,1.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0,0,0.5
68,Justice Hill,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,0,2.0,0,0,0.4
69,Julius Chestnut,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0.2
70,Dalvin Cook,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
71,Christian McCaffrey,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
72,Kendall Milton,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
73,Kenny McIntosh,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
74,Keaton Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
75,Tyler Badie,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
76,Jonathon Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
77,MarShawn Lloyd,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
78,Joshua Kelley,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
79,Sincere McCormick,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
80,Kene Nwangwu,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
81,Evan Hull,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
82,Isaiah Davis,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
83,La'Mical Perine,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
84,Dante Miller,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
85,D.J. Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
86,Jabari Small,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
87,Travis Etienne Jr.,1,3,-1.0,-0.3,-2.0,-0.7,1,0.3,0,1,-2.0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,-0.1
88,Cam Akers,1,2,-1.0,-0.5,-2.0,-1.0,1,0.5,0,1,-2.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,-0.1
89,Aaron Shampklin,1,1,-2.0,-2.0,0.0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-0.2
90,Zack Moss,1,6,13.0,2.2,10.0,1.7,3,0.5,0,1,-4.0,0,0,0,0,0,0,7,1,1,0,2,0,2.0,0,1,-0.5
91,Dylan Laube,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,-2.0
92,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
93,Keaontay Ingram,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
94,Jase McClellan,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
95,Kareem Hunt,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
96,Gary Brightwell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
97,Nick Chubb,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
98,Chris Collier,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
99,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
100,Blake Watson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
101,Troy Hairston II,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
102,Trayveon Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
103,Isiah Pacheco,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
104,John Kelly Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
105,Khalil Herbert,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
106,Alec Ingold,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
107,Jeff Wilson Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
108,Raheem Mostert,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
109,De'Von Achane,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
110,British Brooks,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
111,Jonathan Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
112,Rhamondre Stevenson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
113,Khari Blasingame,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
114,Travis Homer,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
115,Kendre Miller,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
116,DeeJay Dallas,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
117,Reggie Gilliam,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
118,James Cook,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
119,Cordarrelle Patterson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
120,Avery Williams,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
121,Will Shipley,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
122,Patrick Ricard,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
123,Carson Steele,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
124,Adam Prentice,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
125,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
126,Jaylen Wright,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
127,Michael Burton,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
128,Blake Corum,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
129,Ronnie Rivers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
130,Kyren Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
131,Chris Rodriguez Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
132,Brian Robinson Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
133,Rachaad White,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
134,Deuce Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
135,Hunter Luepke,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
136,Samaje Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
137,Raheem Blackshear,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
138,Tyreik McAllister,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
139,Zamir White,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
140,Gus Edwards,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
141,C.J. Ham,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
142,Ty Chandler,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
143,Aaron Jones Sr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
144,Devin Singletary,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
145,Rasheen Ali,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
