RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Danny Amendola,1,7,113,16.1,78.0,11.1,0,0.0,35.0,5.0,8,1.1,0,9,0.281,8,1,1,3,3,1,0,0,2.0,0.0,0.0,0.0,0.0,25.3
2,Deebo Samuel Sr.,1,4,95,23.8,42.0,10.5,0,0.0,53.0,13.3,39,9.8,0,6,0.188,4,0,1,2,2,2,1,1,0.0,8.0,45.0,1.0,0.0,25.0
3,Cedrick Wilson Jr.,1,5,119,23.8,84.0,16.8,0,0.0,35.0,7.0,6,1.2,0,6,0.214,5,0,1,5,3,1,0,0,2.0,0.0,0.0,0.0,0.0,23.9
4,Tyler Lockett,1,5,98,19.6,77.0,15.4,0,0.0,21.0,4.2,1,0.2,0,5,0.192,5,0,1,4,2,1,1,1,2.0,1.0,2.0,0.0,0.0,22.0
5,Jauan Jennings,1,6,94,15.7,56.0,9.3,0,0.0,38.0,6.3,32,5.3,1,7,0.21899999999999997,6,0,2,3,2,1,0,0,2.0,0.0,0.0,0.0,0.0,21.4
6,Mike Evans,1,6,89,14.8,51.0,8.5,0,0.0,38.0,6.3,7,1.2,0,7,0.184,6,0,1,4,2,1,0,0,2.0,0.0,0.0,0.0,0.0,20.9
7,Cooper Kupp,1,7,118,16.9,78.0,11.1,0,0.0,40.0,5.7,21,3.0,1,7,0.21899999999999997,7,0,2,3,2,2,1,1,1.0,1.0,18.0,0.0,0.0,19.6
8,Allen Lazard,1,5,75,15.0,48.0,9.6,0,0.0,27.0,5.4,4,0.8,0,6,0.171,6,1,2,2,2,0,0,0,2.0,0.0,0.0,0.0,0.0,19.5
9,Russell Gage,1,9,126,14.0,87.0,9.7,0,0.0,39.0,4.3,7,0.8,1,13,0.419,9,0,3,6,2,0,0,0,1.0,0.0,0.0,0.0,0.0,18.6
10,Amon-Ra St. Brown,1,8,109,13.6,57.0,7.1,0,0.0,52.0,6.5,29,3.6,1,10,0.345,8,0,2,5,2,0,0,0,1.0,1.0,12.0,0.0,0.0,18.1
11,Mike Williams,1,9,119,13.2,79.0,8.8,0,0.0,40.0,4.4,37,4.1,0,17,0.266,9,0,2,4,1,1,1,1,1.0,0.0,0.0,0.0,0.0,17.9
12,Kalif Raymond,1,4,101,25.3,41.0,10.3,0,0.0,60.0,15.0,0,0.0,0,5,0.172,4,0,0,2,1,1,1,1,1.0,1.0,13.0,0.0,0.0,17.4
13,Justin Jefferson,1,5,107,21.4,96.0,19.2,0,0.0,11.0,2.2,1,0.2,0,7,0.33299999999999996,6,1,0,3,3,1,1,1,1.0,1.0,4.0,0.0,0.0,17.1
14,Ihmir Smith-Marsette,1,3,103,34.3,88.0,29.3,0,0.0,15.0,5.0,0,0.0,0,3,0.14300000000000002,3,0,0,3,2,2,2,2,1.0,0.0,0.0,0.0,0.0,16.3
15,Marvin Jones Jr.,1,7,88,12.6,78.0,11.1,0,0.0,10.0,1.4,3,0.4,0,8,0.25,7,0,3,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.8
16,Quez Watkins,1,5,84,16.8,28.0,5.6,0,0.0,56.0,11.2,38,7.6,3,7,0.20600000000000002,5,0,0,4,2,1,0,0,1.0,0.0,0.0,0.0,0.0,14.4
17,Michael Pittman Jr.,1,6,64,10.7,45.0,7.5,0,0.0,19.0,3.2,15,2.5,0,7,0.24100000000000002,7,1,1,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.4
18,Stefon Diggs,1,9,81,9.0,52.0,5.8,0,0.0,29.0,3.2,14,1.6,0,14,0.311,10,1,2,5,0,0,0,0,1.0,0.0,0.0,0.0,0.0,14.1
19,Nick Westbrook-Ikhine,1,4,78,19.5,56.0,14.0,0,0.0,22.0,5.5,11,2.8,0,5,0.156,4,0,1,2,2,1,0,0,1.0,0.0,0.0,0.0,0.0,13.8
20,Tre'Quan Smith,1,5,76,15.2,40.0,8.0,0,0.0,36.0,7.2,6,1.2,0,7,0.304,5,0,3,3,1,1,0,0,1.0,0.0,0.0,0.0,0.0,13.6
21,Jarvis Landry,1,6,75,12.5,49.0,8.2,0,0.0,26.0,4.3,7,1.2,1,8,0.33299999999999996,6,0,1,3,2,0,0,0,1.0,0.0,0.0,0.0,0.0,13.5
22,Chase Claypool,1,5,37,7.4,28.0,5.6,0,0.0,9.0,1.8,2,0.4,0,7,0.159,5,0,2,1,0,0,0,0,1.0,3.0,33.0,0.0,0.0,13.0
23,Hunter Renfrow,1,4,13,3.3,12.0,3.0,0,0.0,1.0,0.3,0,0.0,0,5,0.152,4,0,2,1,0,0,0,0,2.0,1.0,-4.0,0.0,0.0,12.9
24,A.J. Brown,1,4,68,17.0,43.0,10.8,0,0.0,25.0,6.3,8,2.0,0,6,0.188,4,0,1,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,12.8
25,Darnell Mooney,1,12,126,10.5,34.0,2.8,0,0.0,92.0,7.7,11,0.9,0,16,0.348,12,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12.6
26,Julio Jones,1,5,58,11.6,45.0,9.0,0,0.0,13.0,2.6,3,0.6,0,9,0.281,5,0,1,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11.8
27,Keelan Cole Sr.,1,3,54,18.0,22.0,7.3,0,0.0,32.0,10.7,0,0.0,0,3,0.158,3,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,11.4
28,Mecole Hardman Jr.,1,8,103,12.9,4.0,0.5,0,0.0,99.0,12.4,21,2.6,0,11,0.262,8,0,2,4,2,1,1,1,0.0,1.0,10.0,0.0,0.0,11.3
29,Scotty Miller,1,1,9,9.0,10.0,10.0,0,0.0,-1.0,-1.0,0,0.0,0,1,0.026000000000000002,1,0,0,0,0,0,0,0,0.0,2.0,43.0,1.0,0.0,11.2
30,Robbie Chosen,1,7,50,7.1,36.0,5.1,0,0.0,14.0,2.0,1,0.1,0,9,0.214,7,0,1,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11.0
