RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Justin Jefferson,1,8,169.0,21.1,110.0,13.8,0,0.0,59,7.4,4,0.5,0,10,0.294,8,0,1,4,4,2,2,2,2.0,1.0,3.0,0.0,0.0,29.2
2,Davante Adams,1,7,115.0,16.4,60.0,8.6,0,0.0,55,7.9,8,1.1,0,8,0.258,7,0,2,6,1,1,0,0,2.0,0.0,0.0,0.0,0.0,23.5
3,Elijah Moore,1,8,141.0,17.6,76.0,9.5,0,0.0,65,8.1,10,1.3,1,11,0.314,8,0,0,4,3,1,1,1,1.0,1.0,15.0,0.0,0.0,21.6
4,Marquez Valdes-Scantling,1,4,123.0,30.8,67.0,16.8,0,0.0,56,14.0,4,1.0,0,10,0.32299999999999995,4,0,2,2,2,2,1,1,1.0,0.0,0.0,0.0,0.0,18.3
5,Darnell Mooney,1,5,121.0,24.2,51.0,10.2,0,0.0,70,14.0,40,8.0,1,16,0.485,6,1,0,3,3,1,1,1,1.0,0.0,0.0,0.0,0.0,18.1
6,Marquise Goodwin,1,4,104.0,26.0,88.0,22.0,0,0.0,16,4.0,0,0.0,0,8,0.242,4,0,0,4,3,1,1,1,1.0,0.0,0.0,0.0,0.0,16.4
7,Terry McLaurin,1,5,103.0,20.6,89.0,17.8,0,0.0,14,2.8,1,0.2,0,7,0.35,6,0,1,4,2,2,0,0,1.0,0.0,0.0,0.0,0.0,16.3
8,Diontae Johnson,1,7,101.0,14.4,66.0,9.4,0,0.0,35,5.0,0,0.0,0,13,0.295,7,0,4,4,2,1,0,0,1.0,0.0,0.0,0.0,0.0,16.1
9,Mike Williams,1,5,97.0,19.4,34.0,6.8,0,0.0,63,12.6,3,0.6,1,6,0.146,5,0,0,3,2,1,1,1,1.0,0.0,0.0,0.0,0.0,15.7
10,Deebo Samuel Sr.,1,1,15.0,15.0,9.0,9.0,0,0.0,6,6.0,4,4.0,0,2,0.1,1,0,0,1,0,0,0,0,0.0,8.0,79.0,1.0,0.0,15.4
11,Brandon Aiyuk,1,7,85.0,12.1,50.0,7.1,0,0.0,35,5.0,22,3.1,1,7,0.35,7,0,1,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,14.5
12,Mike Evans,1,6,73.0,12.2,53.0,8.8,0,0.0,20,3.3,14,2.3,2,11,0.23399999999999999,7,1,2,3,1,0,0,0,1.0,1.0,10.0,0.0,0.0,14.3
13,Stefon Diggs,1,4,23.0,5.8,22.0,5.5,0,0.0,1,0.3,0,0.0,0,6,0.154,4,0,2,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,14.3
14,Adam Thielen,1,8,82.0,10.3,40.0,5.0,0,0.0,42,5.3,4,0.5,0,10,0.294,8,0,1,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.2
15,Chris Godwin,1,6,65.0,10.8,31.0,5.2,0,0.0,34,5.7,8,1.3,0,6,0.128,6,0,1,3,0,0,0,0,1.0,1.0,7.0,0.0,0.0,13.2
16,Mack Hollins,1,2,72.0,36.0,50.0,25.0,0,0.0,22,11.0,7,3.5,0,3,0.08800000000000001,2,0,2,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,13.2
17,Jaylen Waddle,1,8,65.0,8.1,35.0,4.4,0,0.0,30,3.8,11,1.4,0,9,0.265,8,0,2,2,0,0,0,0,0.0,1.0,1.0,1.0,0.0,12.6
18,Tyler Lockett,1,4,115.0,28.8,87.0,21.8,0,0.0,28,7.0,0,0.0,0,5,0.2,4,0,0,3,3,2,1,1,0.0,0.0,0.0,0.0,0.0,11.5
19,Keenan Allen,1,9,112.0,12.4,79.0,8.8,0,0.0,33,3.7,1,0.1,0,13,0.317,9,0,0,5,1,1,0,0,0.0,0.0,0.0,0.0,0.0,11.2
20,DJ Moore,1,5,50.0,10.0,37.0,7.4,0,0.0,13,2.6,7,1.4,1,7,0.259,5,0,1,4,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11.0
21,Tyreek Hill,1,9,77.0,8.6,29.0,3.2,0,0.0,48,5.3,7,0.8,0,11,0.33299999999999996,10,1,0,3,1,0,0,0,0.0,1.0,33.0,0.0,0.0,11.0
22,Nick Westbrook-Ikhine,1,7,107.0,15.3,72.0,10.3,0,0.0,35,5.0,11,1.6,1,8,0.157,7,0,0,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0,10.7
23,Jamison Crowder,1,6,44.0,7.3,25.0,4.2,0,0.0,19,3.2,8,1.3,0,7,0.2,6,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.4
24,Jarvis Landry,1,4,26.0,6.5,17.0,4.3,0,0.0,9,2.3,2,0.5,0,8,0.28600000000000003,4,0,1,1,0,0,0,0,0.0,1.0,16.0,1.0,0.0,10.2
25,Ja'Marr Chase,1,3,32.0,10.7,24.0,8.0,0,0.0,8,2.7,4,1.3,1,6,0.214,3,0,1,1,0,0,0,0,1.0,2.0,8.0,0.0,0.0,10.0
26,Nelson Agholor,1,5,40.0,8.0,20.0,4.0,0,0.0,20,4.0,2,0.4,0,5,0.192,5,0,1,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.0
