RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Davante Adams,1,10,121,12.1,60.0,6.0,0,0.0,61,6.1,21,2.1,1,13,0.371,10,0,2,5,1,1,0,0,2.0,0.0,0.0,0.0,0.0,24.1
2,Tyler Lockett,1,5,142,28.4,137.0,27.4,0,0.0,5,1.0,0,0.0,0,9,0.321,5,0,0,4,4,1,1,1,1.0,0.0,0.0,0.0,0.0,22.2
3,Ja'Marr Chase,1,5,77,15.4,61.0,12.2,0,0.0,16,3.2,5,1.0,0,8,0.235,7,2,1,4,1,1,0,0,2.0,1.0,6.0,0.0,0.0,20.3
4,Cooper Kupp,1,13,123,9.5,73.0,5.6,0,0.0,50,3.8,22,1.7,1,15,0.5,13,0,5,4,1,1,1,1,1.0,0.0,0.0,0.0,0.0,18.3
5,Jakeem Grant Sr.,1,1,46,46.0,-3.0,-3.0,0,0.0,49,49.0,36,36.0,1,3,0.094,2,1,0,1,1,1,1,1,1.0,1.0,5.0,0.0,0.0,17.1
6,Hunter Renfrow,1,13,117,9.0,47.0,3.6,0,0.0,70,5.4,0,0.0,0,14,0.326,13,0,4,3,0,0,0,0,1.0,0.0,0.0,0.0,1.0,15.7
7,Mike Evans,1,6,91,15.2,61.0,10.2,0,0.0,30,5.0,4,0.7,0,6,0.13,6,0,1,5,2,0,0,0,1.0,0.0,0.0,0.0,0.0,15.1
8,Allen Lazard,1,6,75,12.5,52.0,8.7,0,0.0,23,3.8,13,2.2,0,7,0.2,6,0,1,3,1,1,0,0,1.0,1.0,14.0,0.0,0.0,14.9
9,Jalen Guyton,1,3,87,29.0,74.0,24.7,0,0.0,13,4.3,2,0.7,0,3,0.1,3,0,0,3,1,1,1,1,1.0,0.0,0.0,0.0,0.0,14.7
10,Robbie Chosen,1,7,84,12.0,74.0,10.6,0,0.0,10,1.4,3,0.4,0,12,0.34299999999999997,9,0,1,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.4
11,K.J. Osborn,1,3,83,27.7,62.0,20.7,0,0.0,21,7.0,3,1.0,0,9,0.29,3,0,0,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0,14.3
12,Odell Beckham Jr.,1,6,77,12.8,35.0,5.8,0,0.0,42,7.0,5,0.8,0,7,0.233,6,0,1,3,1,1,1,1,1.0,0.0,0.0,0.0,0.0,13.7
13,Damiere Byrd,1,2,76,38.0,27.0,13.5,0,0.0,49,24.5,0,0.0,0,2,0.063,2,0,0,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0,13.6
14,Justin Jefferson,1,7,79,11.3,54.0,7.7,0,0.0,25,3.6,5,0.7,0,15,0.484,8,1,3,4,1,0,0,0,1.0,1.0,-4.0,0.0,0.0,13.5
15,Cam Sims,1,3,69,23.0,66.0,22.0,0,0.0,3,1.0,2,0.7,1,4,0.121,3,0,0,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0,12.9
16,Van Jefferson,1,2,58,29.0,48.0,24.0,0,0.0,10,5.0,2,1.0,0,3,0.1,2,0,1,1,1,1,1,1,1.0,1.0,10.0,0.0,0.0,12.8
17,Joshua Palmer,1,5,66,13.2,45.0,9.0,0,0.0,21,4.2,10,2.0,0,7,0.233,5,0,3,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,12.6
18,Brandon Aiyuk,1,6,62,10.3,21.0,3.5,0,0.0,41,6.8,12,2.0,0,10,0.27,6,0,2,3,1,0,0,0,1.0,1.0,4.0,0.0,0.0,12.6
19,James Washington,1,4,65,16.3,57.0,14.3,0,0.0,8,2.0,0,0.0,0,6,0.154,4,0,1,2,2,1,0,0,1.0,0.0,0.0,0.0,0.0,12.5
20,Deebo Samuel Sr.,1,1,22,22.0,18.0,18.0,0,0.0,4,4.0,3,3.0,0,1,0.027000000000000003,1,0,0,1,1,0,0,0,0.0,8.0,37.0,1.0,0.0,11.9
21,Breshad Perriman,1,1,58,58.0,5.0,5.0,0,0.0,53,53.0,0,0.0,0,2,0.043,1,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,11.8
22,Tee Higgins,1,5,114,22.8,80.0,16.0,0,0.0,34,6.8,0,0.0,0,7,0.20600000000000002,5,0,0,5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,11.4
23,Amari Cooper,1,5,51,10.2,26.0,5.2,0,0.0,25,5.0,7,1.4,0,7,0.179,5,0,1,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,11.1
24,Chris Godwin,1,10,105,10.5,46.0,4.6,0,0.0,59,5.9,14,1.4,0,15,0.326,10,0,3,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,10.5
25,Diontae Johnson,1,5,76,15.2,58.0,11.6,0,0.0,18,3.6,0,0.0,0,10,0.256,7,2,2,3,1,1,0,0,0.0,1.0,7.0,0.0,0.0,10.3
