RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Cooper Kupp,1,9,163.0,18.1,62.0,6.9,0,0.0,101.0,11.2,12,1.3,2,11,0.379,9,0,2,7,2,2,2,2,2.0,1.0,-5.0,0.0,0.0,27.8
2,Tyler Lockett,1,8,178.0,22.3,114.0,14.3,0,0.0,64.0,8.0,31,3.9,0,11,0.355,8,0,1,5,3,2,2,2,1.0,0.0,0.0,0.0,0.0,23.8
3,Mike Evans,1,5,75.0,15.0,68.0,13.6,0,0.0,7.0,1.4,2,0.4,0,9,0.25,5,0,4,3,3,0,0,0,2.0,0.0,0.0,0.0,0.0,19.5
4,Henry Ruggs III,1,5,113.0,22.6,66.0,13.2,0,0.0,47.0,9.4,15,3.0,1,7,0.18899999999999997,5,0,0,3,2,2,1,1,1.0,1.0,2.0,0.0,0.0,17.5
5,Rondale Moore,1,7,114.0,14.6,22.0,2.8,0,0.0,95.0,11.9,12,1.5,1,8,0.235,8,0,2,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0,17.4
6,Marquise Brown,1,6,113.0,18.8,52.0,8.7,0,0.0,61.0,10.2,18,3.0,1,10,0.4,7,0,2,5,3,1,1,1,1.0,0.0,0.0,0.0,0.0,17.3
7,Terry McLaurin,1,11,107.0,9.7,71.0,6.5,0,0.0,36.0,3.3,4,0.4,0,14,0.318,11,0,1,6,0,0,0,0,1.0,0.0,0.0,0.0,0.0,16.7
8,Freddie Swain,1,5,95.0,19.0,35.0,7.0,0,0.0,60.0,12.0,5,1.0,0,5,0.161,5,0,0,2,1,1,1,1,1.0,1.0,5.0,0.0,0.0,16.0
9,Courtland Sutton,1,9,159.0,17.7,136.0,15.1,0,0.0,23.0,2.6,7,0.8,0,12,0.353,9,0,0,6,2,2,1,1,0.0,0.0,0.0,0.0,0.0,15.9
10,Mike Williams,1,7,91.0,13.0,45.0,6.4,0,0.0,46.0,6.6,22,3.1,1,10,0.25,7,0,3,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,15.1
11,K.J. Osborn,1,5,91.0,18.2,49.0,9.8,0,0.0,42.0,8.4,6,1.2,0,6,0.188,5,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,15.1
12,DJ Moore,1,8,79.0,9.9,48.0,6.0,0,0.0,31.0,3.9,10,1.3,0,11,0.297,9,0,1,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,13.9
13,Brandin Cooks,1,9,78.0,8.7,54.0,6.0,0,0.0,24.0,2.7,3,0.3,0,14,0.5,10,1,2,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,13.8
14,Julio Jones,1,6,128.0,21.3,108.0,18.0,0,0.0,20.0,3.3,9,1.5,0,8,0.205,7,1,1,6,1,1,1,1,0.0,0.0,0.0,0.0,0.0,12.8
15,Justin Jefferson,1,6,65.0,10.3,55.0,7.9,0,0.0,17.0,2.4,8,1.1,0,10,0.313,9,2,1,4,0,0,0,0,1.0,0.0,0.0,0.0,0.0,12.5
16,Calvin Ridley,1,7,63.0,9.0,40.0,5.7,0,0.0,23.0,3.3,16,2.3,0,10,0.20800000000000002,7,0,2,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,12.3
17,Quintez Cephus,1,4,63.0,15.8,37.0,9.3,0,0.0,26.0,6.5,0,0.0,0,7,0.19399999999999998,4,0,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,12.3
18,Michael Pittman Jr.,1,8,123.0,15.4,97.0,12.1,0,0.0,26.0,3.3,0,0.0,0,12,0.34299999999999997,8,0,3,5,2,1,1,1,0.0,0.0,0.0,0.0,0.0,12.3
