RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Justin Jefferson,1,11,182.0,16.5,142.0,12.9,0,0.0,40,3.6,7,0.6,0,14,0.341,11,0,2,8,2,2,1,1,1.0,1.0,4.0,0.0,0.0,24.6
2,Diontae Johnson,1,8,105.0,13.1,54.0,6.8,0,0.0,51,6.4,30,3.8,3,11,0.36700000000000005,9,1,1,3,2,0,0,0,2.0,0.0,0.0,0.0,0.0,22.5
3,Tee Higgins,1,9,138.0,15.3,105.0,11.7,0,0.0,33,3.7,8,0.9,0,14,0.368,11,1,1,6,3,0,0,0,1.0,0.0,0.0,0.0,0.0,19.8
4,Cooper Kupp,1,8,129.0,16.1,71.0,8.9,0,0.0,58,7.3,13,1.6,0,10,0.27,8,0,1,3,2,1,1,1,1.0,0.0,0.0,0.0,0.0,18.9
5,Keenan Allen,1,5,34.0,6.8,34.0,6.8,0,0.0,0,0.0,0,0.0,0,8,0.22899999999999998,5,0,2,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0,17.4
6,Deonte Harty,1,4,96.0,24.0,23.0,5.8,0,0.0,73,18.3,66,16.5,1,8,0.195,6,2,0,2,1,1,1,1,1.0,1.0,3.0,0.0,0.0,15.9
7,Chris Godwin,1,15,143.0,9.5,77.0,5.1,0,0.0,66,4.4,23,1.5,0,17,0.33299999999999996,16,1,3,4,2,1,0,0,0.0,1.0,9.0,0.0,0.0,15.2
8,Jalen Guyton,1,4,90.0,22.5,70.0,17.5,0,0.0,20,5.0,9,2.3,1,4,0.114,4,0,0,3,2,2,1,1,1.0,1.0,-1.0,0.0,0.0,14.9
9,Amon-Ra St. Brown,1,10,86.0,8.6,59.0,5.9,0,0.0,27,2.7,2,0.2,0,12,0.316,10,0,2,2,0,0,0,0,1.0,1.0,2.0,0.0,0.0,14.8
10,Elijah Moore,1,6,77.0,12.8,53.0,8.8,0,0.0,24,4.0,8,1.3,0,12,0.33299999999999996,7,1,2,3,1,0,0,0,1.0,1.0,9.0,0.0,0.0,14.6
11,Tyler Lockett,1,7,68.0,9.7,52.0,7.4,0,0.0,16,2.3,1,0.1,0,8,0.21600000000000003,7,0,1,4,0,0,0,0,1.0,0.0,0.0,0.0,0.0,12.8
12,Jakeem Grant Sr.,1,5,62.0,12.4,34.0,6.8,0,0.0,28,5.6,10,2.0,0,7,0.175,6,1,1,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,12.2
13,CeeDee Lamb,1,7,89.0,12.7,46.0,6.6,0,0.0,43,6.1,23,3.3,2,13,0.325,8,0,0,4,3,0,0,0,0.0,1.0,33.0,0.0,0.0,12.2
14,Michael Pittman Jr.,1,6,77.0,12.8,43.0,7.2,0,0.0,34,5.7,11,1.8,1,8,0.364,7,1,1,4,0,0,0,0,0.0,2.0,33.0,0.0,0.0,11.0
15,Mike Williams,1,5,110.0,22.0,89.0,17.8,0,0.0,21,4.2,2,0.4,0,7,0.2,6,0,1,3,2,2,2,2,0.0,0.0,0.0,0.0,0.0,11.0
16,Russell Gage,1,11,130.0,11.8,80.0,7.3,0,0.0,50,4.5,27,2.5,2,12,0.3,12,1,2,5,0,0,0,0,0.0,0.0,0.0,0.0,1.0,11.0
17,Lil'Jordan Humphrey,1,2,49.0,24.5,31.0,15.5,0,0.0,18,9.0,0,0.0,0,2,0.049,2,0,0,2,2,0,0,0,1.0,0.0,0.0,0.0,0.0,10.9
18,K.J. Osborn,1,4,47.0,11.8,29.0,7.3,0,0.0,18,4.5,3,0.8,0,7,0.171,4,0,3,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.7
19,Hunter Renfrow,1,9,102.0,11.3,72.0,8.0,0,0.0,30,3.3,5,0.6,0,10,0.278,9,0,0,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,10.2
20,Van Jefferson,1,6,41.0,6.8,33.0,5.5,0,0.0,8,1.3,1,0.2,0,8,0.21600000000000003,7,1,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.1
21,Sammy Watkins,1,4,39.0,9.8,28.0,7.0,0,0.0,11,2.8,10,2.5,0,6,0.162,6,2,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.9
22,Mike Evans,1,7,99.0,14.1,78.0,11.1,0,0.0,21,3.0,6,0.9,0,10,0.196,7,0,0,4,1,1,0,0,0.0,0.0,0.0,0.0,0.0,9.9
23,Michael Gallup,1,5,36.0,7.2,30.0,6.0,0,0.0,6,1.2,2,0.4,0,9,0.225,6,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.6
24,Dee Eskridge,1,3,35.0,11.7,27.0,9.0,0,0.0,8,2.7,6,2.0,2,3,0.081,3,0,1,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.5
25,DeAndre Hopkins,1,2,32.0,16.0,28.0,14.0,0,0.0,4,2.0,0,0.0,0,2,0.133,2,0,0,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.2
26,Jaylen Waddle,1,9,90.0,10.0,71.0,7.9,0,0.0,19,2.1,3,0.3,0,11,0.268,10,1,1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0
27,Gabe Davis,1,2,30.0,15.0,19.0,9.5,0,0.0,11,5.5,9,4.5,0,4,0.133,2,0,3,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.0
28,Odell Beckham Jr.,1,2,28.0,14.0,13.0,6.5,0,0.0,15,7.5,0,0.0,0,5,0.135,2,0,2,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,8.8
29,Tyler Boyd,1,5,85.0,17.0,57.0,11.4,0,0.0,28,5.6,8,1.6,0,7,0.184,5,0,0,4,2,1,0,0,0.0,0.0,0.0,0.0,0.0,8.5
30,Jerry Jeudy,1,4,77.0,19.3,30.0,7.5,0,0.0,47,11.8,2,0.5,0,6,0.16699999999999998,5,0,0,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,7.7
31,Josh Reynolds,1,4,69.0,17.3,30.0,7.5,0,0.0,39,9.8,22,5.5,1,7,0.184,5,1,2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,6.9
32,Mack Hollins,1,1,5.0,5.0,5.0,5.0,0,0.0,0,0.0,0,0.0,0,1,0.024,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.5
33,Isaiah Ford,1,1,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,0.024,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.2
34,Jamison Crowder,1,4,62.0,15.5,27.0,6.8,0,0.0,35,8.8,12,3.0,0,6,0.16699999999999998,4,0,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.2
35,DeVante Parker,1,5,62.0,12.4,59.0,11.8,0,0.0,3,0.6,2,0.4,0,5,0.122,5,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.2
36,Ashton Dulin,1,1,2.0,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,0.045,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.2
