RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Mike Williams,1,8,165,20.6,105.0,13.1,0,0.0,60,7.5,10,1.3,0,16,0.381,10,0,0,4,2,2,2,2,2.0,0.0,0.0,0.0,0.0,28.5
2,Davante Adams,1,11,206,18.7,157.0,14.3,0,0.0,49,4.5,12,1.1,0,16,0.457,11,0,2,7,5,2,1,1,1.0,0.0,0.0,0.0,0.0,26.6
3,Marquise Brown,1,9,125,13.9,95.0,10.6,0,0.0,30,3.3,18,2.0,1,10,0.233,9,0,3,5,2,1,1,1,2.0,0.0,0.0,0.0,0.0,24.5
4,Antonio Brown,1,7,124,17.7,48.0,6.9,0,0.0,76,10.9,8,1.1,0,8,0.19,7,0,1,4,2,1,1,1,2.0,0.0,0.0,0.0,0.0,24.4
5,Mike Evans,1,6,113,18.8,100.0,16.7,0,0.0,13,2.2,0,0.0,0,8,0.19,6,0,0,5,3,1,0,0,2.0,0.0,0.0,0.0,0.0,23.3
6,Ja'Marr Chase,1,6,159,26.5,105.0,17.5,0,0.0,54,9.0,23,3.8,1,10,0.27,7,1,0,5,3,1,1,1,1.0,0.0,0.0,0.0,0.0,21.9
7,DK Metcalf,1,5,98,19.6,79.0,15.8,0,0.0,19,3.8,12,2.4,2,5,0.156,5,0,1,5,2,0,0,0,2.0,0.0,0.0,0.0,0.0,21.8
8,Marquez Callaway,1,4,85,21.3,81.0,20.3,0,0.0,4,1.0,1,0.3,0,8,0.28600000000000003,4,0,1,4,1,1,1,1,2.0,0.0,0.0,0.0,0.0,20.5
9,Kadarius Toney,1,10,189,18.9,98.0,9.8,0,0.0,91,9.1,14,1.4,0,13,0.35100000000000003,10,0,2,7,4,2,0,0,0.0,1.0,7.0,0.0,0.0,19.6
10,Chase Claypool,1,5,130,26.0,49.0,9.8,0,0.0,81,16.2,43,8.6,1,6,0.24,5,0,1,5,2,1,1,1,1.0,0.0,0.0,0.0,0.0,19.0
11,Courtland Sutton,1,7,120,17.1,110.0,15.7,0,0.0,10,1.4,1,0.1,0,11,0.314,8,1,1,5,2,1,0,0,1.0,0.0,0.0,0.0,0.0,18.0
12,Emmanuel Sanders,1,3,54,18.0,52.0,17.3,0,0.0,2,0.7,1,0.3,0,5,0.20800000000000002,3,0,2,2,1,1,0,0,2.0,0.0,0.0,0.0,0.0,17.4
13,Chris Moore,1,5,109,21.8,36.0,7.2,0,0.0,73,14.6,12,2.4,0,5,0.185,5,0,1,3,2,1,1,1,1.0,0.0,0.0,0.0,0.0,16.9
14,Robert Woods,1,12,150,12.5,103.0,8.6,0,0.0,47,3.9,0,0.0,0,14,0.4,12,0,0,6,4,0,0,0,0.0,0.0,0.0,0.0,0.0,15.0
15,Michael Pittman Jr.,1,6,89,14.8,40.0,6.7,0,0.0,49,8.2,15,2.5,0,7,0.20600000000000002,6,0,0,3,2,1,1,1,1.0,0.0,0.0,0.0,0.0,14.9
16,CeeDee Lamb,1,4,84,21.0,41.0,10.3,0,0.0,43,10.8,4,1.0,0,6,0.188,4,0,1,3,1,1,1,1,1.0,1.0,4.0,0.0,0.0,14.8
17,DeAndre Hopkins,1,6,87,14.5,74.0,12.3,0,0.0,13,2.2,8,1.3,0,9,0.321,7,0,2,3,2,1,0,0,1.0,0.0,0.0,0.0,0.0,14.7
18,Deonte Harty,1,1,72,72.0,47.0,47.0,0,0.0,25,25.0,0,0.0,0,1,0.036000000000000004,1,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,13.2
19,Diontae Johnson,1,2,72,36.0,39.0,19.5,0,0.0,33,16.5,0,0.0,0,2,0.08,2,0,0,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0,13.2
20,Deebo Samuel Sr.,1,3,58,19.3,38.0,12.7,0,0.0,20,6.7,3,1.0,0,9,0.321,5,2,1,2,2,0,0,0,0.0,1.0,13.0,1.0,0.0,13.1
21,Chris Conley,1,3,84,28.0,60.0,20.0,0,0.0,24,8.0,18,6.0,0,4,0.14800000000000002,3,0,0,2,2,2,1,1,1.0,0.0,0.0,0.0,1.0,12.4
22,Justin Jefferson,1,7,124,17.7,94.0,13.4,0,0.0,30,4.3,0,0.0,0,8,0.258,7,0,0,6,2,1,0,0,0.0,0.0,0.0,0.0,0.0,12.4
23,Amari Cooper,1,3,60,20.0,60.0,20.0,0,0.0,0,0.0,0,0.0,0,6,0.188,3,0,2,3,2,0,0,0,1.0,0.0,0.0,0.0,0.0,12.0
24,Rondale Moore,1,5,59,11.8,30.0,6.0,0,0.0,29,5.8,5,1.0,0,6,0.214,5,0,1,2,1,1,0,0,0.0,3.0,38.0,0.0,0.0,9.7
25,Cooper Kupp,1,7,92,13.1,80.0,11.4,0,0.0,12,1.7,0,0.0,0,10,0.28600000000000003,7,0,1,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,9.2
26,Tim Patrick,1,7,89,12.7,60.0,8.6,0,0.0,29,4.1,10,1.4,0,9,0.257,7,0,2,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8.9
27,Rashard Higgins,1,3,29,9.7,25.0,8.3,0,0.0,4,1.3,0,0.0,0,5,0.172,3,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.9
28,Kendall Hinton,1,2,25,12.5,23.0,11.5,0,0.0,2,1.0,0,0.0,0,3,0.086,2,0,1,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,8.5
29,Tyreek Hill,1,7,63,9.0,20.0,2.9,0,0.0,43,6.1,9,1.3,1,13,0.26,9,2,2,3,0,0,0,0,0.0,1.0,15.0,0.0,0.0,7.8
30,DeVonta Smith,1,7,77,11.0,56.0,8.0,0,0.0,21,3.0,9,1.3,0,9,0.265,8,1,1,5,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.7
31,Mecole Hardman Jr.,1,9,76,8.4,53.0,5.9,0,0.0,23,2.6,5,0.6,0,12,0.24,9,0,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7.6
32,Keenan Allen,1,6,75,12.5,55.0,9.2,0,0.0,20,3.3,4,0.7,0,9,0.214,9,1,1,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,7.5
33,Adam Humphries,1,3,73,24.3,31.0,10.3,0,0.0,42,14.0,4,1.3,0,5,0.122,3,0,0,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,7.3
34,DeAndre Carter,1,4,62,15.5,47.0,11.8,0,0.0,15,3.8,0,0.0,0,8,0.195,4,0,0,3,1,0,0,0,0.0,1.0,11.0,0.0,0.0,7.3
35,Chris Godwin,1,7,70,10.0,10.0,1.4,0,0.0,60,8.6,21,3.0,1,11,0.262,7,0,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
36,Donovan Peoples-Jones,1,5,70,14.0,31.0,6.2,0,0.0,39,7.8,27,5.4,1,6,0.207,5,0,0,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,7.0
37,Stefon Diggs,1,2,69,34.5,48.0,24.0,0,0.0,21,10.5,7,3.5,0,5,0.20800000000000002,2,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,6.9
38,DeSean Jackson,1,1,68,68.0,40.0,40.0,0,0.0,28,28.0,0,0.0,0,3,0.086,1,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,6.8
39,Preston Williams,1,3,60,20.0,32.0,10.7,0,0.0,28,9.3,9,3.0,0,5,0.128,4,1,0,2,2,1,0,0,0.0,1.0,7.0,0.0,0.0,6.7
40,Amon-Ra St. Brown,1,7,65,9.3,13.0,1.9,0,0.0,52,7.4,6,0.9,0,8,0.258,7,0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.5
41,Laviska Shenault Jr.,1,1,58,58.0,19.0,19.0,0,0.0,39,39.0,41,41.0,4,3,0.091,1,0,2,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5.8
