RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Cooper Kupp,1,9,136.0,15.1,90.0,10.0,0,0.0,46.0,5.1,10,1.1,1,13,0.44799999999999995,11,0,1,4,3,2,1,1,2.0,1.0,1.0,0.0,0.0,25.7
2,Brandin Cooks,1,7,102.0,14.6,27.0,3.9,0,0.0,75.0,10.7,7,1.0,1,10,0.33299999999999996,8,1,0,3,2,1,1,1,2.0,0.0,0.0,0.0,0.0,22.2
3,Tyreek Hill,1,12,148.0,12.3,101.0,8.4,0,0.0,47.0,3.9,7,0.6,0,13,0.289,12,0,4,7,3,1,1,1,1.0,0.0,0.0,0.0,0.0,20.8
4,Gabe Davis,1,5,85.0,17.0,69.0,13.8,0,0.0,16.0,3.2,0,0.0,0,7,0.226,5,0,1,5,2,0,0,0,2.0,0.0,0.0,0.0,0.0,20.5
5,Marquez Valdes-Scantling,1,5,98.0,19.6,71.0,14.2,0,0.0,27.0,5.4,9,1.8,0,7,0.226,5,0,1,4,3,1,0,0,1.0,0.0,0.0,0.0,0.0,15.8
6,Tyler Boyd,1,5,96.0,19.2,54.0,10.8,0,0.0,42.0,8.4,2,0.4,0,6,0.28600000000000003,5,0,0,3,1,1,1,1,1.0,0.0,0.0,0.0,0.0,15.6
7,Amon-Ra St. Brown,1,8,90.0,11.3,49.0,6.1,0,0.0,41.0,5.1,1,0.1,0,11,0.423,8,0,1,3,1,1,0,0,1.0,1.0,5.0,0.0,0.0,15.5
8,Christian Kirk,1,9,94.0,10.4,63.0,7.0,0,0.0,31.0,3.4,10,1.1,1,12,0.25,11,1,2,2,2,0,0,0,1.0,0.0,0.0,0.0,0.0,15.4
9,Russell Gage,1,8,91.0,11.4,80.0,10.0,0,0.0,11.0,1.4,2,0.3,1,12,0.4,9,1,2,5,2,0,0,0,1.0,0.0,0.0,0.0,0.0,15.1
10,Deebo Samuel Sr.,1,4,60.0,15.0,15.0,3.8,0,0.0,45.0,11.3,12,3.0,1,5,0.20800000000000002,4,0,0,2,2,1,0,0,0.0,6.0,29.0,1.0,0.0,14.9
