RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,T.J. Hockenson,1,7,66.0,9.4,32.0,4.6,55.0,7.9,34.0,4.9,6,0.9,1,8,0.18600000000000003,7,0,2,3,1,0,0,0,2.0,0.0,0.0,0.0,0.0,18.6
2,Hunter Henry,1,6,52.0,8.7,46.0,7.7,59.0,9.8,6.0,1.0,0,0.0,0,7,0.16699999999999998,6,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11.2
3,Mark Andrews,1,5,45.0,9.0,25.0,5.0,42.0,8.4,20.0,4.0,8,1.6,0,8,0.242,6,1,1,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,10.5
4,Travis Kelce,1,4,26.0,6.5,12.0,3.0,53.0,13.3,14.0,3.5,4,1.0,1,9,0.225,6,1,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.6
5,Logan Thomas,1,2,22.0,11.0,20.0,10.0,21.0,10.5,2.0,1.0,0,0.0,0,3,0.08800000000000001,2,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.2
6,Taysom Hill,1,1,-1.0,-1.0,-5.0,-5.0,-8.0,-8.0,4.0,4.0,0,0.0,0,2,0.059000000000000004,1,0,0,0,0,0,0,0,0.0,9.0,75.0,0.0,0.0,7.7
7,Darren Waller,1,6,76.0,12.7,53.0,8.8,76.0,12.7,23.0,3.8,0,0.0,0,8,0.22899999999999998,6,0,2,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7.6
8,Kylen Granson,1,3,16.0,5.3,1.0,0.3,10.0,3.3,15.0,5.0,3,1.0,0,4,0.129,4,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.6
9,Jake Ferguson,1,3,11.0,3.7,-2.0,-0.7,1.0,0.3,13.0,4.3,0,0.0,0,4,0.10800000000000001,3,0,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.1
10,Dawson Knox,1,3,10.0,3.3,5.0,1.7,4.0,1.3,5.0,1.7,0,0.0,0,5,0.139,4,1,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,7.0
11,Sam LaPorta,1,5,63.0,12.6,27.0,5.4,32.0,6.4,36.0,7.2,25,5.0,3,6,0.17600000000000002,5,0,1,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.3
12,Luke Schoonmaker,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0,1,0.027000000000000003,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.1
13,Evan Engram,1,6,57.0,9.5,3.0,0.5,28.0,4.7,54.0,9.0,20,3.3,1,8,0.195,7,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.7
14,Noah Fant,1,4,56.0,14.0,43.0,10.8,43.0,10.8,13.0,3.3,0,0.0,0,4,0.10800000000000001,4,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,5.6
15,Zach Ertz,1,6,56.0,9.3,38.0,6.3,74.0,12.3,18.0,3.0,0,0.0,0,8,0.276,6,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.6
16,Tyler Conklin,1,5,50.0,10.0,26.0,5.2,28.0,5.6,24.0,4.8,0,0.0,0,6,0.24,5,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
17,Will Mallory,1,2,49.0,24.5,27.0,13.5,27.0,13.5,22.0,11.0,3,1.5,0,2,0.065,2,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4.9
18,Jonnu Smith,1,4,47.0,11.8,16.0,4.0,39.0,9.8,31.0,7.8,6,1.5,0,6,0.2,4,0,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.7
19,Gerald Everett,1,3,47.0,15.7,20.0,6.7,20.0,6.7,27.0,9.0,15,5.0,2,3,0.077,3,0,1,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.7
20,John Bates,1,3,46.0,15.3,35.0,11.7,35.0,11.7,11.0,3.7,3,1.0,0,5,0.147,4,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,4.6
21,Dalton Kincaid,1,5,43.0,8.6,26.0,5.2,37.0,7.4,17.0,3.4,4,0.8,0,6,0.16699999999999998,5,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.3
