RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Cole Kmet,1,6,55.0,9.2,32.0,5.3,41.0,6.8,23,3.8,0,0.0,0,8,0.308,6,0,2,3,0,0,0,0,2.0,0.0,0.0,0.0,0.0,17.5
2,Cade Otton,1,6,70.0,11.7,40.0,6.7,73.0,12.2,30,5.0,4,0.7,0,9,0.3,6,0,3,2,1,0,0,0,2.0,0.0,0.0,0.0,1.0,17.0
3,Dalton Schultz,1,10,130.0,13.0,57.0,5.7,68.0,6.8,73,7.3,30,3.0,0,11,0.289,10,0,3,6,2,0,0,0,1.0,0.0,0.0,0.0,1.0,17.0
4,Taysom Hill,1,4,13.0,3.3,9.0,2.3,12.0,3.0,4,1.0,0,0.0,0,5,0.156,4,0,2,0,0,0,0,0,1.0,11.0,52.0,0.0,0.0,16.6
5,Jonnu Smith,1,5,100.0,20.0,-4.0,-0.8,12.0,2.4,104,20.8,19,3.8,1,6,0.17600000000000002,5,0,1,3,1,1,1,1,1.0,1.0,0.0,0.0,0.0,16.0
6,Jake Ferguson,1,7,91.0,13.0,49.0,7.0,75.0,10.7,42,6.0,0,0.0,0,10,0.22699999999999998,8,1,2,4,1,1,1,1,1.0,0.0,0.0,0.0,0.0,15.1
7,Luke Musgrave,1,3,51.0,17.0,25.0,8.3,31.0,10.3,26,8.7,6,2.0,0,4,0.16,4,1,0,2,2,0,0,0,1.0,0.0,0.0,0.0,0.0,11.1
8,Hunter Henry,1,4,39.0,9.8,33.0,8.3,42.0,10.5,6,1.5,0,0.0,0,6,0.14,4,0,1,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.9
9,Drew Sample,1,3,30.0,10.0,-3.0,-1.0,-6.0,-2.0,33,11.0,0,0.0,0,4,0.095,3,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.0
10,Juwan Johnson,1,5,29.0,5.8,20.0,4.0,20.0,4.0,9,1.8,0,0.0,0,5,0.156,5,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.9
11,David Njoku,1,4,26.0,6.5,3.0,0.8,6.0,1.5,23,5.8,15,3.8,1,6,0.214,5,1,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.6
12,Irv Smith Jr.,1,3,26.0,8.7,13.0,4.3,19.0,6.3,13,4.3,0,0.0,0,4,0.095,4,1,3,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.6
13,Mark Andrews,1,9,80.0,8.9,51.0,5.7,66.0,7.3,29,3.2,6,0.7,0,10,0.313,9,0,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
14,T.J. Hockenson,1,7,69.0,9.9,35.0,5.0,76.0,10.9,34,4.9,25,3.6,1,12,0.34299999999999997,7,0,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.9
15,Tyler Conklin,1,6,66.0,11.0,48.0,8.0,48.0,8.0,18,3.0,4,0.7,0,6,0.125,6,0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,6.6
16,Dalton Kincaid,1,10,81.0,8.1,32.0,3.2,42.0,4.2,49,4.9,0,0.0,0,11,0.344,11,0,1,4,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.1
17,Kyle Pitts,1,4,56.0,14.0,41.0,10.3,54.0,13.5,15,3.8,7,1.8,0,5,0.147,4,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.6
18,Hayden Hurst,1,2,54.0,27.0,30.0,15.0,43.0,21.5,24,12.0,4,2.0,0,4,0.10800000000000001,2,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5.4
19,Dallas Goedert,1,3,50.0,16.7,25.0,8.3,29.0,9.7,25,8.3,2,0.7,0,4,0.19,3,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
20,Tanner Hudson,1,4,45.0,11.3,28.0,7.0,27.0,6.8,17,4.3,0,0.0,0,5,0.11900000000000001,4,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.5
21,Daniel Bellinger,1,3,43.0,14.3,24.0,8.0,24.0,8.0,19,6.3,7,2.3,1,3,0.10300000000000001,3,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.3
22,Isaiah Likely,1,4,42.0,10.5,14.0,3.5,14.0,3.5,28,7.0,16,4.0,0,4,0.125,4,0,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.2
23,Noah Gray,1,3,34.0,11.3,24.0,8.0,24.0,8.0,10,3.3,2,0.7,0,3,0.107,3,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,3.4
24,Logan Thomas,1,4,31.0,7.8,8.0,2.0,20.0,5.0,23,5.8,0,0.0,0,5,0.114,4,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.1
25,Chig Okonkwo,1,3,28.0,9.3,15.0,5.0,34.0,11.3,13,4.3,4,1.3,0,4,0.10800000000000001,3,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8
26,Stephen Sullivan,1,4,28.0,7.0,26.0,6.5,31.0,7.8,2,0.5,0,0.0,0,5,0.135,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8
27,Foster Moreau,1,1,23.0,23.0,10.0,10.0,10.0,10.0,13,13.0,0,0.0,0,1,0.031,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.3
28,Trey McBride,1,3,22.0,7.3,11.0,3.7,28.0,9.3,11,3.7,1,0.3,0,5,0.25,3,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2
29,Drew Ogletree,1,1,19.0,19.0,17.0,17.0,11.0,11.0,2,2.0,0,0.0,0,3,0.125,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.9
30,Gerald Everett,1,2,18.0,9.0,-7.0,-3.5,-7.0,-3.5,25,12.5,17,8.5,2,2,0.071,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8
31,Johnny Mundt,1,1,18.0,18.0,0.0,0.0,0.0,0.0,18,18.0,3,3.0,0,1,0.028999999999999998,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8
32,Durham Smythe,1,3,17.0,5.7,4.0,1.3,4.0,1.3,13,4.3,0,0.0,0,3,0.091,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7
33,Connor Heyward,1,2,16.0,8.0,3.0,1.5,4.0,2.0,13,6.5,3,1.5,0,3,0.10300000000000001,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6
34,Travis Kelce,1,3,14.0,4.7,-2.0,-0.7,-3.0,-1.0,16,5.3,2,0.7,0,4,0.14300000000000002,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4
35,Tommy Tremble,1,2,12.0,6.0,11.0,5.5,11.0,5.5,1,0.5,0,0.0,0,2,0.054000000000000006,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2
36,Jordan Akins,1,1,11.0,11.0,1.0,1.0,8.0,8.0,10,10.0,3,3.0,0,3,0.107,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1
37,C.J. Uzomah,1,2,11.0,5.5,9.0,4.5,30.0,15.0,2,1.0,1,0.5,0,5,0.10400000000000001,3,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1
38,Michael Mayer,1,2,11.0,5.5,0.0,0.0,0.0,0.0,11,5.5,2,1.0,1,2,0.083,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1
39,Robert Tonyan,1,1,11.0,11.0,6.0,6.0,6.0,6.0,5,5.0,0,0.0,0,1,0.038,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1
40,Austin Hooper,1,1,10.0,10.0,1.0,1.0,1.0,1.0,9,9.0,0,0.0,0,1,0.042,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
41,Jeremy Ruckert,1,1,7.0,7.0,4.0,4.0,4.0,4.0,3,3.0,1,1.0,0,1,0.021,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7
42,Josiah Deguara,1,1,7.0,7.0,5.0,5.0,5.0,5.0,2,2.0,0,0.0,0,1,0.04,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7
43,Darnell Washington,1,1,7.0,7.0,2.0,2.0,2.0,2.0,5,5.0,2,2.0,0,1,0.034,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7
44,Colby Parkinson,1,1,6.0,6.0,6.0,6.0,6.0,6.0,0,0.0,0,0.0,0,1,0.04,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6
45,Andrew Beck,1,2,5.0,2.5,2.0,1.0,2.0,1.0,3,1.5,1,0.5,0,2,0.053,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5
46,Josh Oliver,1,2,1.0,0.5,-7.0,-3.5,-7.0,-3.5,8,4.0,2,1.0,0,2,0.057,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1
47,Kevin Rader,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
48,Quintin Morris,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
49,James Mitchell,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
50,Nick Muse,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
51,Charlie Kolar,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,Davis Allen,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
53,Brock Wright,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
54,Blake Bell,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
55,Ross Dwelley,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
56,James Winchester,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
57,Brayden Willis,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
58,Sean McKeon,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
59,Marcedes Lewis,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60,Rodney Williams,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
61,Payne Durham,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
62,John Bates,1,1,-5.0,-5.0,-7.0,-7.0,14.0,14.0,2,2.0,0,0.0,0,2,0.045,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.5
63,Grant Calcaterra,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
64,Hunter Long,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
65,Lucas Krull,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
66,Leroy Watson IV,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,Nick Vannett,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
68,Albert Okwuegbunam Jr.,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
69,Kenny Yeboah,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
