RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Travis Kelce,1,12,179.0,14.9,106.0,8.8,130.0,10.8,73,6.1,0,0.0,0,13,0.325,12,0,1,7,2,1,1,1,1.0,0.0,0.0,0.0,0.0,23.9
2,Mark Andrews,1,4,63.0,15.8,30.0,7.5,39.0,9.8,33,8.3,7,1.8,0,6,0.214,4,0,3,3,2,0,0,0,2.0,0.0,0.0,0.0,0.0,18.3
3,Darren Waller,1,7,98.0,14.0,67.0,9.6,76.0,10.9,31,4.4,2,0.3,0,8,0.29600000000000004,7,0,1,5,1,0,0,0,1.0,0.0,0.0,0.0,0.0,15.8
4,Dallas Goedert,1,5,77.0,15.4,22.0,4.4,22.0,4.4,55,11.0,0,0.0,0,5,0.16699999999999998,5,0,1,4,2,0,0,0,1.0,0.0,0.0,0.0,0.0,13.7
5,Taysom Hill,1,4,50.0,12.5,37.0,9.3,43.0,10.8,13,3.3,5,1.3,0,5,0.094,4,0,1,2,0,0,0,0,0.0,5.0,18.0,1.0,0.0,12.8
6,Gerald Everett,1,3,26.0,8.7,15.0,5.0,23.0,7.7,11,3.7,0,0.0,0,4,0.133,3,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.6
7,T.J. Hockenson,1,11,86.0,7.8,50.0,4.5,52.0,4.7,36,3.3,12,1.1,0,12,0.27899999999999997,11,0,0,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8.6
8,George Kittle,1,5,78.0,15.6,55.0,11.0,86.0,17.2,23,4.6,6,1.2,0,7,0.24100000000000002,5,0,0,4,1,0,0,0,0.0,1.0,2.0,0.0,0.0,8.0
9,Dalton Kincaid,1,8,75.0,9.4,37.0,4.6,37.0,4.6,38,4.8,12,1.5,0,8,0.205,8,0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.5
10,Mike Gesicki,1,2,5.0,2.5,3.0,1.5,3.0,1.5,2,1.0,0,0.0,0,2,0.067,2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.5
