RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Sam LaPorta,1,5,56.0,11.2,30.0,6.0,45.0,9.0,26,5.2,14,2.8,1,6,0.188,5,0,3,3,0,0,0,0,3.0,0.0,0.0,0.0,0.0,23.6
2,David Njoku,1,10,104.0,10.4,46.0,4.6,72.0,7.2,58,5.8,19,1.9,1,14,0.318,10,0,3,2,2,2,0,0,1.0,0.0,0.0,0.0,0.0,16.4
3,Isaiah Likely,1,5,70.0,14.0,47.0,9.4,41.0,8.2,23,4.6,5,1.0,0,6,0.261,5,0,2,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,13.0
4,Hunter Henry,1,7,66.0,9.4,51.0,7.3,63.0,9.0,15,2.1,6,0.9,1,9,0.29,7,0,1,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,12.6
5,Tucker Kraft,1,4,57.0,14.3,27.0,6.8,35.0,8.8,30,7.5,6,1.5,0,6,0.16699999999999998,4,0,2,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,11.7
6,Elijah Higgins,1,4,44.0,11.0,31.0,7.8,31.0,7.8,13,3.3,3,0.8,0,4,0.105,4,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.4
7,Trey McBride,1,10,102.0,10.2,52.0,5.2,60.0,6.0,50,5.0,14,1.4,0,11,0.289,10,0,1,4,1,1,0,0,0.0,0.0,0.0,0.0,0.0,10.2
8,Michael Mayer,1,4,39.0,9.8,17.0,4.3,15.0,3.8,22,5.5,9,2.3,1,5,0.147,4,0,3,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.9
9,Juwan Johnson,1,2,38.0,19.0,36.0,18.0,36.0,18.0,2,1.0,0,0.0,0,2,0.071,2,0,0,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.8
10,Cole Kmet,1,5,23.0,4.6,10.0,2.0,25.0,5.0,13,2.6,5,1.0,1,7,0.2,5,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.3
11,Mo Alie-Cox,1,2,21.0,10.5,17.0,8.5,34.0,17.0,4,2.0,0,0.0,0,3,0.111,2,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,8.1
12,Jimmy Graham,1,2,9.0,4.5,6.0,3.0,6.0,3.0,3,1.5,1,0.5,0,2,0.071,2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.9
13,T.J. Hockenson,1,6,63.0,10.5,43.0,7.2,49.0,8.2,20,3.3,5,0.8,0,7,0.21899999999999997,6,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.3
14,Ko Kieft,1,1,2.0,2.0,0.0,0.0,0.0,0.0,2,2.0,1,1.0,0,1,0.037000000000000005,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.2
15,Jonnu Smith,1,2,61.0,30.5,21.0,10.5,21.0,10.5,40,20.0,6,3.0,0,2,0.105,2,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,6.1
16,Dalton Schultz,1,4,58.0,14.5,50.0,12.5,59.0,14.8,8,2.0,5,1.3,1,5,0.147,4,0,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.8
