RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,CeeDee Lamb,1,13,146,11.2,103.0,7.9,149.0,11.5,43.0,3.3,24,1.8,1,17,0.45899999999999996,13,0,2,6,3,0,0,0,2,0,0.0,0,0,26.6
2,Ladd McConkey,1,6,111,18.5,73.0,12.2,73.0,12.2,38.0,6.3,15,2.5,0,6,0.2,6,0,2,3,1,1,1,1,2,0,0.0,0,0,23.1
3,Cedric Tillman,1,7,99,14.1,75.0,10.7,159.0,22.7,24.0,3.4,11,1.6,2,9,0.22,7,0,1,4,2,1,0,0,2,0,0.0,0,0,21.9
4,Josh Downs,1,4,109,27.3,54.0,13.5,131.0,32.8,55.0,13.8,1,0.3,0,9,0.29,4,0,0,3,2,1,1,1,1,0,13.0,0,0,18.2
5,Calvin Austin III,1,3,54,18.0,37.0,12.3,44.0,14.7,17.0,5.7,2,0.7,0,4,0.14800000000000002,3,0,1,3,1,0,0,0,1,0,0.0,0,0,17.4
6,Marvin Harrison Jr.,1,6,111,18.5,103.0,17.2,136.0,22.7,8.0,1.3,7,1.2,0,7,0.212,6,0,0,5,3,0,0,0,1,0,0.0,0,0,17.1
7,Demarcus Robinson,1,2,35,17.5,35.0,17.5,54.0,27.0,0.0,0.0,0,0.0,0,3,0.08800000000000001,2,0,1,2,1,0,0,0,2,0,0.0,0,0,15.5
8,Darnell Mooney,1,4,86,18.4,71.0,14.2,127.0,25.4,21.0,4.2,4,0.8,1,6,0.214,5,0,0,3,3,1,0,0,1,0,0.0,0,0,14.6
9,DeVonta Smith,1,6,85,14.2,64.0,10.7,67.0,11.2,21.0,3.5,0,0.0,0,7,0.368,6,0,1,3,1,1,1,1,1,0,0.0,0,0,14.5
10,Jalen Coker,1,4,78,19.5,66.0,16.5,103.0,25.8,12.0,3.0,1,0.3,0,6,0.171,4,0,3,3,2,0,0,0,1,0,0.0,0,0,13.8
11,Kalif Raymond,1,2,14,7.0,0.0,0.0,0.0,0.0,14.0,7.0,0,0.0,0,2,0.111,2,0,1,0,0,0,0,0,1,0,0.0,0,0,13.4
12,Noah Brown,1,3,73,24.3,73.0,24.3,145.0,48.3,0.0,0.0,0,0.0,0,6,0.17600000000000002,4,1,0,2,1,1,1,1,1,0,0.0,0,0,13.3
13,Keon Coleman,1,5,70,14.0,50.0,10.0,81.0,16.2,20.0,4.0,14,2.8,2,7,0.21899999999999997,6,1,2,3,2,0,0,0,1,0,0.0,0,0,13.0
14,Calvin Ridley,1,10,143,14.3,118.0,11.8,137.0,13.7,25.0,2.5,6,0.6,1,15,0.395,10,0,2,6,2,1,1,1,0,1,3.0,0,1,12.6
15,Terry McLaurin,1,5,125,25.0,104.0,20.8,176.0,35.2,21.0,4.2,9,1.8,0,8,0.235,5,0,0,4,2,1,1,1,0,0,0.0,0,0,12.5
16,Brian Thomas Jr.,1,3,60,20.0,38.0,12.7,55.0,18.3,22.0,7.3,10,3.3,0,4,0.133,3,0,1,3,1,0,0,0,1,0,0.0,0,0,12.0
17,Justin Jefferson,1,8,115,14.4,98.0,12.3,98.0,12.3,17.0,2.1,4,0.5,0,9,0.391,8,0,1,6,1,0,0,0,0,0,0.0,0,0,11.5
18,Zay Flowers,1,7,115,16.4,85.0,12.1,171.0,24.4,30.0,4.3,2,0.3,0,12,0.34299999999999997,7,0,0,5,4,0,0,0,0,0,0.0,0,0,11.5
19,Ja'Marr Chase,1,9,54,6.0,33.0,3.7,86.0,9.6,21.0,2.3,4,0.4,1,11,0.306,9,0,3,3,0,0,0,0,1,0,0.0,0,0,11.4
20,Garrett Wilson,1,5,113,22.6,103.0,20.6,169.0,33.8,10.0,2.0,0,0.0,0,8,0.32,5,0,1,4,4,1,0,0,0,0,0.0,0,0,11.3
21,Jakobi Meyers,1,6,52,8.7,31.0,5.2,28.0,4.7,21.0,3.5,0,0.0,0,7,0.259,6,0,2,3,0,0,0,0,1,0,0.0,0,0,11.2
