RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Amon-Ra St. Brown,1,11,161.0,14.6,103.0,9.4,103.0,9.4,58.0,5.3,15,1.4,0,11,0.355,11,0,2,7,4,0,0,0,2,1,-4.0,0,0,27.7
2,Cooper Kupp,1,6,106.0,17.7,42.0,7.0,92.0,15.3,64.0,10.7,4,0.7,0,10,0.37,6,0,3,2,1,1,1,1,2,0,0.0,0,0,22.6
3,Tee Higgins,1,9,148.0,16.4,111.0,12.3,153.0,17.0,37.0,4.1,25,2.8,1,13,0.28300000000000003,9,0,3,5,4,1,1,1,1,0,0.0,0,0,20.8
4,Jerry Jeudy,1,6,142.0,23.7,69.0,11.5,146.0,24.3,73.0,12.2,0,0.0,0,11,0.244,6,0,1,4,2,1,1,1,1,0,0.0,0,0,20.2
5,Ja'Marr Chase,1,7,75.0,10.7,45.0,6.4,149.0,21.3,30.0,4.3,4,0.6,0,13,0.28300000000000003,8,1,5,3,1,1,0,0,2,0,0.0,0,0,19.5
6,Jameson Williams,1,4,124.0,31.0,50.0,12.5,72.0,18.0,74.0,18.5,0,0.0,0,6,0.19399999999999998,5,1,0,3,3,1,1,1,1,1,2.0,0,0,18.6
7,Puka Nacua,1,7,123.0,17.6,77.0,11.0,116.0,16.6,46.0,6.6,20,2.9,1,9,0.33299999999999996,7,0,2,6,3,1,0,0,1,0,0.0,0,0,18.3
8,Nick Westbrook-Ikhine,1,2,117.0,58.5,52.0,26.0,101.0,50.5,65.0,32.5,0,0.0,0,6,0.207,3,1,0,2,1,1,1,1,1,0,0.0,0,0,17.7
9,Jauan Jennings,1,10,91.0,9.1,68.0,6.8,71.0,7.1,23.0,2.3,15,1.5,0,11,0.39299999999999996,10,0,2,5,1,0,0,0,1,0,0.0,0,0,15.1
10,Christian Watson,1,4,150.0,37.5,104.0,26.0,104.0,26.0,46.0,11.5,4,1.0,0,4,0.235,4,0,0,4,3,2,2,2,0,0,0.0,0,0,15.0
