RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Ja'Marr Chase,1,11,264.0,24.0,161.0,14.6,243.0,22.1,103.0,9.4,9,0.8,0,17,0.315,11,0,2,8,4,2,2,2,3,0,0.0,0,0,44.4
2,Marquez Valdes-Scantling,1,3,109.0,36.3,86.0,28.7,86.0,28.7,23.0,7.7,14,4.7,0,3,0.14300000000000002,3,0,1,2,2,2,2,2,2,0,0.0,0,0,22.9
3,Calvin Ridley,1,5,84.0,16.8,71.0,14.2,149.0,29.8,13.0,2.6,1,0.2,0,9,0.391,5,0,1,4,1,1,1,1,2,0,0.0,0,0,20.4
4,Tylan Wallace,1,3,115.0,38.3,30.0,10.0,30.0,10.0,85.0,28.3,81,27.0,0,3,0.094,3,0,0,3,2,1,1,1,1,0,0.0,0,0,17.5
5,George Pickens,1,5,91.0,18.2,66.0,13.2,124.0,24.8,25.0,5.0,21,4.2,2,7,0.26899999999999996,6,1,1,4,2,1,0,0,1,1,4.0,0,0,15.5
6,Alec Pierce,1,4,81.0,20.3,74.0,18.5,118.0,29.5,7.0,1.8,3,0.8,0,7,0.2,5,1,2,4,2,1,0,0,1,0,0.0,0,0,14.1
7,John Metchie III,1,5,74.0,14.8,54.0,10.8,68.0,13.6,20.0,4.0,2,0.4,0,6,0.188,5,0,1,3,1,0,0,0,1,0,0.0,0,0,13.4
8,Ricky Pearsall,1,4,73.0,18.3,38.0,9.5,62.0,15.5,35.0,8.8,8,2.0,1,6,0.17600000000000002,4,0,1,2,1,1,1,1,1,0,0.0,0,0,13.3
9,Courtland Sutton,1,6,70.0,11.7,65.0,10.8,97.0,16.2,5.0,0.8,1,0.2,0,9,0.321,8,2,0,3,1,1,0,0,1,0,0.0,0,0,13.0
10,Amon-Ra St. Brown,1,6,60.0,10.0,24.0,4.0,29.0,4.8,36.0,6.0,1,0.2,0,8,0.33299999999999996,7,1,1,2,0,0,0,0,1,0,0.0,0,0,12.0
11,Marvin Harrison Jr.,1,5,54.0,10.8,35.0,7.0,35.0,7.0,19.0,3.8,6,1.2,0,5,0.20800000000000002,5,0,1,2,0,0,0,0,1,0,0.0,0,0,11.4
12,Rashod Bateman,1,6,54.0,9.0,43.0,7.2,84.0,14.0,11.0,1.8,7,1.2,0,8,0.25,7,1,2,2,0,0,0,0,1,0,0.0,0,0,11.4
13,Terry McLaurin,1,5,113.0,22.6,59.0,11.8,66.0,13.2,54.0,10.8,40,8.0,1,6,0.188,5,0,1,3,2,1,1,1,0,0,0.0,0,0,11.3
14,A.J. Brown,1,5,109.0,21.8,74.0,14.8,122.0,24.4,35.0,7.0,3,0.6,0,7,0.35,5,0,1,4,2,2,1,1,0,0,0.0,0,0,10.9
15,Devaughn Vele,1,4,39.0,9.8,23.0,5.8,23.0,5.8,16.0,4.0,3,0.8,0,4,0.14300000000000002,4,0,1,2,0,0,0,0,1,0,0.0,0,0,9.9
16,Puka Nacua,1,9,98.0,10.9,65.0,7.2,131.0,14.6,33.0,3.7,14,1.6,0,14,0.318,9,0,2,5,1,0,0,0,0,0,0.0,0,0,9.8
17,Drake London,1,8,97.0,12.1,78.0,9.8,148.0,18.5,19.0,2.4,5,0.6,0,13,0.35100000000000003,8,0,3,6,1,0,0,0,0,0,0.0,0,0,9.7
18,Darnell Mooney,1,5,96.0,19.2,86.0,17.2,167.0,33.4,10.0,2.0,5,1.0,1,9,0.243,5,0,0,5,2,1,0,0,0,0,0.0,0,0,9.6
19,Malik Washington,1,1,17.0,17.0,17.0,17.0,22.0,22.0,0.0,0.0,0,0.0,0,2,0.071,1,0,0,1,0,0,0,0,0,1,18.0,1,0,9.5
20,Jauan Jennings,1,7,93.0,13.3,57.0,8.1,84.0,12.0,36.0,5.1,21,3.0,2,11,0.324,7,0,2,5,1,1,0,0,0,0,0.0,0,0,9.3
21,Mike Williams,1,1,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0,0.0,0,1,0.038,1,0,0,1,1,1,0,0,1,0,0.0,0,0,9.2
22,Tyreek Hill,1,3,16.0,5.3,2.0,0.7,18.0,6.0,14.0,4.7,0,0.0,0,4,0.14300000000000002,3,0,1,1,0,0,0,0,1,2,11.0,0,0,8.7
23,Mack Hollins,1,4,86.0,21.5,81.0,20.3,81.0,20.3,5.0,1.3,0,0.0,0,4,0.114,4,0,0,3,1,1,1,1,0,0,0.0,0,0,8.6
24,Quentin Johnston,1,2,24.0,12.0,16.0,8.0,16.0,8.0,8.0,4.0,1,0.5,0,2,0.111,2,0,1,1,0,0,0,0,1,0,0.0,0,0,8.4
25,Cooper Kupp,1,7,80.0,11.4,68.0,9.7,68.0,9.7,12.0,1.7,2,0.3,0,7,0.159,7,0,0,4,0,0,0,0,0,0,0.0,0,0,8.0
26,Deebo Samuel Sr.,1,5,62.0,12.4,25.0,5.0,32.0,6.4,37.0,7.4,25,5.0,0,6,0.17600000000000002,5,0,1,3,1,1,0,0,0,3,14.0,0,0,7.6
27,Josh Downs,1,7,72.0,10.3,51.0,7.3,75.0,10.7,21.0,3.0,6,0.9,0,10,0.28600000000000003,8,1,3,3,1,0,0,0,0,0,0.0,0,0,7.2
28,Adonai Mitchell,1,6,71.0,11.8,52.0,8.7,52.0,8.7,19.0,3.2,2,0.3,0,6,0.171,6,0,0,4,0,0,0,0,0,0,0.0,0,0,7.1
29,Nelson Agholor,1,1,6.0,6.0,6.0,6.0,12.0,12.0,0.0,0.0,0,0.0,0,2,0.063,1,0,1,0,0,0,0,0,1,0,0.0,0,0,6.6
30,Johnny Wilson,1,1,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0,0.0,0,1,0.05,1,0,1,0,0,0,0,0,1,0,0.0,0,0,6.5
31,Ja'Lynn Polk,1,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0.0,0,1,0.043,1,0,1,0,0,0,0,0,1,0,0.0,0,0,6.2
32,Khalil Shakir,1,6,58.0,9.7,9.0,1.5,60.0,10.0,49.0,8.2,22,3.7,1,9,0.257,6,0,0,1,1,1,0,0,0,0,0.0,0,0,5.8
33,Jaylen Waddle,1,3,57.0,19.0,41.0,13.7,77.0,25.7,16.0,5.3,6,2.0,0,6,0.214,4,1,0,2,1,1,0,0,0,1,-1.0,0,0,5.6
34,DeAndre Hopkins,1,4,56.0,14.0,36.0,9.0,38.0,9.5,20.0,5.0,5,1.3,0,5,0.125,4,0,1,2,1,1,0,0,0,0,0.0,0,0,5.6
35,Jameson Williams,1,3,53.0,17.7,46.0,15.3,140.0,46.7,7.0,2.3,0,0.0,0,5,0.20800000000000002,3,0,0,3,1,0,0,0,0,0,0.0,0,0,5.3
36,Ladd McConkey,1,2,52.0,26.0,28.0,14.0,28.0,14.0,24.0,12.0,1,0.5,0,2,0.111,2,0,0,2,1,1,0,0,0,0,0.0,0,0,5.2
37,Wan'Dale Robinson,1,5,51.0,10.2,32.0,6.4,64.0,12.8,19.0,3.8,3,0.6,0,8,0.25,5,0,0,2,1,0,0,0,0,0,0.0,0,0,5.1
38,DeMario Douglas,1,4,50.0,12.5,2.0,0.5,7.0,1.8,48.0,12.0,15,3.8,0,5,0.217,5,1,0,2,0,0,0,0,0,0,0.0,0,0,5.0
39,Justin Jefferson,1,5,48.0,9.6,31.0,6.2,75.0,15.0,17.0,3.4,3,0.6,0,9,0.243,5,0,3,2,0,0,0,0,0,0,0.0,0,0,4.8
40,Malik Nabers,1,6,50.0,8.3,44.0,7.3,111.0,18.5,6.0,1.0,5,0.8,1,10,0.313,7,1,0,2,0,0,0,0,0,1,-2.0,0,0,4.8
41,Kayshon Boutte,1,4,47.0,11.8,34.0,8.5,117.0,29.3,13.0,3.3,6,1.5,0,6,0.261,4,0,0,2,1,0,0,0,0,0,0.0,0,0,4.7
42,Keenan Allen,1,5,44.0,8.8,28.0,5.6,39.0,7.8,16.0,3.2,9,1.8,0,6,0.231,5,0,0,3,0,0,0,0,0,0,0.0,0,0,4.4
43,Garrett Wilson,1,5,41.0,8.2,31.0,6.2,41.0,8.2,10.0,2.0,7,1.4,0,6,0.182,5,0,2,2,0,0,0,0,0,0,0.0,0,0,4.1
