RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Austin Ekeler,1,16,173.0,10.8,127,7.9,46,2.9,2,1,-2.0,22,5,2,1,1,1,71,4,4,2,2,1.0,6.5,1.0,0.0,31.9
2,Leonard Fournette,1,14,56.0,4.0,25,1.8,31,2.2,0,1,-2.0,1,2,0,0,0,0,14,10,11,1,18,1.0,8.3,1.0,0.0,25.9
3,Breece Hall,1,18,97.0,5.4,41,2.3,56,3.1,2,1,-5.0,5,4,0,0,0,0,17,2,2,0,26,1.0,50.0,0.0,0.0,25.7
4,Nick Chubb,1,17,134.0,7.9,67,3.9,67,3.9,2,2,-4.0,41,5,2,1,1,0,41,0,1,0,0,2.0,0.0,0.0,0.0,25.4
5,Josh Jacobs,1,21,154.0,7.3,56,2.7,98,4.7,4,0,0.0,1,4,2,1,0,0,37,5,5,0,10,1.0,7.8,0.0,0.0,25.3
6,Derrick Henry,1,28,102.0,3.6,43,1.5,59,2.1,5,2,-8.0,1,2,0,0,0,0,15,2,2,1,4,2.0,15.0,0.0,0.0,25.2
7,Dalvin Cook,1,18,94.0,5.2,66,3.7,28,1.6,2,1,-1.0,5,4,0,0,0,0,15,2,2,0,7,2.0,13.5,0.0,0.0,24.1
8,Jeff Wilson Jr.,1,17,120.0,7.1,94,5.5,26,1.5,1,2,-2.0,1,4,2,1,1,0,41,1,2,0,3,1.0,12.0,0.0,0.0,19.2
9,Tevin Coleman,1,8,23.0,2.9,14,1.8,9,1.1,0,2,-3.0,5,1,0,0,0,0,14,3,3,1,4,1.0,14.7,1.0,0.0,18.7
10,Raheem Mostert,1,18,113.0,6.3,59,3.3,54,3.0,2,1,-4.0,12,4,2,0,0,0,24,1,3,1,2,1.0,9.0,0.0,0.0,18.2
