RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Josh Jacobs,1,28,144.0,5.1,25.0,0.9,119,4.3,2,4,-11.0,10,3,1,1,1,0,43,5,6,0,6,2.0,31.0,6.2,0.0,0.0,29.5
2,Austin Ekeler,1,13,60.0,4.6,43.0,3.3,17,1.3,0,4,-10.0,20,4,1,0,0,0,20,6,7,2,0,2.0,49.0,8.2,1.0,0.0,28.9
3,Rashaad Penny,1,17,151.0,8.9,57.0,3.4,94,5.5,0,2,-2.0,41,4,3,2,1,0,41,1,1,0,0,2.0,6.0,6.0,0.0,0.0,27.7
4,Miles Sanders,1,27,134.0,5.0,87.0,3.2,47,1.7,1,3,-4.0,10,4,1,1,0,0,35,2,3,0,3,2.0,22.0,11.0,0.0,0.0,27.6
5,Jamaal Williams,1,19,108.0,5.7,43.0,2.3,65,3.4,1,0,0.0,51,1,1,1,1,1,51,1,3,0,0,2.0,1.0,1.0,0.0,0.0,22.9
6,Clyde Edwards-Helaire,1,19,92.0,4.8,48.0,2.5,44,2.3,1,1,-2.0,3,1,1,0,0,0,20,1,2,1,0,1.0,2.0,2.0,1.0,0.0,21.4
7,Derrick Henry,1,22,114.0,5.2,82.0,3.7,32,1.5,1,2,-5.0,19,4,0,0,0,0,19,3,5,0,0,1.0,33.0,11.0,0.0,0.0,20.7
8,Dameon Pierce,1,14,131.0,9.4,51.0,3.6,80,5.7,1,1,-1.0,75,2,1,1,1,1,75,6,6,0,8,1.0,8.0,1.3,0.0,0.0,19.9
9,Nick Chubb,1,19,118.0,6.2,54.0,2.8,64,3.4,0,1,-2.0,28,5,1,0,0,0,28,2,3,0,2,1.0,9.0,4.5,0.0,0.0,18.7
10,J.K. Dobbins,1,13,41.0,3.2,18.0,1.4,23,1.8,0,3,-7.0,4,1,0,0,0,0,16,4,4,1,5,1.0,22.0,5.5,1.0,0.0,18.3
11,Christian McCaffrey,1,8,27.0,3.4,11.0,1.4,16,2.0,0,1,-2.0,0,2,0,0,0,0,10,9,9,1,31,0.0,81.0,9.0,1.0,0.0,16.8
12,Saquon Barkley,1,31,146.0,4.7,110.0,3.5,36,1.2,2,2,-2.0,0,4,1,0,0,0,29,2,2,0,2,0.0,16.0,8.0,0.0,0.0,16.2
13,Damien Harris,1,18,86.0,4.8,72.0,4.0,14,0.8,0,0,0.0,5,1,0,0,0,0,14,1,1,0,0,1.0,-2.0,-2.0,0.0,0.0,14.4
14,Breece Hall,1,17,66.0,3.9,52.0,3.1,14,0.8,0,3,-6.0,2,2,0,0,0,0,16,2,6,1,4,1.0,12.0,6.0,0.0,0.0,13.8
15,Jeff Wilson Jr.,1,18,74.0,4.1,52.0,2.9,22,1.2,0,3,-4.0,32,1,1,1,0,0,32,0,0,0,0,1.0,0.0,0.0,0.0,0.0,13.4
16,Joe Mixon,1,24,61.0,2.5,42.0,1.8,19,0.8,0,0,0.0,5,0,0,0,0,0,7,4,4,0,3,1.0,13.0,3.3,0.0,0.0,13.4
17,Latavius Murray,1,11,57.0,5.2,42.0,3.8,15,1.4,0,1,-3.0,1,2,0,0,0,0,10,1,1,0,3,1.0,8.0,8.0,0.0,0.0,12.5
18,Caleb Huntley,1,10,56.0,5.6,31.0,3.1,25,2.5,0,0,0.0,5,1,0,0,0,0,14,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11.6
19,Aaron Jones Sr.,1,16,110.0,6.9,77.0,4.8,33,2.1,2,0,0.0,0,5,1,0,0,0,20,3,4,0,2,0.0,5.0,1.7,0.0,0.0,11.5
20,Leonard Fournette,1,3,-3.0,-1.0,0.0,0.0,0,0.0,0,2,-6.0,0,0,0,0,0,0,3,7,7,1,25,0.0,57.0,8.1,1.0,0.0,11.4
21,Tyler Allgeier,1,10,84.0,8.4,48.0,4.8,36,3.6,0,0,0.0,0,2,1,1,1,0,42,1,1,0,7,0.0,20.0,20.0,0.0,0.0,10.4
22,Khalil Herbert,1,19,77.0,4.1,53.0,2.8,24,1.3,0,0,0.0,0,2,0,0,0,0,15,1,1,0,5,0.0,24.0,24.0,0.0,0.0,10.1
23,Rex Burkhead,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,5,5,1,3,0.0,39.0,7.8,1.0,0.0,9.9
24,Cordarrelle Patterson,1,9,38.0,4.2,18.0,2.0,20,2.2,0,3,-7.0,13,2,0,0,0,0,13,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.8
25,Rachaad White,1,3,6.0,2.0,4.0,1.3,2,0.7,0,0,0.0,1,0,0,0,0,0,4,5,5,0,5,1.0,50.0,10.0,0.0,1.0,9.6
26,Rhamondre Stevenson,1,14,66.0,4.7,48.0,3.4,18,1.3,1,1,-2.0,0,2,0,0,0,0,17,4,5,0,1,0.0,23.0,5.8,0.0,0.0,8.9
27,Dalvin Cook,1,20,76.0,3.8,48.0,2.4,28,1.4,2,0,0.0,0,2,0,0,0,0,14,2,2,1,2,0.0,10.0,5.0,0.0,0.0,8.6
28,AJ Dillon,1,17,73.0,4.3,52.0,3.1,21,1.2,0,0,0.0,0,1,0,0,0,0,13,1,2,0,1,0.0,11.0,11.0,0.0,0.0,8.4
29,Raheem Mostert,1,15,69.0,4.6,44.0,2.9,25,1.7,0,1,-3.0,0,1,1,0,0,0,25,2,3,0,2,0.0,12.0,6.0,0.0,0.0,8.1
30,Ezekiel Elliott,1,19,49.0,2.6,14.0,0.7,35,1.8,0,2,-4.0,0,0,0,0,0,0,7,2,2,0,19,0.0,32.0,16.0,0.0,0.0,8.1
31,Chase Edmonds,1,5,6.0,1.2,4.0,0.8,2,0.4,0,1,-1.0,0,0,0,0,0,0,4,2,3,3,3,0.0,14.0,7.0,1.0,0.0,8.0
32,Alexander Mattison,1,3,3.0,1.0,1.0,0.3,2,0.7,2,0,0.0,0,0,0,0,0,0,2,1,1,1,7,0.0,15.0,15.0,1.0,0.0,7.8
33,Kenneth Gainwell,1,5,19.0,3.8,13.0,2.6,6,1.2,0,0,0.0,10,1,0,0,0,0,10,1,2,1,0,1.0,-2.0,-2.0,0.0,0.0,7.7
34,James Conner,1,15,55.0,3.7,44.0,2.9,11,0.7,0,0,0.0,0,0,0,0,0,0,8,3,3,0,4,0.0,22.0,7.3,0.0,0.0,7.7
35,Devin Singletary,1,11,49.0,4.5,26.0,2.4,23,2.1,0,2,-5.0,0,1,0,0,0,0,18,4,5,0,16,0.0,47.0,11.8,0.0,1.0,7.6
36,Najee Harris,1,18,74.0,4.1,44.0,2.4,30,1.7,0,1,-3.0,0,2,0,0,0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.4
37,Kareem Hunt,1,10,49.0,4.9,27.0,2.7,22,2.2,0,0,0.0,0,1,1,0,0,0,20,2,3,1,9,0.0,19.0,9.5,0.0,0.0,6.8
38,Justin Jackson,1,2,3.0,1.5,1.0,0.5,2,1.0,0,0,0.0,0,0,0,0,0,0,3,2,2,1,2,0.0,4.0,2.0,1.0,0.0,6.7
39,Antonio Gibson,1,13,49.0,3.8,24.0,1.8,25,1.9,1,1,-2.0,0,1,0,0,0,0,11,3,3,0,8,0.0,14.0,4.7,0.0,0.0,6.3
40,Isiah Pacheco,1,11,63.0,5.7,35.0,3.2,28,2.5,1,0,0.0,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.3
41,Justice Hill,1,8,45.0,5.6,15.0,1.9,30,3.8,2,0,0.0,0,3,0,0,0,0,14,2,2,0,3,0.0,12.0,6.0,0.0,0.0,5.7
42,J.D. McKissic,1,8,40.0,5.0,27.0,3.4,13,1.6,1,2,-3.0,0,1,1,1,0,0,33,3,4,0,1,0.0,16.0,5.3,0.0,0.0,5.6
43,Jonathan Williams,1,5,48.0,9.6,20.0,4.0,28,5.6,1,0,0.0,0,2,1,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.8
44,Eno Benjamin,1,5,36.0,7.2,32.0,6.4,4,0.8,0,0,0.0,0,1,0,0,0,0,15,1,1,0,0,0.0,9.0,9.0,0.0,0.0,4.5
45,Kyle Juszczyk,1,1,9.0,9.0,7.0,7.0,2,2.0,0,0,0.0,0,0,0,0,0,0,9,1,1,0,3,0.0,35.0,35.0,0.0,0.0,4.4
