RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Khalil Herbert,1,20,157.0,7.9,74.0,3.7,83,4.2,4,2,-6.0,11,6,1,1,1,1,52,2,2,0,2,2.0,12.0,6.0,0.0,0.0,28.9
2,Jamaal Williams,1,20,87.0,4.4,53.0,2.7,34,1.7,0,2,-6.0,13,4,0,0,0,0,15,2,2,0,11,2.0,20.0,10.0,0.0,0.0,22.7
3,Cordarrelle Patterson,1,17,141.0,8.3,104.0,6.1,37,2.2,0,0,0.0,17,4,1,1,1,0,40,1,1,0,0,1.0,12.0,12.0,0.0,0.0,21.3
4,Derrick Henry,1,20,85.0,4.3,31.0,1.6,54,2.7,4,2,-6.0,1,4,1,0,0,0,24,5,6,1,7,1.0,58.0,11.6,0.0,0.0,20.3
5,Saquon Barkley,1,14,81.0,5.8,26.0,1.9,55,3.9,1,1,-1.0,36,1,1,1,0,0,36,4,4,0,17,1.0,45.0,11.3,0.0,0.0,18.6
6,James Robinson,1,17,100.0,5.9,87.0,5.1,13,0.8,1,1,-1.0,50,3,2,1,1,1,50,3,3,0,1,1.0,16.0,5.3,0.0,0.0,17.6
7,Nick Chubb,1,23,113.0,4.9,36.0,1.6,77,3.3,4,2,-7.0,1,3,1,1,0,0,36,0,1,0,0,1.0,0.0,0.0,0.0,0.0,17.3
8,Rhamondre Stevenson,1,12,73.0,6.1,38.0,3.2,35,2.9,3,1,-3.0,1,3,0,0,0,0,18,4,5,0,15,1.0,28.0,7.0,0.0,0.0,16.1
9,Dameon Pierce,1,20,80.0,4.0,17.0,0.9,63,3.2,1,3,-9.0,1,1,1,0,0,0,24,2,2,0,6,1.0,21.0,10.5,0.0,0.0,16.1
10,Devin Singletary,1,9,13.0,1.4,3.0,0.3,10,1.1,0,3,-6.0,0,0,0,0,0,0,6,9,11,2,11,0.0,78.0,8.7,1.0,0.0,15.1
11,Chase Edmonds,1,6,21.0,3.5,12.0,2.0,9,1.5,0,0,0.0,3,0,0,0,0,0,8,1,1,0,0,2.0,6.0,6.0,0.0,0.0,14.7
12,Dalvin Cook,1,17,96.0,5.6,60.0,3.5,36,2.1,2,1,-2.0,4,3,0,0,0,0,13,0,0,0,0,1.0,0.0,0.0,0.0,1.0,13.6
13,Ezekiel Elliott,1,15,73.0,4.9,39.0,2.6,34,2.3,2,1,-2.0,1,1,1,0,0,0,27,1,1,0,0,1.0,2.0,2.0,0.0,0.0,13.5
14,Samaje Perine,1,9,47.0,5.2,31.0,3.4,16,1.8,1,0,0.0,0,0,0,0,0,0,7,2,2,1,0,0.0,14.0,7.0,1.0,0.0,12.1
15,Christian McCaffrey,1,25,108.0,4.3,63.0,2.5,45,1.8,0,0,0.0,0,2,0,0,0,0,18,2,4,0,4,0.0,7.0,3.5,0.0,0.0,11.5
16,Melvin Gordon III,1,12,26.0,2.2,3.0,0.3,23,1.9,0,2,-9.0,1,0,0,0,0,0,6,5,6,0,3,1.0,29.0,5.8,0.0,0.0,11.5
