RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Nick Chubb,1,17,87.0,5.1,46.0,2.7,41,2.4,2,2,-7.0,12,3,1,0,0,0,22,3,3,0,0,3.0,26.0,8.7,0.0,0.0,29.3
2,Aaron Jones Sr.,1,15,132.0,8.8,49.0,3.3,83,5.5,1,1,-2.0,15,4,1,1,0,0,36,3,3,1,3,1.0,38.0,12.7,1.0,0.0,29.0
3,Tony Pollard,1,9,43.0,4.8,26.0,2.9,17,1.9,0,0,0.0,1,1,0,0,0,0,17,4,7,0,12,1.0,55.0,13.8,0.0,0.0,15.8
4,Damien Harris,1,15,71.0,4.7,49.0,3.3,22,1.5,0,1,-2.0,2,1,0,0,0,0,16,2,2,1,5,1.0,16.0,8.0,0.0,0.0,14.7
5,D'Andre Swift,1,5,56.0,11.2,51.0,10.2,5,1.0,0,0,0.0,0,1,1,1,1,1,50,2,5,0,2,0.0,31.0,15.5,1.0,0.0,14.7
6,James Robinson,1,23,64.0,2.8,10.0,0.4,54,2.3,3,5,-6.0,37,1,1,1,0,0,37,2,2,0,1,1.0,14.0,7.0,0.0,0.0,13.8
7,David Montgomery,1,15,122.0,8.1,34.0,2.3,88,5.9,7,1,-5.0,0,6,1,0,0,0,28,2,2,0,1,0.0,14.0,7.0,0.0,0.0,13.6
8,Christian McCaffrey,1,15,102.0,6.8,52.0,3.5,50,3.3,0,2,-3.0,0,1,1,1,1,0,49,4,5,0,5,0.0,26.0,6.5,0.0,0.0,12.8
9,Darrel Williams,1,8,59.0,7.4,47.0,5.9,12,1.5,0,0,0.0,1,1,1,1,0,0,30,2,3,1,2,1.0,3.0,1.5,0.0,0.0,12.2
10,Breece Hall,1,7,50.0,7.1,33.0,4.7,17,2.4,0,1,-1.0,0,2,1,0,0,0,23,1,1,1,0,0.0,10.0,10.0,1.0,0.0,12.0
11,Clyde Edwards-Helaire,1,8,74.0,9.3,17.0,2.1,57,7.1,0,0,0.0,0,1,1,1,1,1,52,4,4,0,24,0.0,44.0,11.0,0.0,0.0,11.8
12,Darrell Henderson Jr.,1,10,47.0,4.7,34.0,3.4,13,1.3,0,0,0.0,8,1,0,0,0,0,13,0,0,0,0,1.0,0.0,0.0,0.0,0.0,10.7
13,Jeff Wilson Jr.,1,18,84.0,4.7,68.0,3.8,16,0.9,1,2,-2.0,0,2,0,0,0,0,16,2,2,2,6,0.0,19.0,9.5,0.0,0.0,10.3
14,Antonio Gibson,1,14,28.0,2.0,16.0,1.1,12,0.9,0,2,-3.0,1,0,0,0,0,0,8,2,4,2,4,1.0,13.0,6.5,0.0,0.0,10.1
15,Austin Ekeler,1,14,39.0,2.8,19.0,1.4,20,1.4,0,2,-6.0,0,0,0,0,0,0,8,9,10,2,43,0.0,55.0,6.1,0.0,0.0,9.4
16,Najee Harris,1,15,49.0,3.3,32.0,2.1,17,1.1,0,0,0.0,0,0,0,0,0,0,8,5,6,0,6,0.0,40.0,8.0,0.0,0.0,8.9
17,Saquon Barkley,1,21,72.0,3.4,36.0,1.7,36,1.7,0,3,-8.0,0,3,0,0,0,0,16,3,4,0,3,0.0,16.0,5.3,0.0,0.0,8.8
