RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Derrick Henry,1,32,219.0,6.8,91.0,2.8,128,4.0,4,3,-3.0,29,7,2,1,1,0,41,1,1,0,5,2.0,9.0,0.0,0.0,34.8
2,Alvin Kamara,1,18,62.0,3.4,28.0,1.6,34,1.9,1,1,-1.0,3,0,0,0,0,0,9,9,10,1,21,1.0,10.7,2.0,0.0,33.8
3,Tony Pollard,1,14,131.0,9.4,56.0,4.0,75,5.4,0,1,-5.0,54,4,1,1,1,1,54,1,1,0,0,3.0,16.0,0.0,0.0,32.7
4,Christian McCaffrey,1,18,94.0,5.2,61.0,3.4,33,1.8,3,1,-1.0,1,3,2,0,0,0,25,8,9,2,18,1.0,6.9,1.0,0.0,32.3
5,D'Onta Foreman,1,26,118.0,4.5,81.0,3.1,37,1.4,0,1,-1.0,12,3,0,0,0,0,16,0,1,0,0,3.0,0.0,0.0,0.0,31.8
6,Nick Chubb,1,23,101.0,4.4,59.0,2.6,42,1.8,4,1,-1.0,11,3,1,0,0,0,21,1,1,0,3,2.0,3.0,0.0,0.0,24.4
7,Travis Etienne Jr.,1,24,156.0,6.5,63.0,2.6,93,3.9,7,1,-2.0,1,4,1,1,1,0,49,3,3,0,4,1.0,2.0,0.0,0.0,22.2
8,Dalvin Cook,1,20,111.0,5.6,58.0,2.9,53,2.7,1,2,-5.0,4,4,1,1,0,0,30,5,6,2,3,1.0,6.0,0.0,0.0,20.1
9,Jamaal Williams,1,10,53.0,5.3,43.0,4.3,10,1.0,0,0,0.0,7,1,0,0,0,0,15,3,3,0,9,2.0,7.7,0.0,0.0,19.6
10,Khalil Herbert,1,16,99.0,6.2,77.0,4.8,22,1.4,0,1,-1.0,12,3,1,1,0,0,36,0,0,0,0,1.0,0.0,0.0,0.0,15.9
11,Aaron Jones Sr.,1,20,143.0,7.2,95.0,4.8,48,2.4,2,1,-1.0,0,4,1,1,0,0,32,4,5,0,3,0.0,3.5,0.0,0.0,15.7
12,Tyler Allgeier,1,14,39.0,2.8,29.0,2.1,10,0.7,0,1,-1.0,0,1,0,0,0,0,13,3,3,0,0,0.0,15.3,1.0,0.0,14.5
13,Rhamondre Stevenson,1,16,71.0,4.4,2.0,0.1,69,4.3,4,4,-6.0,0,2,1,1,0,0,35,7,7,0,17,0.0,10.3,0.0,0.0,14.3
14,Miles Sanders,1,9,78.0,8.7,71.0,7.9,7,0.8,0,0,0.0,11,4,1,0,0,0,21,0,0,0,0,1.0,0.0,0.0,0.0,13.8
15,Antonio Gibson,1,7,19.0,2.7,10.0,1.4,9,1.3,0,0,0.0,0,0,0,0,0,0,5,7,7,1,7,0.0,8.3,1.0,0.0,13.7
16,Kenyan Drake,1,7,62.0,8.9,46.0,6.6,16,2.3,0,0,0.0,0,1,1,1,1,0,40,4,4,1,0,0.0,1.3,1.0,0.0,12.7
17,Saquon Barkley,1,20,53.0,2.7,29.0,1.5,24,1.2,2,4,-11.0,1,2,0,0,0,0,15,3,5,0,0,1.0,3.0,0.0,0.0,12.2
18,Latavius Murray,1,14,46.0,3.3,18.0,1.3,28,2.0,4,0,0.0,2,0,0,0,0,0,9,1,2,0,2,1.0,13.0,0.0,0.0,11.9
19,Leonard Fournette,1,9,24.0,2.7,15.0,1.7,9,1.0,0,1,-2.0,1,0,0,0,0,0,9,3,3,0,9,1.0,11.3,0.0,0.0,11.8
20,Melvin Gordon III,1,9,29.0,3.2,14.0,1.6,15,1.7,0,0,0.0,1,0,0,0,0,0,9,3,4,0,4,1.0,7.7,0.0,0.0,11.2
