RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Tony Pollard,1,15,80.0,5.3,43.0,2.9,37,2.5,0,2,-3.0,0,3,1,0,0,0,20,6,6,1,0,0.0,109.0,18.2,2.0,0.0,30.9
2,Samaje Perine,1,11,30.0,2.7,15.0,1.4,15,1.4,0,1,-2.0,0,0,0,0,0,0,8,4,4,2,17,0.0,52.0,13.0,3.0,0.0,26.2
3,Jamaal Williams,1,17,64.0,3.8,41.0,2.4,23,1.4,0,1,-2.0,4,2,0,0,0,0,15,0,0,0,0,3.0,0.0,0.0,0.0,0.0,24.4
4,Najee Harris,1,20,90.0,4.5,39.0,2.0,51,2.6,1,1,-2.0,19,2,0,0,0,0,19,4,6,1,5,2.0,26.0,6.5,0.0,0.0,23.6
5,Derrick Henry,1,28,87.0,3.1,42.0,1.5,45,1.6,5,2,-3.0,4,0,0,0,0,0,9,2,2,0,4,1.0,45.0,22.5,0.0,0.0,23.4
6,David Montgomery,1,17,67.0,3.9,37.0,2.2,30,1.8,0,0,0.0,2,1,0,0,0,0,15,3,4,0,10,1.0,54.0,18.0,0.0,0.0,18.1
7,Ezekiel Elliott,1,15,42.0,2.8,30.0,2.0,12,0.8,1,0,0.0,1,0,0,0,0,0,8,1,1,0,0,2.0,5.0,5.0,0.0,0.0,16.7
8,Austin Ekeler,1,19,83.0,4.4,56.0,2.9,27,1.4,0,1,-1.0,1,0,0,0,0,0,9,2,2,0,0,1.0,17.0,8.5,0.0,0.0,16.0
9,Josh Jacobs,1,24,109.0,4.5,68.0,2.8,41,1.7,0,2,-2.0,0,3,0,0,0,0,15,3,4,1,0,0.0,51.0,17.0,0.0,0.0,16.0
10,Devin Singletary,1,18,86.0,4.8,47.0,2.6,39,2.2,3,1,-3.0,5,3,0,0,0,0,18,2,2,0,0,1.0,11.0,5.5,0.0,0.0,15.7
11,Jonathan Taylor,1,22,84.0,3.8,37.0,1.7,47,2.1,3,2,-5.0,1,2,1,0,0,0,28,3,4,0,1,1.0,10.0,3.3,0.0,1.0,13.4
12,Latavius Murray,1,17,49.0,2.9,39.0,2.3,10,0.6,0,2,-5.0,1,1,0,0,0,0,12,4,4,0,0,1.0,23.0,5.8,0.0,0.0,13.2
13,James Conner,1,14,42.0,3.0,12.0,0.9,30,2.1,0,3,-3.0,2,1,0,0,0,0,14,2,5,0,8,1.0,12.0,6.0,0.0,0.0,11.4
