RANK,PLAYER,GAMES,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/ATT,RUSHING_YBCON,RUSHING_YBCON/ATT,RUSHING_YACON,RUSHING_YACON/ATT,RUSHING_BRKTKL,RUSHING_TK_LOSS,RUSHING_TK_LOSS_YDS,RUSHING_LNG_TD,BIG_RUSH_PLAYS_10+_YDS,BIG_RUSH_PLAYS_20+_YDS,BIG_RUSH_PLAYS_30+_YDS,BIG_RUSH_PLAYS_40+_YDS,BIG_RUSH_PLAYS_50+_YDS,BIG_RUSH_PLAYS_LNG,RECEIVING_REC,RECEIVING_TGT,RECEIVING_RZ_TGT,RECEIVING_YACON,RUSHING_TD,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_FPTS
1,Saquon Barkley,1,18,164.0,9.1,46.0,2.6,118,6.6,0,2,-7.0,4,4,2,2,1,1,68,6,7,1,0,1.0,5.0,0.0,0.0,27.4
2,Jonathan Taylor,1,31,161.0,5.2,117.0,3.8,44,1.4,5,4,-9.0,2,5,0,0,0,0,17,4,7,0,3,1.0,3.5,0.0,0.0,23.5
3,D'Andre Swift,1,15,144.0,9.6,72.0,4.8,72,4.8,2,0,0.0,7,5,1,1,1,1,50,3,3,0,25,1.0,10.3,0.0,0.0,23.5
4,Cordarrelle Patterson,1,22,120.0,5.5,75.0,3.4,45,2.0,0,1,-2.0,5,4,0,0,0,0,15,3,5,0,4,1.0,5.3,0.0,0.0,19.6
5,Clyde Edwards-Helaire,1,7,42.0,6.0,15.0,2.1,27,3.9,0,0,0.0,0,1,0,0,0,0,18,3,3,2,19,0.0,10.7,2.0,0.0,19.4
6,Kareem Hunt,1,11,46.0,4.2,38.0,3.5,8,0.7,2,1,-1.0,24,1,1,0,0,0,24,4,4,1,1,1.0,6.0,1.0,0.0,19.0
7,James Robinson,1,11,66.0,6.0,46.0,4.2,20,1.8,0,0,0.0,11,2,1,0,0,0,22,1,2,1,0,1.0,3.0,1.0,0.0,18.9
8,Dontrell Hilliard,1,2,8.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,5,3,4,1,0,0.0,20.3,2.0,0.0,18.9
9,Miles Sanders,1,13,96.0,7.4,41.0,3.2,55,4.2,2,2,-2.0,1,3,2,0,0,0,24,2,2,0,3,1.0,4.5,0.0,0.0,16.5
10,AJ Dillon,1,10,45.0,4.5,30.0,3.0,15,1.5,1,0,0.0,2,2,0,0,0,0,14,5,6,1,14,1.0,9.2,0.0,0.0,15.1
11,Jamaal Williams,1,11,28.0,2.5,15.0,1.4,13,1.2,1,1,-2.0,1,0,0,0,0,0,7,1,2,1,0,2.0,2.0,0.0,0.0,15.0
12,Joe Mixon,1,27,82.0,3.0,68.0,2.5,14,0.5,1,5,-11.0,0,1,1,1,0,0,31,7,9,0,14,0.0,9.0,0.0,0.0,14.5
13,Nick Chubb,1,22,141.0,6.4,100.0,4.5,41,1.9,2,1,-1.0,0,4,2,0,0,0,25,1,1,0,0,0.0,2.0,0.0,0.0,14.3
14,Leonard Fournette,1,21,127.0,6.0,81.0,3.9,46,2.2,2,2,-2.0,0,6,0,0,0,0,17,2,2,0,3,0.0,5.0,0.0,0.0,13.7
15,Antonio Gibson,1,14,58.0,4.1,45.0,3.2,13,0.9,1,1,-1.0,0,2,0,0,0,0,13,7,8,0,2,0.0,10.3,0.0,0.0,13.0
16,Isiah Pacheco,1,12,62.0,5.2,13.0,1.1,49,4.1,0,2,-5.0,3,3,1,0,0,0,22,0,0,0,0,1.0,0.0,0.0,0.0,12.2
17,Christian McCaffrey,1,10,33.0,3.3,14.0,1.4,19,1.9,1,1,-1.0,1,0,0,0,0,0,9,4,5,0,0,1.0,6.0,0.0,0.0,11.7
18,James Conner,1,10,26.0,2.6,1.0,0.1,25,2.5,0,1,-5.0,2,0,0,0,0,0,8,5,6,0,10,1.0,5.8,0.0,0.0,11.5
