,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Davante Adams,1,8,177.0,22.1,127.0,15.9,0,0.0,50.0,6.3,6,0.8,0,12,44.4%,8,0,1,7,3,3,1,1
2,A.J. Brown,1,8,119.0,14.9,97.0,12.1,0,0.0,22.0,2.8,6,0.8,0,10,26.3%,8,0,0,4,2,1,1,1
3,Amon-Ra St. Brown,1,11,114.0,10.4,69.0,6.3,0,0.0,45.0,4.1,3,0.3,0,12,30.8%,11,0,4,7,0,0,0,0
4,Christian Watson,1,3,48.0,16.0,41.0,13.7,0,0.0,7.0,2.3,0,0.0,0,6,20.7%,3,0,1,3,0,0,0,0
5,Tyreek Hill,1,9,146.0,16.2,114.0,12.7,0,0.0,32.0,3.6,1,0.1,1,14,41.2%,10,1,0,5,1,1,1,1
6,Tyler Lockett,1,9,128.0,14.2,60.0,6.7,0,0.0,68.0,7.6,10,1.1,0,12,32.4%,9,0,2,6,2,1,0,0
7,DK Metcalf,1,8,127.0,15.9,112.0,14.0,0,0.0,15.0,1.9,9,1.1,0,8,21.6%,8,0,2,4,2,1,1,1
8,Terry McLaurin,1,8,105.0,13.1,48.0,6.0,0,0.0,57.0,7.1,19,2.4,2,12,30.0%,8,0,1,6,1,0,0,0
9,Garrett Wilson,1,8,162.0,20.3,104.0,13.0,0,0.0,58.0,7.3,47,5.9,1,15,27.3%,9,0,4,7,2,1,1,1
10,DeVonta Smith,1,5,102.0,20.4,50.0,10.0,0,0.0,52.0,10.4,5,1.0,2,8,21.1%,5,0,0,3,3,2,0,0
11,CeeDee Lamb,1,5,71.0,14.2,19.0,3.8,0,0.0,52.0,10.4,37,7.4,2,7,23.3%,5,0,0,3,2,0,0,0
12,Stefon Diggs,1,7,92.0,13.1,69.0,9.9,0,0.0,23.0,3.3,20,2.9,1,9,27.3%,8,1,2,4,0,0,0,0
13,Keenan Allen,1,6,88.0,14.7,82.0,13.7,0,0.0,6.0,1.0,0,0.0,0,14,31.1%,6,0,1,4,1,1,0,0
14,Alec Pierce,1,4,86.0,21.5,72.0,18.0,0,0.0,14.0,3.5,10,2.5,0,8,22.9%,4,0,1,4,1,1,1,1
15,Michael Gallup,1,4,23.0,5.8,7.0,1.8,0,0.0,16.0,4.0,4,1.0,0,7,23.3%,4,0,3,1,0,0,0,0
16,Trent Sherfield Sr.,1,1,75.0,75.0,10.0,10.0,0,0.0,65.0,65.0,0,0.0,0,3,8.8%,1,1,0,1,1,1,1,1
17,Justin Jefferson,1,7,45.0,6.4,42.0,6.0,0,0.0,3.0,0.4,0,0.0,0,11,33.3%,10,2,2,2,0,0,0,0
18,Jahan Dotson,1,5,54.0,10.8,26.0,5.2,0,0.0,28.0,5.6,15,3.0,1,9,22.5%,5,0,0,2,1,0,0,0
19,Christian Kirk,1,6,104.0,17.3,64.0,10.7,0,0.0,40.0,6.7,11,1.8,1,8,24.2%,6,0,1,4,3,1,0,0
20,Donovan Peoples-Jones,1,3,44.0,14.7,24.0,8.0,0,0.0,20.0,6.7,1,0.3,0,3,14.3%,3,0,0,2,1,0,0,0
21,Isaiah Hodgins,1,5,44.0,8.8,30.0,6.0,0,0.0,14.0,2.8,4,0.8,1,6,21.4%,5,0,1,3,0,0,0,0
